method,p,q,R2
hadamard,1.0,2.0,0.1414073781656252
hadamard,4.0,0.25,0.1396682570901727
hadamard,0.5,0.5,0.1375494328617453
hadamard,0.25,1.0,0.1369072181946328
average,1.0,1.0,0.1367291034812893
hadamard,2.0,2.0,0.1359298451782196
hadamard,1.0,4.0,0.1358764929638271
hadamard,1.0,1.0,0.135232175119189
hadamard,0.5,0.25,0.1348876509439541
average,4.0,2.0,0.1345602793762497
hadamard,4.0,4.0,0.1342788791768326
hadamard,0.25,0.25,0.1339160068460037
average,2.0,1.0,0.1338404984515286
hadamard,0.25,0.5,0.1334761310734777
hadamard,1.0,0.25,0.1330382801995763
hadamard,1.0,0.5,0.1329111954568379
hadamard,2.0,0.5,0.1325385233592365
hadamard,2.0,1.0,0.1324794827408631
hadamard,0.5,2.0,0.1322357176259876
hadamard,0.25,4.0,0.1317718600868609
average,1.0,0.5,0.1317431154341702
hadamard,4.0,1.0,0.1308822956520738
hadamard,0.25,2.0,0.1308393030883866
subtract,0.5,0.25,0.1301903211171015
hadamard,2.0,4.0,0.1291517146899502
hadamard,0.5,4.0,0.1286276311219001
hadamard,2.0,0.25,0.1284812573802276
subtract,1.0,0.25,0.1280297790269522
average,2.0,0.5,0.1277428553449654
average,4.0,4.0,0.1269622332346804
hadamard,0.5,1.0,0.1269346097748559
average,4.0,0.5,0.1267764192931558
hadamard,4.0,2.0,0.1264600153057647
average,0.5,4.0,0.125297379995336
hadamard,4.0,0.5,0.1250779294793051
average,0.5,0.5,0.1243368362099917
average,0.5,2.0,0.1224355775722648
average,0.25,2.0,0.1207919567787382
L1,1.0,0.25,0.1204709696841443
average,0.25,1.0,0.1202236910148578
average,1.0,0.25,0.119848815538197
subtract,4.0,0.5,0.1195522263927354
L1,0.5,1.0,0.1195085820909418
average,0.25,4.0,0.1194152425486978
L1,4.0,0.5,0.1190401782452662
L2,1.0,0.25,0.1186843565124389
average,1.0,2.0,0.1183339778666373
subtract,2.0,2.0,0.1182794148422797
subtract,4.0,1.0,0.1173569171807663
average,2.0,4.0,0.1170786143229742
subtract,0.25,1.0,0.1167880415980061
subtract,0.5,4.0,0.1164055860349687
average,0.25,0.5,0.1159062577590713
L2,0.5,0.25,0.1148509980177868
subtract,2.0,1.0,0.1148489613989404
L1,0.5,0.25,0.1146564198034493
subtract,2.0,0.25,0.1146388052251019
subtract,1.0,1.0,0.1144071749614302
L1,0.5,4.0,0.1141662094752491
subtract,0.5,1.0,0.1141478497622381
subtract,4.0,4.0,0.1140233474159793
L1,0.25,1.0,0.1140012333726284
subtract,0.25,0.25,0.1136808999210285
subtract,0.25,2.0,0.1135125863906968
L1,4.0,1.0,0.1125637243891793
average,0.25,0.25,0.1121281505940886
subtract,1.0,2.0,0.1109331283419943
average,4.0,0.25,0.1105649361194013
L1,2.0,2.0,0.1104564847582936
subtract,4.0,0.25,0.1104260580757746
L1,0.25,4.0,0.1101786983255781
L2,2.0,2.0,0.110168079314098
average,1.0,4.0,0.1099251318007719
subtract,1.0,4.0,0.1099201084589035
average,2.0,0.25,0.1094375477237479
subtract,0.25,4.0,0.1094305492550518
L1,1.0,1.0,0.1091484629322702
subtract,2.0,0.5,0.1090540805266372
L2,0.25,1.0,0.1088903198501898
subtract,0.5,2.0,0.1085565289159106
L1,4.0,4.0,0.1083358864320952
L2,0.5,1.0,0.1079755880970561
L1,2.0,0.5,0.1079411632306992
L1,2.0,1.0,0.1079255941733632
subtract,1.0,0.5,0.107317930237098
L2,4.0,4.0,0.1070326398245578
L1,2.0,0.25,0.1066527837854596
L1,4.0,0.25,0.1062745866247801
L2,0.25,4.0,0.1050215211446462
L2,4.0,0.5,0.1049484799718614
L2,4.0,0.25,0.1049077032490036
L1,1.0,4.0,0.104751502542158
average,0.5,1.0,0.1047248869455639
L2,2.0,0.5,0.1043160784472053
subtract,0.5,0.5,0.1039367223469077
L2,2.0,0.25,0.1038380252291459
L2,0.5,4.0,0.102986158688648
subtract,0.25,0.5,0.1023925424681038
L1,0.25,0.25,0.1023219293920637
L2,1.0,2.0,0.1011675596266908
L2,1.0,1.0,0.1003444858224136
L1,0.5,2.0,0.1001617619134767
L2,0.25,0.25,0.0997415247602673
L1,0.25,0.5,0.0997349312591306
L1,0.25,2.0,0.0993083741766681
L2,2.0,1.0,0.0992866295550261
L1,1.0,2.0,0.0990479186214674
L2,1.0,4.0,0.0987061573941753
average,4.0,1.0,0.0983678884685916
L1,1.0,0.5,0.0980065280886056
average,2.0,2.0,0.0977157072954305
L2,0.5,2.0,0.0974356196985243
L2,4.0,1.0,0.0952140871677194
L2,0.5,0.5,0.0947162184032546
average,0.5,0.25,0.0943283165962931
L1,0.5,0.5,0.0941854413552597
L2,0.25,0.5,0.0941021253596158
L2,0.25,2.0,0.0938346237412108
subtract,2.0,4.0,0.0922194036752194
L2,2.0,4.0,0.0901230996756391
L1,2.0,4.0,0.0881941264386271
L2,1.0,0.5,0.0849797920662276
subtract,4.0,2.0,0.079551346056788
L1,4.0,2.0,0.078683643084355
L2,4.0,2.0,0.0731298099558909
