method,p,q,R2
hadamard,1.0,0.5,0.0927224231400575
average,0.25,0.25,0.0829863228854953
average,1.0,1.0,0.0822169626778431
subtract,2.0,4.0,0.0821521720581022
hadamard,4.0,0.5,0.081589425593749
hadamard,4.0,0.25,0.0806985609317618
hadamard,4.0,2.0,0.0806513486053028
hadamard,0.25,0.5,0.0805700690348516
hadamard,0.5,2.0,0.0787957381983138
average,1.0,0.25,0.0781109254100962
L1,2.0,4.0,0.0777608403382907
average,4.0,0.5,0.0774380759048842
subtract,0.5,0.5,0.0772618464402511
subtract,0.5,0.25,0.0772454395469318
hadamard,0.25,1.0,0.077166686114877
hadamard,0.5,0.25,0.0771169269338707
average,2.0,2.0,0.0770810774582939
subtract,0.25,1.0,0.0767560735929048
hadamard,1.0,0.25,0.0765027683597452
hadamard,1.0,4.0,0.0764545984372759
hadamard,2.0,4.0,0.0759471779979503
average,4.0,1.0,0.0757091552586575
subtract,0.25,0.25,0.0754941050096754
L1,0.5,0.25,0.0753067933736851
hadamard,4.0,4.0,0.0751521698936332
L1,0.25,1.0,0.074874655577337
hadamard,0.5,4.0,0.0746318268624082
L2,2.0,4.0,0.0745981782162629
subtract,1.0,1.0,0.0745840235581583
subtract,0.5,2.0,0.0741947859718873
L1,0.25,4.0,0.0740189587696258
hadamard,0.5,0.5,0.0740166690065093
L2,4.0,2.0,0.0737752936303841
subtract,0.25,4.0,0.073709185057464
hadamard,0.25,4.0,0.0735006653183065
L1,0.5,2.0,0.0733506912458116
hadamard,1.0,2.0,0.0731105305567655
hadamard,0.25,0.25,0.0730897835445471
subtract,1.0,4.0,0.0726235862060029
average,2.0,0.25,0.0726080215616037
subtract,0.5,4.0,0.0725816816438325
average,1.0,4.0,0.072305896682833
subtract,4.0,1.0,0.072133520351081
subtract,2.0,0.25,0.0720994761696312
subtract,4.0,2.0,0.0716350458781832
hadamard,1.0,1.0,0.071604451308221
L1,1.0,1.0,0.0715780158036016
average,1.0,2.0,0.0710049804968825
average,4.0,0.25,0.070948056253943
subtract,0.5,1.0,0.0708485623619727
hadamard,2.0,1.0,0.0704793677186206
hadamard,4.0,1.0,0.0702504682578181
average,0.5,0.25,0.0700035392366863
average,0.25,0.5,0.0699981637977067
hadamard,2.0,2.0,0.0699457758649341
average,0.5,1.0,0.0696215733502693
hadamard,0.25,2.0,0.0696140225657283
L1,0.25,0.25,0.069579878412803
L1,0.5,4.0,0.0695298050855676
hadamard,2.0,0.25,0.0694926414363761
subtract,2.0,1.0,0.0694064949780813
subtract,1.0,0.25,0.0693877224884641
hadamard,2.0,0.5,0.0693532484315462
hadamard,0.5,1.0,0.0690119845534559
subtract,0.25,0.5,0.0689436118375561
average,1.0,0.5,0.0686883408843083
average,0.5,0.5,0.0684998557266335
L1,1.0,0.25,0.0680331262955133
L2,0.5,2.0,0.0677514304253145
average,0.5,2.0,0.0677401516381568
L1,4.0,2.0,0.0677305718610663
L1,0.5,1.0,0.0676996793968103
subtract,0.25,2.0,0.0676593912241504
L2,0.5,0.25,0.067550546000058
subtract,4.0,0.25,0.0673741949215748
L1,4.0,1.0,0.0671724887316551
L1,2.0,0.25,0.0671374364884253
L1,0.25,0.5,0.0668888654195578
average,0.25,2.0,0.0668120964282916
L2,0.25,4.0,0.0663011382218404
L1,1.0,4.0,0.0660750742493277
subtract,1.0,0.5,0.0658270064185483
L2,0.25,0.5,0.0656252774520304
average,4.0,4.0,0.065597146488868
subtract,4.0,0.5,0.0652158930843969
L2,1.0,1.0,0.0650268367754993
L1,0.5,0.5,0.0648057409633036
L1,4.0,0.25,0.0646667455137819
average,4.0,2.0,0.0645988211951729
L2,0.5,4.0,0.0642894946207355
L2,2.0,0.25,0.064206988419844
L2,0.25,1.0,0.0638823036672195
subtract,2.0,2.0,0.063841511058085
subtract,1.0,2.0,0.0637640156517334
L1,4.0,0.5,0.0636917497624774
L1,1.0,2.0,0.0636326222314285
average,0.25,4.0,0.0633532182124337
L1,2.0,1.0,0.0632257358278827
L2,0.25,0.25,0.0631146679137716
average,0.5,4.0,0.0628212193668024
L1,1.0,0.5,0.0627822460968527
L2,1.0,0.5,0.0624934420685731
subtract,4.0,4.0,0.062483768151352
L1,0.25,2.0,0.0622988188507636
L2,4.0,0.5,0.0620143263574536
L1,2.0,2.0,0.0615482472885784
L2,1.0,0.25,0.0612477184304387
average,2.0,1.0,0.0612443016297007
L2,0.5,0.5,0.0607208156154338
average,2.0,4.0,0.0606747867311162
L2,4.0,1.0,0.0601979035447841
L1,4.0,4.0,0.0593785343110185
L2,0.5,1.0,0.0593322950486588
average,2.0,0.5,0.0589449526324495
L2,4.0,4.0,0.0585508376410333
L2,1.0,4.0,0.0580093327015495
L2,1.0,2.0,0.0577997457426081
L2,4.0,0.25,0.0576494143111767
L2,2.0,2.0,0.0572727794525115
subtract,2.0,0.5,0.0565975381152864
L1,2.0,0.5,0.0551907338716269
average,0.25,1.0,0.0545633225659109
L2,2.0,1.0,0.0543240648635489
L2,2.0,0.5,0.0529916013522085
L2,0.25,2.0,0.0520151175049125
