head_node,tail_node,neglog_pval,abs_effect
met-a-558,ebi-a-GCST004432,0.9017502419216904,0.400366491826849
met-a-558,ebi-a-GCST004629,13.89712713597624,0.372211396537651
met-a-558,ieu-a-1089,0.8819208136540531,0.158725875475388
met-a-558,met-a-513,2.0902917319327456,0.179965327828218
met-a-558,met-a-545,1.3260860465862532,0.282592057807731
met-a-558,met-a-635,4.212356972391308,0.114254197361283
met-a-558,met-b-155,0.1777700781263348,0.0248604109136005
met-a-558,met-b-214,0.6499912901179077,0.217655965109766
met-a-558,met-c-948,11.456824176115097,1.22032273816748
met-a-558,prot-a-101,2.075720155501378,0.221450041651445
met-a-558,prot-a-1160,0.0250029390664493,0.0298557003237497
met-a-558,prot-a-1253,0.0830001190998622,0.0935339243331014
met-a-558,prot-a-1268,0.0795760196720409,0.0720160848162315
met-a-558,prot-a-1301,0.5781086127487619,0.230103558588109
met-a-558,prot-a-1345,0.0034701636106139,0.0042446964720912
met-a-558,prot-a-1728,0.7031172402934475,0.548589083605546
met-a-558,prot-a-1777,0.2193859967363088,0.221078892185635
met-a-558,prot-a-1822,0.0266726539907901,0.0232329762764704
met-a-558,prot-a-1825,0.1039092324248598,0.114878495595354
met-a-558,prot-a-1958,0.1517213690777969,0.161043495229268
met-a-558,prot-a-2154,0.0020200584300547,0.0024371184207669
met-a-558,prot-a-2260,0.0169759729482483,0.0203854838819159
met-a-558,prot-a-231,1.3992507255871254,0.32232908508808
met-a-558,prot-a-2314,0.1816017270742179,0.158070591918373
met-a-558,prot-a-2573,0.2075270777924173,0.210990005181034
met-a-558,prot-a-2599,0.2153385425612614,0.119058629179974
met-a-558,prot-a-2647,4.504214548602551,0.42086087701739
met-a-558,prot-a-2678,8.781624659591696,1.12192632172125
met-a-558,prot-a-2836,0.8369797462259145,0.402377753933781
met-a-558,prot-a-289,8.517795024127198,0.244262094565523
met-a-558,prot-a-2963,0.2984423496200418,0.285090174562038
met-a-558,prot-a-3102,0.3782683348439467,0.324626353142953
met-a-558,prot-a-3117,0.00635702664125,0.0077504500246454
met-a-558,prot-a-3142,0.4421660936686667,0.297891446107796
met-a-558,prot-a-3178,0.3701308712511985,0.246791946249669
met-a-558,prot-a-3194,0.9136184855800252,0.659502512714063
met-a-558,prot-a-327,0.059358322345186,0.0684295138121922
met-a-558,prot-a-350,0.4461496107558637,0.391510893635752
met-a-558,prot-a-382,0.807599487577898,0.517598814877245
met-a-558,prot-a-679,0.3822410336694884,0.301636279063865
met-a-558,prot-a-69,4.91863997929369,0.786706648427611
met-a-558,prot-a-842,0.5603607918066006,0.464906236322385
met-a-558,prot-a-925,0.107766193861906,0.118734081325161
met-a-558,prot-b-39,2.7948959524415597,0.508885191001998
met-a-558,ubm-a-1060,0.481214027298539,0.263298620925584
met-a-558,ubm-a-1146,0.1535055858215141,0.0775641164559055
met-a-558,ubm-a-1263,0.0664805175115057,0.0097614901900478
met-a-558,ubm-a-1290,0.2957407563167182,0.181789335894785
met-a-558,ubm-a-1407,0.2827490759274999,0.173250718262225
met-a-558,ubm-a-1472,0.0417662146852551,0.0315020643482809
met-a-558,ubm-a-1474,0.0230841029513253,0.0176520465831968
met-a-558,ubm-a-15,0.7114929910651677,0.177623187790816
met-a-558,ubm-a-1520,0.6125852187015906,0.0874927964769921
met-a-558,ubm-a-155,0.3261183231779925,0.0570335634780054
met-a-558,ubm-a-1682,0.4168320984694606,0.11893342361665
met-a-558,ubm-a-1698,7.946812334361639,0.369235364623552
met-a-558,ubm-a-1752,0.445767864093616,0.249978057890638
met-a-558,ubm-a-1804,0.2208910775285654,0.111073815238378
met-a-558,ubm-a-1851,0.0887813612369333,0.0631741180391457
met-a-558,ubm-a-2187,0.0755542631537755,0.054761727082467
met-a-558,ubm-a-2274,0.8891632293427681,0.0856813343486919
met-a-558,ubm-a-230,0.2438452076001224,0.152438030911744
met-a-558,ubm-a-2496,10.028453152424593,0.890207925377018
met-a-558,ubm-a-2620,0.8150014095143245,0.326255842679875
met-a-558,ubm-a-2682,1.0864724275033342,0.365187330963569
met-a-558,ubm-a-2693,0.3112448089676546,0.130250009104102
met-a-558,ubm-a-2727,0.2096322948003218,0.0876083694379135
met-a-558,ubm-a-2800,0.2099535461622803,0.067058563517464
met-a-558,ubm-a-3062,1.541641736166985,0.565079067990351
met-a-558,ubm-a-3077,2.091980821624582,0.555466044159043
met-a-558,ubm-a-465,0.6298779872251886,0.303905801292784
met-a-558,ubm-a-700,1.0246750984163833,0.420565307951818
met-a-558,ubm-a-718,1.0047765271505011,0.289142935579448
met-a-558,ubm-a-846,0.6272800080526643,0.246159771500258
met-a-558,ubm-a-975,0.3853069399501552,0.171847957256344
met-a-558,ukb-a-123,0.039075257293739,8.7188325545927e-05
met-a-558,ukb-a-136,15.98975201441318,0.0449655189160285
met-a-558,ukb-a-375,1.2739866623213705,0.0904922279233903
met-a-558,ukb-a-568,0.3146246560184277,0.0035266113308483
met-a-558,ukb-a-89,1.0813542349477234,0.0049166998406863
met-a-558,ukb-b-10857,3.124174248918841,0.0142779618740202
