head_node,tail_node,neglog_pval,abs_effect
ukb-b-10008,ebi-a-GCST000571,0.0378143128236486,0.0351388737547776
ukb-b-10008,ebi-a-GCST005038,0.1960018446404427,0.321840763522942
ukb-b-10008,ieu-a-6,-0.0,0.0
ukb-b-10008,met-a-506,1.6888434461749673,0.379001333736809
ukb-b-10008,met-b-165,-0.0,0.0
ukb-b-10008,prot-a-1209,0.4067716668122214,4.5745937881621
ukb-b-10008,prot-a-1253,0.7829664605767435,0.369233181214008
ukb-b-10008,prot-a-1412,0.8528853690156939,2.94444239274829
ukb-b-10008,prot-a-1453,1.308617752235123,3.36288655966635
ukb-b-10008,prot-a-1500,0.0479343408658433,0.239831986833018
ukb-b-10008,prot-a-1666,0.1980670361041943,0.692221562161698
ukb-b-10008,prot-a-176,0.4854810789655639,0.319592100942503
ukb-b-10008,prot-a-2077,0.184088588005388,0.143399001495344
ukb-b-10008,prot-a-2288,0.098791020540042,0.607429378554239
ukb-b-10008,prot-a-2289,0.5278144379690544,0.535462203416418
ukb-b-10008,prot-a-2357,0.3375276276519843,1.20433405657132
ukb-b-10008,prot-a-2363,1.9110307551498649,3.60119760127834
ukb-b-10008,prot-a-2639,0.2575585719694158,0.205894421724475
ukb-b-10008,prot-a-2861,0.5841851864742734,0.105113624576296
ukb-b-10008,prot-a-2960,0.0787483386322211,0.267378102174998
ukb-b-10008,prot-a-3148,0.6079548116938567,1.96321585781313
ukb-b-10008,prot-a-933,10.549677312343835,0.718463534545322
ukb-b-10008,prot-b-72,61.73366340321754,0.439077716480992
ukb-b-10008,ubm-a-1199,0.243068746177895,1.83085740256472
ukb-b-10008,ubm-a-1252,0.0228034344460903,0.199757558498418
ukb-b-10008,ubm-a-138,0.0742403127987507,0.191037682133445
ukb-b-10008,ubm-a-1499,0.0183868339842145,0.156787882707382
ukb-b-10008,ubm-a-1512,0.1873124325686654,0.109742899049535
ukb-b-10008,ubm-a-1520,0.1119220085891501,0.316325505979247
ukb-b-10008,ubm-a-1602,0.0588469859199014,0.168047134825719
ukb-b-10008,ubm-a-1950,7.264768112996981,0.599578109784991
ukb-b-10008,ubm-a-2023,0.2599460311087561,0.937052622445884
ukb-b-10008,ubm-a-2139,0.7245119131700383,1.98748838604005
ukb-b-10008,ubm-a-2462,0.0522503895859016,0.403158287267405
ukb-b-10008,ubm-a-2470,0.4290883394186157,0.796173042775585
ukb-b-10008,ubm-a-265,0.9183017663283468,1.62315202092171
ukb-b-10008,ubm-a-3012,0.0587311278052352,0.0638475765652021
ukb-b-10008,ubm-a-468,0.2278497652661499,1.10889135875215
ukb-b-10008,ubm-a-475,0.2764946664685822,1.00688457326973
ukb-b-10008,ubm-a-494,0.0337696127996074,0.217395532865056
ukb-b-10008,ubm-a-519,0.3086789917934117,0.824606823094349
ukb-b-10008,ubm-a-632,0.2894157555533156,1.88441737408008
ukb-b-10008,ubm-a-645,0.5679757982192921,1.67311922144133
ukb-b-10008,ubm-a-789,0.838396820961709,0.363358380079448
ukb-b-10008,ubm-a-965,0.4445292391697977,1.00014678300787
ukb-b-10008,ukb-a-126,0.4398527358839642,0.05252878743286
ukb-b-10008,ukb-a-158,0.0156212260990613,0.0007669633737345
ukb-b-10008,ukb-a-169,0.0418953408711535,0.0024449733994533
ukb-b-10008,ukb-a-199,0.136292046328541,0.055748428661016
ukb-b-10008,ukb-a-293,0.4936452305898117,0.977108302599434
ukb-b-10008,ukb-a-34,0.1916071607260552,0.117817888049295
ukb-b-10008,ukb-a-57,0.5118097278651162,0.0330680353111921
ukb-b-10008,ukb-b-11680,1.294209105315084,0.0292129609891535
ukb-b-10008,ukb-b-12405,0.1560464987049525,0.130442572489902
ukb-b-10008,ukb-b-12906,0.2954340824221182,0.0103636998198509
ukb-b-10008,ukb-b-14086,0.3280617940425976,0.0130639184570062
ukb-b-10008,ukb-b-14639,0.6831407735832815,0.0214110293752497
ukb-b-10008,ukb-b-15942,0.8355899604807787,0.0288736855579149
ukb-b-10008,ukb-b-17243,0.182087403898622,0.0106161816549995
ukb-b-10008,ukb-b-17633,0.7114772127827731,0.0417666983773843
ukb-b-10008,ukb-b-18099,0.0919716361161734,0.0466550397915531
ukb-b-10008,ukb-b-18189,0.0588608878552917,0.0065419449800042
ukb-b-10008,ukb-b-18822,0.2198245083223235,0.0081801955064853
ukb-b-10008,ukb-b-19651,0.4291683560113519,0.029733317927552
ukb-b-10008,ukb-b-20019,0.5897154886504198,0.0281179607451467
ukb-b-10008,ukb-b-20175,0.1562017112661858,0.0962005709808211
ukb-b-10008,ukb-b-20196,0.0751081877620883,0.0029713945012906
ukb-b-10008,ukb-b-20437,0.8707615691702767,0.0288825864808974
ukb-b-10008,ukb-b-2349,0.4740401617694653,0.0113463993921362
ukb-b-10008,ukb-b-2966,0.3292564034710677,0.18060726974549
ukb-b-10008,ukb-b-3083,0.5243953716518305,0.0219786193914534
ukb-b-10008,ukb-b-4286,0.3920014197951719,0.0097919093958371
ukb-b-10008,ukb-b-447,0.3246678390331476,0.081285323976614
ukb-b-10008,ukb-b-6951,10.177368032625422,0.140588318519578
ukb-b-10008,ukb-b-7503,2.1466592464831518,0.208040626603977
ukb-b-10008,ukb-b-8278,0.376689204959854,0.0099988737194899
ukb-b-10008,ukb-b-8566,0.0839585760110483,0.0078457594874222
ukb-b-10008,ukb-b-868,0.1188110190248842,0.0049097022539328
ukb-b-10008,ukb-b-8759,0.2241546616928962,0.258237380427502
ukb-b-10008,ukb-b-9790,0.015991880523726,0.0041134343306181
ukb-b-10008,ukb-b-9886,0.0918834294694597,0.231866066044763
ukb-b-10008,ukb-d-20423,1.2035586793530495,0.102309178247685
ukb-b-10008,ukb-d-22601_11353225,0.2983929344849719,0.0399172091239694
ukb-b-10008,ukb-d-30140_irnt,0.13747123757853,0.17151070419103
ukb-b-10008,ukb-d-4067,0.362712423123014,0.424126696732582
ukb-b-10008,ukb-d-G6_CARPTU,0.3572695352401028,0.0195605492579701
ukb-b-10008,ukb-d-I9_DISVEINLYMPH,0.9338611161555772,0.111604999472853
ukb-b-10008,ukb-d-I9_HEARTFAIL,1.6050506763653507,0.0332858589736907
ukb-b-10008,ukb-d-O26,0.0579309682447826,0.0037114198545103
ukb-a-293,ebi-a-GCST000571,1.7734140269617586,0.0973002507329679
ukb-a-293,ebi-a-GCST005038,0.2891628842916001,0.0458584928837543
ukb-a-293,ieu-a-6,0.5212832704616741,0.220934467517503
ukb-a-293,met-a-342,0.1476003256235397,0.0083039090335091
ukb-a-293,met-a-457,0.3298111463985666,0.0700684938655513
ukb-a-293,met-a-506,0.8677835186255599,0.0492094064581555
ukb-a-293,met-b-165,0.1828010504834556,0.184514147816452
ukb-a-293,met-c-896,0.1122922008436196,0.03433331555652
ukb-a-293,met-c-929,0.3311413074114652,0.0358165747918498
ukb-a-293,prot-a-1209,0.3171409430358821,0.194863003405153
ukb-a-293,prot-a-1238,0.6281682556958355,0.327525525547004
ukb-a-293,prot-a-1253,0.0661543517527237,0.0258180965152459
ukb-a-293,prot-a-1370,0.8059679636006739,0.471912222500326
ukb-a-293,prot-a-1412,0.1831229195156826,0.123235839288199
ukb-a-293,prot-a-1453,0.1321698463737118,0.0945245813434417
ukb-a-293,prot-a-1479,0.6866611950503625,0.335847489491975
ukb-a-293,prot-a-1500,0.192761231912645,0.125249350224943
ukb-a-293,prot-a-1576,0.3992166668353703,0.236887765706038
ukb-a-293,prot-a-1666,1.695262554489845,0.624467081246976
ukb-a-293,prot-a-176,0.0333367501103853,0.0143098863905271
ukb-a-293,prot-a-1839,0.0476286928658721,0.0346222182855158
ukb-a-293,prot-a-1906,0.2600917847186581,0.0934830175584893
