head_node,tail_node,neglog_pval,abs_effect
ukb-a-328,ebi-a-GCST004619,0.4382671889286194,0.0300445565794774
ukb-a-328,ebi-a-GCST005071,0.6358851029899484,8.2396562220535
ukb-a-328,ebi-a-GCST005904,0.0253170136487398,0.00083556588189
ukb-a-328,ieu-a-967,0.3010299956639812,1.00151063620903
ukb-a-328,met-c-921,0.0621997040471684,0.0177794617317196
ukb-a-328,met-c-937,0.6691448554415991,0.134296513870624
ukb-a-328,prot-a-1004,0.4756324766208074,0.226282577051648
ukb-a-328,prot-a-1142,103.6629654019652,0.215128818291367
ukb-a-328,prot-a-1145,0.6830586051251841,0.160093601045221
ukb-a-328,prot-a-1213,0.3826243019901546,0.102128093548491
ukb-a-328,prot-a-1287,0.1700991505930177,0.104058089423296
ukb-a-328,prot-a-1338,0.3309708563331637,0.131139058374009
ukb-a-328,prot-a-1356,3.291418568829234,0.133222314881902
ukb-a-328,prot-a-1447,0.9098371834413316,0.253888851671933
ukb-a-328,prot-a-15,2.236066910444609,0.449165331126865
ukb-a-328,prot-a-1630,0.3830200052863055,0.182776231609331
ukb-a-328,prot-a-1643,0.1720538817431934,0.0673488300671338
ukb-a-328,prot-a-1841,0.7467279667249797,0.109701999128096
ukb-a-328,prot-a-1943,0.1464609860107237,0.0904478192254638
ukb-a-328,prot-a-2060,0.1850944938230342,0.10978531947331
ukb-a-328,prot-a-2261,1.328922102395243,0.0382396335201512
ukb-a-328,prot-a-2479,0.0019787004681291,0.0010582948859366
ukb-a-328,prot-a-252,0.3623410711509012,0.139840420333416
ukb-a-328,prot-a-2542,0.1055384782718768,0.0705074016598481
ukb-a-328,prot-a-260,0.8189350782254707,0.219320609741369
ukb-a-328,prot-a-2603,1.056033647708823,0.37419110760114
ukb-a-328,prot-a-2605,0.0629130956370051,0.0422704355087422
ukb-a-328,prot-a-2748,0.5458566393653014,0.215925974477831
ukb-a-328,prot-a-2861,0.6895171505664417,0.273154090467441
ukb-a-328,prot-a-302,0.1298922439843288,0.0821099743107258
ukb-a-328,prot-a-3125,0.2644644688452051,0.0530104401016341
ukb-a-328,prot-a-3133,0.1409634428183741,0.0590443528569987
ukb-a-328,prot-a-3142,0.8647004563050713,0.371312597353168
ukb-a-328,prot-a-3248,0.0318966838388359,0.021959994373238
ukb-a-328,prot-a-3249,0.9405175601636736,0.39355120179182
ukb-a-328,prot-a-470,1.970341065526232,0.436649215292697
ukb-a-328,prot-a-505,0.1761040981069042,0.107227825174684
ukb-a-328,prot-a-560,0.1919650352232923,0.11547504516373
ukb-a-328,prot-a-566,0.6503439979579333,0.313817778363491
ukb-a-328,prot-a-63,0.2907593609707636,0.0430133469436808
ukb-a-328,prot-a-831,1.243981005487412,0.47530921839661
ukb-a-328,prot-a-993,1.538650807139284,0.20709739378804
ukb-a-328,ubm-a-1017,1.650565003799895,0.205201925811675
ukb-a-328,ubm-a-1113,1.5710998571247794,0.184562077476339
ukb-a-328,ubm-a-1225,0.5187555690596097,0.117516240026579
ukb-a-328,ubm-a-123,0.7598263983373129,0.137564702090689
ukb-a-328,ubm-a-1249,3.6818018022938026,0.146055574546196
ukb-a-328,ubm-a-135,0.5813529290716482,0.14476800219829
ukb-a-328,ubm-a-1365,0.3386451378327595,0.116813516745922
ukb-a-328,ubm-a-1672,0.0139798788783513,0.0050527168391873
ukb-a-328,ubm-a-1678,0.1017252981621465,0.0051908349245834
ukb-a-328,ubm-a-1691,5.723334669286534,0.495399531266412
ukb-a-328,ubm-a-1735,0.0576615909357454,0.0177191861331589
ukb-a-328,ubm-a-1768,0.3101290471498554,0.103031308341043
ukb-a-328,ubm-a-1791,4.31863990611503,0.198729058768709
ukb-a-328,ubm-a-1821,1.2144531763775377,0.232393640122315
ukb-a-328,ubm-a-1907,0.3485122362110771,0.079266730330074
ukb-a-328,ubm-a-2074,0.4721830456508589,0.150647942610513
ukb-a-328,ubm-a-2107,0.0180458262867088,0.0079542891181117
ukb-a-328,ubm-a-2161,0.6703458482495515,0.13854534303354
ukb-a-328,ubm-a-2239,0.52245823747148,0.129216221969463
ukb-a-328,ubm-a-2410,0.3388520825366969,0.0486762548422448
ukb-a-328,ubm-a-2476,0.3995160333271861,0.0516134163330626
ukb-a-328,ubm-a-2523,0.3459086173702964,0.119045025117031
ukb-a-328,ubm-a-2612,0.3818138432874802,0.0285979071989302
ukb-a-328,ubm-a-278,0.1188937801734132,0.0122659028434542
ukb-a-328,ubm-a-2837,25.726218608172843,0.0725470444005757
ukb-a-328,ubm-a-2874,1.0462464962346854,0.223413961367366
ukb-a-328,ubm-a-2997,2.2949108232761084,0.224188146144028
ukb-a-328,ubm-a-3073,0.6382326210198732,0.172352839705827
ukb-a-328,ubm-a-3099,0.3891161506710657,0.102980810798489
ukb-a-328,ubm-a-3113,3.535556361292983,0.533724113420072
ukb-a-328,ubm-a-3127,0.5911503721973279,0.0295144982559769
ukb-a-328,ubm-a-411,0.6846357503231345,0.15260833951854
ukb-a-328,ubm-a-492,0.1512106527095504,0.0509365000330999
ukb-a-328,ubm-a-496,1.6270219500485992,0.339145892073393
ukb-a-328,ubm-a-532,0.9379768881116648,0.169942086927915
ukb-a-328,ubm-a-647,0.6140012364675342,0.179842100361637
ukb-a-328,ubm-a-713,1.3716796539388725,0.062835333701928
ukb-a-328,ubm-a-922,0.0367878267579939,0.0140158560780669
ukb-a-328,ubm-a-943,0.733451588638728,0.155629648608158
ukb-a-328,ukb-a-313,14.793374250199594,0.200291146175944
ukb-a-328,ukb-a-74,0.7925835645086833,0.005788153479085
ukb-a-328,ukb-b-10309,1.4625705009496464,0.0027223462423439
ukb-a-328,ukb-b-10923,0.1654763889593805,0.011290541027338
ukb-a-328,ukb-b-12417,0.9866120442711662,0.0204323884336508
ukb-a-328,ukb-b-12828,0.3808981347857378,0.0106903616831934
ukb-a-328,ukb-b-12861,0.7531815768102901,0.0005497461099521
ukb-a-328,ukb-b-12963,0.0313786988979228,0.0019161153749603
ukb-a-328,ukb-b-13285,0.686950926939057,0.00412949952786
ukb-a-328,ukb-b-14342,19.09766391076038,0.0022533948842799
