method,p,q,R2
hadamard,2.0,0.25,0.1950111653869877
hadamard,0.25,2.0,0.1941846286094851
hadamard,0.5,0.25,0.1932846693221218
hadamard,0.5,1.0,0.191790056554737
hadamard,0.25,1.0,0.1910584659192302
hadamard,2.0,2.0,0.1910020092371679
hadamard,4.0,0.5,0.1908488234616612
hadamard,2.0,0.5,0.1903665350745197
hadamard,1.0,0.25,0.1898954546877338
hadamard,4.0,1.0,0.1898542356798477
hadamard,2.0,4.0,0.189392646017806
hadamard,0.25,0.5,0.1893822698596503
hadamard,4.0,0.25,0.1885149262081956
hadamard,1.0,2.0,0.1883217199594958
hadamard,0.5,0.5,0.188178851382219
hadamard,4.0,2.0,0.1869171443302587
hadamard,2.0,1.0,0.1865275884918313
hadamard,0.25,0.25,0.1852136958618856
hadamard,0.25,4.0,0.1851880239272745
hadamard,0.5,2.0,0.1843738025620276
hadamard,4.0,4.0,0.1836755903929814
hadamard,1.0,0.5,0.1832115248917591
hadamard,1.0,1.0,0.1811269604002977
hadamard,0.5,4.0,0.1805682675265003
hadamard,1.0,4.0,0.1803253320895645
average,0.25,4.0,0.178387319023447
L1,1.0,1.0,0.1763917647738629
subtract,1.0,1.0,0.1739561798855812
average,4.0,1.0,0.1732922714136596
subtract,0.5,0.25,0.1701083658071448
average,0.5,1.0,0.1693333170316288
subtract,0.25,2.0,0.1670739369741872
average,0.25,2.0,0.1663500826472566
average,2.0,1.0,0.1658680312834638
subtract,4.0,0.5,0.164715911522992
L2,1.0,1.0,0.1646885128397546
L1,4.0,0.5,0.1631142753213152
average,4.0,0.5,0.1610948035402034
subtract,4.0,4.0,0.1606138828153189
L2,4.0,0.5,0.1601723966657452
average,1.0,0.5,0.1597027358768138
average,2.0,0.5,0.1595780280057932
L1,0.5,0.25,0.1592224535742703
average,4.0,0.25,0.1581806860344714
subtract,4.0,2.0,0.1577696992566259
subtract,0.5,2.0,0.1574522018535018
average,1.0,0.25,0.1564785178894061
average,1.0,2.0,0.1561425737976558
L2,0.5,0.25,0.1561097215157088
L1,4.0,4.0,0.155810131088284
subtract,0.5,4.0,0.1557379026864958
average,2.0,2.0,0.1550865820551751
L1,0.5,2.0,0.1549110140421208
average,0.25,0.5,0.1545470171140395
L2,0.5,2.0,0.1544997223514999
L1,0.5,4.0,0.1543015024605655
subtract,0.25,1.0,0.1541014707019048
L1,0.25,2.0,0.1540193385096219
subtract,1.0,0.5,0.1533904635193139
L1,4.0,2.0,0.1533810357953294
L1,0.25,1.0,0.1529829188084842
average,0.5,0.25,0.1527521124590586
average,2.0,0.25,0.1527125564037458
subtract,1.0,0.25,0.1518549991700478
L1,1.0,0.5,0.1517415867393808
L2,0.25,2.0,0.1510185876172931
L2,4.0,4.0,0.150550088434437
subtract,2.0,4.0,0.1501869996408951
L2,4.0,2.0,0.1486399164971711
subtract,2.0,0.25,0.1486237646186831
average,0.25,1.0,0.147630521148482
subtract,4.0,0.25,0.1474503024224729
subtract,0.25,0.25,0.147380744011442
subtract,0.5,0.5,0.1473806127392947
subtract,0.25,4.0,0.1470905980333219
average,4.0,4.0,0.1469028481352817
average,4.0,2.0,0.1467543823283381
subtract,0.5,1.0,0.1466703385895886
L2,0.25,1.0,0.146590804793848
L2,0.25,0.25,0.1464776048895146
subtract,1.0,4.0,0.1454910123597437
L2,0.5,4.0,0.1449855461059235
subtract,2.0,2.0,0.1444286200608701
L2,1.0,0.5,0.1441344698413228
L1,1.0,0.25,0.1437820804932476
L1,0.25,0.25,0.1434987491468748
subtract,2.0,0.5,0.143420765697835
average,0.25,0.25,0.1432992733755429
L2,1.0,0.25,0.1432311242789701
L1,1.0,4.0,0.1430175368338894
L1,2.0,4.0,0.1427607201037064
subtract,0.25,0.5,0.1426893687296158
average,0.5,0.5,0.1426846437066212
L1,0.25,0.5,0.1425977381643137
L2,2.0,4.0,0.1425419060632645
average,1.0,4.0,0.1415371003761054
L1,2.0,2.0,0.1414474175583282
L1,2.0,0.25,0.1413916913410248
average,2.0,4.0,0.1413454193320059
L1,4.0,0.25,0.1413003615084475
subtract,1.0,2.0,0.1405918609084466
L1,1.0,2.0,0.1404731650640603
L2,4.0,0.25,0.1397716948128861
L2,0.25,0.5,0.1394258832968148
average,0.5,4.0,0.1382712977837497
L1,0.25,4.0,0.1379247124969116
L1,0.5,1.0,0.1373246181244254
L2,0.5,1.0,0.1371458922521099
L2,0.25,4.0,0.13711450194537
subtract,2.0,1.0,0.1369991791911523
subtract,4.0,1.0,0.1360482067972227
L2,2.0,0.25,0.1357814743283552
L2,2.0,1.0,0.1349122461070336
L2,2.0,2.0,0.1347999993207768
L1,4.0,1.0,0.134383536982822
L2,1.0,4.0,0.1339463745145596
L2,1.0,2.0,0.1336368684120972
L2,4.0,1.0,0.1333842251148813
L1,2.0,1.0,0.1329194562276844
L1,0.5,0.5,0.1307285150045148
average,0.5,2.0,0.1300944421172104
L2,0.5,0.5,0.1300849393061536
L1,2.0,0.5,0.1242246186002484
L2,2.0,0.5,0.1227725322876711
average,1.0,1.0,0.1155542949458702
