method,p,q,R2
hadamard,1.0,0.5,0.3039745836869215
hadamard,2.0,4.0,0.3025823181891675
hadamard,4.0,2.0,0.2994485773966575
hadamard,1.0,1.0,0.2975927620960241
hadamard,0.25,0.25,0.2962812736182055
hadamard,1.0,0.25,0.2957913019536772
hadamard,1.0,2.0,0.2937540354255983
hadamard,4.0,1.0,0.2931843512627455
hadamard,1.0,4.0,0.2928631574346957
hadamard,0.25,4.0,0.2920693986097755
hadamard,0.25,2.0,0.2911443982565552
hadamard,4.0,0.25,0.2889416833574911
hadamard,0.5,0.25,0.2889157316805323
hadamard,0.5,4.0,0.287300310776262
hadamard,4.0,0.5,0.2863142864531629
hadamard,0.5,1.0,0.2862911844839146
hadamard,2.0,1.0,0.2857747704516934
hadamard,0.25,0.5,0.2854463375442074
hadamard,2.0,2.0,0.2852172952565597
hadamard,2.0,0.5,0.284072533670584
hadamard,0.5,2.0,0.2837249641572522
hadamard,2.0,0.25,0.2835091952749956
hadamard,0.25,1.0,0.2819932465854067
hadamard,4.0,4.0,0.2806699791313399
hadamard,0.5,0.5,0.2793353653924024
subtract,0.25,0.5,0.2785226454465969
average,2.0,2.0,0.2731465246626958
subtract,2.0,4.0,0.2723847561715485
average,4.0,4.0,0.2713267838869043
average,1.0,1.0,0.2710603817988783
subtract,0.5,0.25,0.2700800847904832
L1,0.25,0.5,0.2691231112720931
subtract,1.0,4.0,0.2677894731781933
average,0.25,0.25,0.2672613780766968
L1,4.0,0.5,0.2670473978901466
L1,2.0,0.5,0.2666444006583038
L1,2.0,4.0,0.2656404004183642
average,0.5,4.0,0.2654950925069588
subtract,4.0,0.5,0.2643415020754576
average,0.5,1.0,0.2643391684342701
subtract,0.5,2.0,0.26394918620034
average,1.0,0.25,0.2628282103620102
subtract,2.0,0.5,0.2625276787124471
L1,1.0,4.0,0.2625090899615232
average,0.25,2.0,0.2623647042927487
subtract,0.5,1.0,0.261436777827304
average,1.0,0.5,0.2608193494312024
average,0.25,4.0,0.26016247028101
average,0.25,0.5,0.2601097008308857
L1,0.5,0.25,0.260109022511381
subtract,4.0,2.0,0.2598903300145132
subtract,2.0,0.25,0.2594556336229626
L2,2.0,0.5,0.2591476883322962
subtract,1.0,0.5,0.2591364342193667
L1,4.0,2.0,0.2580655998591243
subtract,0.25,4.0,0.2578559852510976
average,0.25,1.0,0.2576171112329551
subtract,1.0,2.0,0.2573024091166097
L1,1.0,0.5,0.2569961716357611
average,2.0,4.0,0.2568677264446264
average,4.0,0.5,0.2568662433258761
L2,4.0,0.5,0.2567000833114046
L1,0.5,1.0,0.2561927999031963
L2,2.0,4.0,0.2557680441246347
average,4.0,2.0,0.2553937598335167
subtract,0.25,0.25,0.2544840459165419
L2,0.5,0.25,0.2542671271241358
L2,1.0,0.5,0.2540438729899802
L1,0.5,2.0,0.2539182316506031
subtract,1.0,0.25,0.2538369483057607
L2,0.25,0.5,0.2535353038561725
L2,4.0,2.0,0.2532171083558713
L1,1.0,1.0,0.252530562515608
L1,1.0,0.25,0.251923292799477
L1,0.25,1.0,0.2490503250227168
subtract,0.25,1.0,0.2484957491504806
subtract,1.0,1.0,0.248267249043013
L1,4.0,0.25,0.2480597350064118
average,2.0,1.0,0.247357186615349
subtract,2.0,1.0,0.2466008418135654
L2,1.0,1.0,0.2463830380674009
L1,0.25,0.25,0.2460388420774577
subtract,4.0,0.25,0.2456295059153702
average,0.5,0.5,0.2453993371230001
L1,1.0,2.0,0.2453254074292449
average,1.0,2.0,0.2445462811240166
average,2.0,0.25,0.2443911924140364
average,4.0,1.0,0.24405822353659
L2,1.0,4.0,0.2431376590552569
subtract,0.5,4.0,0.2427990602895224
average,2.0,0.5,0.2421612959405054
L1,0.5,4.0,0.2414762589717902
L2,0.5,2.0,0.2412068382105189
average,4.0,0.25,0.2410989934506431
subtract,4.0,4.0,0.2410714450557368
L1,0.25,4.0,0.2405743821852782
L1,2.0,2.0,0.2396277182900663
L1,4.0,1.0,0.2392060615903698
subtract,2.0,2.0,0.2389709965587495
L2,1.0,0.25,0.238673777929274
average,1.0,4.0,0.2385730755832387
L2,1.0,2.0,0.2384857707920319
L2,4.0,0.25,0.2379144802471756
average,0.5,2.0,0.23790113496908
subtract,4.0,1.0,0.2375851779362856
L2,0.5,1.0,0.2367392565574668
L2,0.25,1.0,0.2360288113580362
L1,2.0,0.25,0.2358206573143079
L1,2.0,1.0,0.2339856321945211
average,0.5,0.25,0.23337524812082
L2,0.25,0.25,0.2326599461047322
subtract,0.5,0.5,0.2304339041633862
L1,4.0,4.0,0.2293757345700615
L2,0.5,4.0,0.2289020362863345
L2,0.25,4.0,0.2272877572622901
L2,4.0,1.0,0.2269935253189234
L1,0.5,0.5,0.2249088241485581
L2,2.0,1.0,0.2231831426988204
L1,0.25,2.0,0.220618690871706
L2,2.0,2.0,0.2188632425585486
L2,4.0,4.0,0.2182201482894026
subtract,0.25,2.0,0.217401800233395
L2,2.0,0.25,0.2169131331994287
L2,0.25,2.0,0.2147577799582407
L2,0.5,0.5,0.2103796145348641
