method,p,q,R2
hadamard,4.0,2.0,0.1635466849171445
hadamard,4.0,0.25,0.1618363004134844
hadamard,2.0,4.0,0.1616880534372937
hadamard,0.5,0.25,0.1609143334905333
hadamard,4.0,0.5,0.1593608286298969
hadamard,0.25,2.0,0.1586996491521777
hadamard,2.0,0.5,0.158029447994996
hadamard,0.5,4.0,0.1576857500556957
hadamard,0.25,4.0,0.1575404068997494
hadamard,0.5,1.0,0.1573097015711581
hadamard,0.5,0.5,0.1558431774799321
hadamard,1.0,0.5,0.1554998613031499
hadamard,0.25,0.5,0.1550587541954239
hadamard,2.0,0.25,0.1544710142059504
hadamard,4.0,4.0,0.1541780083254346
hadamard,2.0,1.0,0.1539954918420086
hadamard,1.0,0.25,0.1532767375370295
hadamard,2.0,2.0,0.1532493489348542
hadamard,0.5,2.0,0.1530701883000554
hadamard,1.0,2.0,0.1524327376283398
hadamard,1.0,1.0,0.1522165621443406
hadamard,0.25,0.25,0.151473267048915
hadamard,0.25,1.0,0.1504521992336426
hadamard,4.0,1.0,0.1494337700712343
hadamard,1.0,4.0,0.1473568644838132
average,0.25,0.5,0.1431809782220744
L2,0.25,4.0,0.1419194054994186
subtract,0.5,0.25,0.1412861974004857
subtract,1.0,0.5,0.1388425567583168
L2,0.5,0.25,0.1378816154978208
subtract,0.25,4.0,0.1368321561266998
L2,0.5,0.5,0.1363137418021467
average,0.5,4.0,0.135756703308031
L1,1.0,0.5,0.1352790434004159
L2,1.0,0.5,0.1352298661307689
L2,2.0,4.0,0.1347368905512759
L1,0.25,4.0,0.1338563513955516
subtract,2.0,0.25,0.133745756134841
L2,2.0,1.0,0.1334697939000864
subtract,4.0,1.0,0.1333318201404729
L1,2.0,0.25,0.1332328348598933
L1,0.5,0.25,0.132779922649757
L2,0.5,4.0,0.132680955829314
subtract,1.0,4.0,0.1326167965832961
average,4.0,1.0,0.1325361001394933
average,2.0,2.0,0.1323504646756595
L2,2.0,0.25,0.132298746992832
L2,1.0,4.0,0.1317907461451117
L2,4.0,1.0,0.1311373163309721
L1,1.0,4.0,0.1310844121338409
subtract,2.0,1.0,0.1310016627276665
average,4.0,0.5,0.1308680067786184
average,1.0,4.0,0.1305109421379421
L1,4.0,1.0,0.1304760311254187
L2,4.0,2.0,0.1303376601752202
L1,2.0,1.0,0.1300888457561855
L2,2.0,0.5,0.1299867817617053
average,4.0,0.25,0.1299307573225532
average,2.0,0.25,0.1297712202194234
L1,1.0,0.25,0.128792565061099
subtract,0.5,4.0,0.1287468045226049
L2,1.0,0.25,0.1285672151017184
subtract,1.0,0.25,0.1285481275756634
average,2.0,4.0,0.1284332251183053
average,0.25,0.25,0.1283255993684989
average,4.0,2.0,0.1281403831936084
subtract,2.0,4.0,0.1280300309204433
L1,2.0,4.0,0.127769118169946
average,1.0,0.25,0.1273372475718589
average,0.5,0.25,0.1273048192484548
L1,0.5,0.5,0.1271417000387487
L1,0.5,4.0,0.1268266832453324
subtract,0.5,0.5,0.126722925935415
average,0.5,0.5,0.1264649264785561
subtract,2.0,2.0,0.1264315059613803
subtract,4.0,4.0,0.1262593227975561
average,2.0,1.0,0.1255208476971263
L2,1.0,1.0,0.1252105017684961
subtract,4.0,2.0,0.1246862353391973
subtract,0.25,0.25,0.1240737573947695
subtract,2.0,0.5,0.123648311562895
subtract,1.0,1.0,0.1235408928931623
average,4.0,4.0,0.1233786813415384
L1,4.0,2.0,0.1231531735826325
L1,1.0,1.0,0.121699860125099
average,0.25,2.0,0.121522276655525
average,1.0,0.5,0.1214663546217053
L1,2.0,2.0,0.1213808970560511
L2,2.0,2.0,0.1211232781676935
average,2.0,0.5,0.120713430599182
average,0.25,4.0,0.1206137381966498
L1,2.0,0.5,0.1201433672514075
subtract,4.0,0.5,0.1184373631183205
L1,4.0,4.0,0.1163763443119395
L1,4.0,0.25,0.1160343259237424
subtract,4.0,0.25,0.115837883503685
L1,4.0,0.5,0.1158148675745232
subtract,0.25,0.5,0.1154691869659964
L2,4.0,0.5,0.1154588361903168
L2,0.5,1.0,0.1153466298706378
L2,0.25,0.25,0.1153194279609817
subtract,0.5,2.0,0.1149872562321696
average,0.5,1.0,0.1147386448864188
L2,0.25,1.0,0.1145429421323087
L2,0.5,2.0,0.1143439120451957
L2,0.25,0.5,0.1138336977336789
L1,0.5,2.0,0.1136887201235539
L1,0.25,0.25,0.1127265969415635
L2,4.0,4.0,0.1125328180108707
average,0.5,2.0,0.1121482193540083
subtract,0.5,1.0,0.1109235438865606
L1,0.25,1.0,0.1102070815492229
L1,0.25,0.5,0.1100066762052044
subtract,1.0,2.0,0.1098011261418421
L2,4.0,0.25,0.1090034372277976
average,1.0,1.0,0.1089361387372687
L1,0.5,1.0,0.1084616316996082
L1,1.0,2.0,0.1078738432972521
L2,1.0,2.0,0.1076155352829145
average,1.0,2.0,0.1061282835348125
subtract,0.25,2.0,0.1058851484395851
subtract,0.25,1.0,0.1057754023988599
average,0.25,1.0,0.1044751283103274
L1,0.25,2.0,0.0996538318779142
L2,0.25,2.0,0.097662157126991
