method,p,q,R2
hadamard,0.25,2.0,0.1338091536510214
hadamard,2.0,1.0,0.1277107997041517
hadamard,0.25,0.25,0.1251621709356226
hadamard,1.0,0.5,0.1251327026354028
hadamard,4.0,1.0,0.1239912099417245
hadamard,0.5,4.0,0.1217006863696222
hadamard,0.5,1.0,0.1208576680660621
hadamard,4.0,0.5,0.1205885899654416
hadamard,2.0,4.0,0.120085035322776
hadamard,0.25,1.0,0.1198959610815719
hadamard,2.0,2.0,0.1195051290066515
hadamard,4.0,0.25,0.1179390307349672
hadamard,0.5,0.25,0.1174085720603324
hadamard,1.0,0.25,0.116331084947355
hadamard,1.0,2.0,0.1161728276194931
hadamard,4.0,2.0,0.1155233173475617
hadamard,1.0,4.0,0.1136331087731639
hadamard,1.0,1.0,0.1135066691232424
hadamard,2.0,0.25,0.1134891118441876
hadamard,0.25,4.0,0.1131085177629643
hadamard,4.0,4.0,0.1124522937657175
hadamard,0.5,2.0,0.1124053058413069
hadamard,0.5,0.5,0.1121737032074848
hadamard,2.0,0.5,0.1117281873736875
subtract,4.0,0.25,0.1097935499630351
hadamard,0.25,0.5,0.1097688926649149
subtract,0.5,4.0,0.1093811337154758
average,1.0,0.25,0.1089299484449045
L1,4.0,0.25,0.1085308549328433
average,0.25,0.25,0.1082935368774656
average,0.25,2.0,0.1080472036358634
average,0.5,1.0,0.1072780200084945
L1,0.5,4.0,0.1072627161364129
average,4.0,0.25,0.1069093377132744
L2,4.0,0.25,0.106222744370577
average,4.0,4.0,0.1045101720409394
average,0.25,0.5,0.1041812019859488
L2,0.25,2.0,0.1040272793890384
average,4.0,1.0,0.1033555459650852
L2,0.5,4.0,0.1028852845431783
subtract,2.0,1.0,0.1014586869190168
average,0.5,0.25,0.1011080216003154
L1,1.0,1.0,0.0997318400045158
average,4.0,2.0,0.0991729117394822
subtract,0.5,1.0,0.0986522984010568
L1,0.5,1.0,0.0985626031639722
subtract,1.0,1.0,0.0980818095211361
L1,0.25,2.0,0.0978707582232979
L1,0.5,0.5,0.0978009132935073
subtract,1.0,2.0,0.0977254399210105
subtract,0.25,2.0,0.0976577423426641
subtract,0.25,0.25,0.0972384305526489
average,0.25,4.0,0.097137173633534
subtract,0.5,0.5,0.0970982804906182
L1,2.0,2.0,0.0970901183687006
L1,2.0,1.0,0.0970460537522169
average,2.0,0.25,0.0967807605539252
L2,2.0,1.0,0.0964882864381796
L1,0.25,0.25,0.0962602430542092
average,0.5,4.0,0.0961397754731114
average,2.0,1.0,0.0961127325282229
subtract,2.0,2.0,0.0958077766243128
average,2.0,2.0,0.0955919996386046
subtract,0.5,0.25,0.0955241701307487
subtract,4.0,4.0,0.0955013172677456
L1,1.0,4.0,0.0954940792731312
subtract,0.5,2.0,0.0954520041017877
L1,1.0,0.5,0.0954175361393924
L1,4.0,4.0,0.0952724099709003
subtract,1.0,0.5,0.0948724637425885
average,1.0,0.5,0.0946136085087854
subtract,1.0,4.0,0.0945986700654075
average,2.0,0.5,0.0943745680106776
L2,2.0,2.0,0.0942389744335686
average,0.25,1.0,0.0937691819895063
L1,4.0,0.5,0.0937341809365219
subtract,0.25,0.5,0.0936528914388369
L2,1.0,0.5,0.0933726381493725
L1,0.5,0.25,0.0933702239348566
average,0.5,0.5,0.0933264149186704
L1,0.5,2.0,0.0932272098013602
subtract,2.0,0.25,0.0927808898511096
subtract,4.0,1.0,0.0927312813973066
L2,4.0,0.5,0.0924817171289786
average,1.0,1.0,0.0924304929128644
average,1.0,2.0,0.0922393755271481
L1,4.0,2.0,0.0921504019412273
L1,4.0,1.0,0.0921311776631431
L1,1.0,2.0,0.0920395215944502
average,4.0,0.5,0.0919400566818222
subtract,0.25,4.0,0.0917268168361208
L1,2.0,0.5,0.0916569377387089
L2,1.0,1.0,0.0916220800563999
subtract,4.0,0.5,0.0916066390312392
average,1.0,4.0,0.0913853481712091
subtract,2.0,4.0,0.0913387943217067
L2,0.5,1.0,0.0910314422024953
L2,0.5,0.25,0.0909752480406184
L1,2.0,0.25,0.090820260356378
subtract,2.0,0.5,0.0906641475914897
average,0.5,2.0,0.0906623023466034
L2,0.25,0.25,0.0897033824066728
L2,0.5,0.5,0.0888749787354951
subtract,4.0,2.0,0.0886789464805287
L1,0.25,0.5,0.0885173281219822
L1,0.25,4.0,0.0884412246830337
subtract,0.25,1.0,0.0881985400234431
L2,1.0,4.0,0.087377809144491
L1,2.0,4.0,0.0873213910816256
L1,0.25,1.0,0.0871107615845507
L2,0.25,1.0,0.0869302036544906
L2,4.0,1.0,0.0867098886213173
L2,4.0,4.0,0.0866291952363934
L2,4.0,2.0,0.0852619424856339
average,2.0,4.0,0.0850766183345727
L2,0.5,2.0,0.0849611380872862
L2,1.0,2.0,0.084413788239295
L2,2.0,0.25,0.0839199458867652
L2,0.25,0.5,0.0820613257046853
L2,0.25,4.0,0.0818574614489647
L2,2.0,4.0,0.0816880419300948
L2,2.0,0.5,0.0816357742765527
subtract,1.0,0.25,0.0807803478737739
L1,1.0,0.25,0.0803827635840209
L2,1.0,0.25,0.0792900007586965
