head_node,relation,tail_node
ukb-a-326,rg_greaterthan_0.5,ukb-a-347
ukb-a-326,rg_greaterthan_0.5,ukb-b-6445
ukb-a-326,rg_greaterthan_0.5,ukb-b-1260
ukb-a-326,rg_greaterthan_0.5,ukb-d-41231_1
ukb-a-326,rg_greaterthan_0.5,ukb-b-20292
ukb-a-326,rg_greaterthan_0.5,ukb-a-310
ukb-a-326,rg_greaterthan_0.5,ukb-a-309
ukb-a-326,rg_greaterthan_0.5,ukb-b-14961
ukb-a-326,rg_greaterthan_0.5,ukb-b-13764
ukb-a-326,rg_greaterthan_0.5,ukb-b-6514
ukb-a-326,rg_greaterthan_0.5,ukb-b-14486
ukb-a-326,rg_greaterthan_0.5,ukb-b-4063
ukb-a-326,rg_greaterthan_0.5,ukb-a-22
ukb-a-326,rg_greaterthan_0.5,ukb-b-14960
ukb-a-326,rg_greaterthan_0.5,ukb-a-129
ukb-a-326,rg_greaterthan_0.5,ukb-b-8301
ukb-a-326,rg_greaterthan_0.5,ukb-a-172
ukb-a-326,rg_greaterthan_0.5,ukb-a-126
ukb-a-326,rg_greaterthan_0.5,ukb-b-19156
ukb-a-326,rg_greaterthan_0.5,ukb-a-156
ukb-a-326,rg_greaterthan_0.5,ukb-b-6911
ukb-a-326,rg_greaterthan_0.5,ukb-a-24
ukb-a-326,rg_greaterthan_0.5,ukb-b-3656
ukb-a-326,rg_greaterthan_0.5,ukb-b-4733
ukb-a-326,rg_greaterthan_0.5,ukb-d-XVIII_MISCFINDINGS
ukb-a-326,rg_greaterthan_0.5,ukb-d-XI_DIGESTIVE
ukb-a-326,rg_greaterthan_0.5,ukb-d-XIX_INJURY_POISON
ukb-a-326,rg_greaterthan_0.5,ukb-d-XIV_GENITOURINARY
ukb-a-326,rg_greaterthan_0.5,ukb-d-XIII_MUSCULOSKELET
ukb-a-326,rg_greaterthan_0.5,ukb-d-VI_NERVOUS
ukb-a-326,rg_greaterthan_0.5,ukb-b-17885
ukb-a-326,rg_greaterthan_0.5,ukb-a-585
ukb-a-326,rg_greaterthan_0.5,ukb-a-582
ukb-a-326,rg_greaterthan_0.5,ukb-a-581
ukb-a-326,rg_greaterthan_0.5,ukb-d-PULMONARYDG
ukb-a-326,rg_greaterthan_0.5,ukb-d-N39
ukb-a-326,rg_greaterthan_0.5,ukb-d-ICDMAIN_ANY_ENTRY
ukb-a-326,rg_greaterthan_0.5,ukb-d-G6_EPIPAROX
ukb-a-326,rg_greaterthan_0.5,ukb-d-COPD_EXCL
ukb-a-326,rg_greaterthan_0.5,ukb-b-7289
ukb-a-326,rg_greaterthan_0.5,ukb-a-475
ukb-a-326,rg_greaterthan_0.5,ukb-b-18596
ukb-a-326,rg_greaterthan_0.5,ukb-a-472
ukb-a-326,rg_greaterthan_0.5,ukb-b-11605
ukb-a-326,rg_greaterthan_0.5,ukb-b-1867
ukb-a-326,rg_greaterthan_0.5,ukb-b-18162
ukb-a-326,rg_greaterthan_0.5,ukb-a-407
ukb-a-326,rg_greaterthan_0.5,ukb-b-14080
ukb-a-326,rg_greaterthan_0.5,ukb-b-10387
ukb-a-326,rg_greaterthan_0.5,ukb-a-381
ukb-a-326,rg_greaterthan_0.5,ukb-b-2053
ukb-a-326,rg_greaterthan_0.5,ukb-a-369
ukb-a-326,rg_greaterthan_0.5,ukb-b-11749
ukb-a-326,rg_greaterthan_0.5,ukb-b-1260
ukb-a-326,rg_greaterthan_0.5,ukb-d-41231_1
ukb-a-326,rg_greaterthan_0.5,ukb-d-41215_0
ukb-a-326,rg_greaterthan_0.5,ukb-a-347
ukb-a-326,rg_greaterthan_0.5,ukb-b-6445
ukb-a-326,rg_greaterthan_0.5,ukb-a-324
ukb-a-326,rg_greaterthan_0.5,ukb-b-18541
ukb-a-326,rg_greaterthan_0.5,ukb-b-20292
ukb-a-326,rg_greaterthan_0.5,ukb-a-310
ukb-a-326,rg_greaterthan_0.5,ukb-a-309
ukb-a-326,rg_greaterthan_0.5,ukb-b-14961
ukb-a-326,rg_greaterthan_0.5,ukb-a-305
ukb-a-326,rg_greaterthan_0.5,ukb-b-9937
ukb-a-326,rg_greaterthan_0.5,ukb-b-13764
ukb-a-326,rg_greaterthan_0.5,ukb-b-8301
ukb-a-326,rg_greaterthan_0.5,ukb-a-172
ukb-a-326,rg_greaterthan_0.5,ukb-a-156
ukb-a-326,rg_greaterthan_0.5,ukb-b-6911
ukb-a-326,rg_greaterthan_0.5,ukb-b-14960
ukb-a-326,rg_greaterthan_0.5,ukb-a-129
ukb-a-326,rg_greaterthan_0.5,ukb-a-126
ukb-a-326,rg_greaterthan_0.5,ukb-b-19156
ukb-a-326,rg_greaterthan_0.5,ukb-b-6514
ukb-a-326,rg_greaterthan_0.5,ukb-b-14486
ukb-a-326,rg_greaterthan_0.5,ukb-a-24
ukb-a-326,rg_greaterthan_0.5,ukb-b-3656
ukb-a-326,rg_greaterthan_0.5,ukb-b-4733
ukb-a-326,rg_greaterthan_0.5,ukb-b-4063
ukb-a-326,rg_greaterthan_0.5,ukb-a-22
ukb-b-15378,rg_greaterthan_0.5,ukb-d-XVIII_MISCFINDINGS
ukb-b-15378,rg_greaterthan_0.5,ukb-d-XI_DIGESTIVE
ukb-b-15378,rg_greaterthan_0.5,ukb-d-XIX_INJURY_POISON
ukb-b-15378,rg_greaterthan_0.5,ukb-d-XIV_GENITOURINARY
ukb-b-15378,rg_greaterthan_0.5,ukb-d-XIII_MUSCULOSKELET
ukb-b-15378,rg_greaterthan_0.5,ukb-d-VI_NERVOUS
ukb-b-15378,rg_greaterthan_0.5,ukb-d-G6_EPIPAROX
ukb-b-15378,rg_greaterthan_0.5,ukb-d-ICDMAIN_ANY_ENTRY
ukb-b-15378,rg_greaterthan_0.5,ukb-b-17885
ukb-b-15378,rg_greaterthan_0.5,ukb-a-585
ukb-b-15378,rg_greaterthan_0.5,ukb-a-582
ukb-b-15378,rg_greaterthan_0.5,ukb-d-COPD_EXCL
ukb-b-15378,rg_greaterthan_0.5,ukb-a-581
ukb-b-15378,rg_greaterthan_0.5,ukb-b-7289
ukb-b-15378,rg_greaterthan_0.5,ukb-a-475
ukb-b-15378,rg_greaterthan_0.5,ukb-d-PULMONARYDG
ukb-b-15378,rg_greaterthan_0.5,ukb-d-N39
ukb-b-15378,rg_greaterthan_0.5,ukb-b-18596
ukb-b-15378,rg_greaterthan_0.5,ukb-a-472
ukb-b-15378,rg_greaterthan_0.5,ukb-b-11605
ukb-b-15378,rg_greaterthan_0.5,ukb-b-1867
ukb-b-15378,rg_greaterthan_0.5,ukb-a-407
ukb-b-15378,rg_greaterthan_0.5,ukb-b-14080
ukb-b-15378,rg_greaterthan_0.5,ukb-b-18162
ukb-b-15378,rg_greaterthan_0.5,ukb-d-41215_0
ukb-b-15378,rg_greaterthan_0.5,ukb-b-10387
ukb-b-15378,rg_greaterthan_0.5,ukb-a-381
ukb-b-15378,rg_greaterthan_0.5,ukb-b-2053
ukb-b-15378,rg_greaterthan_0.5,ukb-a-369
ukb-b-15378,rg_greaterthan_0.5,ukb-b-11749
ukb-b-15378,rg_greaterthan_0.5,ukb-a-324
ukb-b-15378,rg_greaterthan_0.5,ukb-b-18541
ukb-b-15378,rg_greaterthan_0.5,ukb-a-305
ukb-b-15378,rg_greaterthan_0.5,ukb-b-9937
ukb-b-15378,rg_greaterthan_0.5,ukb-a-347
ukb-b-15378,rg_greaterthan_0.5,ukb-b-6445
ukb-b-15378,rg_greaterthan_0.5,ukb-b-1260
ukb-b-15378,rg_greaterthan_0.5,ukb-d-41231_1
ukb-b-15378,rg_greaterthan_0.5,ukb-b-20292
ukb-b-15378,rg_greaterthan_0.5,ukb-a-310
ukb-b-15378,rg_greaterthan_0.5,ukb-a-309
ukb-b-15378,rg_greaterthan_0.5,ukb-b-14961
ukb-b-15378,rg_greaterthan_0.5,ukb-b-13764
ukb-b-15378,rg_greaterthan_0.5,ukb-b-6514
ukb-b-15378,rg_greaterthan_0.5,ukb-b-14486
ukb-b-15378,rg_greaterthan_0.5,ukb-b-4063
ukb-b-15378,rg_greaterthan_0.5,ukb-a-22
ukb-b-15378,rg_greaterthan_0.5,ukb-b-14960
ukb-b-15378,rg_greaterthan_0.5,ukb-a-129
ukb-b-15378,rg_greaterthan_0.5,ukb-b-8301
ukb-b-15378,rg_greaterthan_0.5,ukb-a-172
ukb-b-15378,rg_greaterthan_0.5,ukb-a-126
ukb-b-15378,rg_greaterthan_0.5,ukb-b-19156
ukb-b-15378,rg_greaterthan_0.5,ukb-a-156
ukb-b-15378,rg_greaterthan_0.5,ukb-b-6911
ukb-b-15378,rg_greaterthan_0.5,ukb-a-24
ukb-b-15378,rg_greaterthan_0.5,ukb-b-3656
ukb-b-15378,rg_greaterthan_0.5,ukb-b-4733
ukb-b-15378,rg_greaterthan_0.5,ukb-d-XVIII_MISCFINDINGS
ukb-b-15378,rg_greaterthan_0.5,ukb-d-XI_DIGESTIVE
ukb-b-15378,rg_greaterthan_0.5,ukb-d-XIX_INJURY_POISON
ukb-b-15378,rg_greaterthan_0.5,ukb-d-XIV_GENITOURINARY
ukb-b-15378,rg_greaterthan_0.5,ukb-d-XIII_MUSCULOSKELET
ukb-b-15378,rg_greaterthan_0.5,ukb-d-VI_NERVOUS
ukb-b-15378,rg_greaterthan_0.5,ukb-b-17885
ukb-b-15378,rg_greaterthan_0.5,ukb-a-585
ukb-b-15378,rg_greaterthan_0.5,ukb-a-582
ukb-b-15378,rg_greaterthan_0.5,ukb-a-581
ukb-b-15378,rg_greaterthan_0.5,ukb-d-PULMONARYDG
ukb-b-15378,rg_greaterthan_0.5,ukb-d-N39
ukb-b-15378,rg_greaterthan_0.5,ukb-d-ICDMAIN_ANY_ENTRY
ukb-b-15378,rg_greaterthan_0.5,ukb-d-G6_EPIPAROX
ukb-b-15378,rg_greaterthan_0.5,ukb-d-COPD_EXCL
ukb-b-15378,rg_greaterthan_0.5,ukb-b-7289
ukb-b-15378,rg_greaterthan_0.5,ukb-a-475
ukb-b-15378,rg_greaterthan_0.5,ukb-b-18596
ukb-b-15378,rg_greaterthan_0.5,ukb-a-472
ukb-b-15378,rg_greaterthan_0.5,ukb-b-11605
ukb-b-15378,rg_greaterthan_0.5,ukb-b-1867
ukb-b-15378,rg_greaterthan_0.5,ukb-b-18162
ukb-b-15378,rg_greaterthan_0.5,ukb-a-407
ukb-b-15378,rg_greaterthan_0.5,ukb-b-14080
ukb-b-15378,rg_greaterthan_0.5,ukb-b-10387
ukb-b-15378,rg_greaterthan_0.5,ukb-a-381
ukb-b-15378,rg_greaterthan_0.5,ukb-b-2053
ukb-b-15378,rg_greaterthan_0.5,ukb-a-369
ukb-b-15378,rg_greaterthan_0.5,ukb-b-11749
ukb-b-15378,rg_greaterthan_0.5,ukb-b-1260
ukb-b-15378,rg_greaterthan_0.5,ukb-d-41231_1
ukb-b-15378,rg_greaterthan_0.5,ukb-d-41215_0
ukb-b-15378,rg_greaterthan_0.5,ukb-a-347
ukb-b-15378,rg_greaterthan_0.5,ukb-b-6445
ukb-b-15378,rg_greaterthan_0.5,ukb-a-324
ukb-b-15378,rg_greaterthan_0.5,ukb-b-18541
ukb-b-15378,rg_greaterthan_0.5,ukb-b-20292
ukb-b-15378,rg_greaterthan_0.5,ukb-a-310
ukb-b-15378,rg_greaterthan_0.5,ukb-a-309
ukb-b-15378,rg_greaterthan_0.5,ukb-b-14961
ukb-b-15378,rg_greaterthan_0.5,ukb-a-305
ukb-b-15378,rg_greaterthan_0.5,ukb-b-9937
ukb-b-15378,rg_greaterthan_0.5,ukb-b-13764
ukb-b-15378,rg_greaterthan_0.5,ukb-b-8301
ukb-b-15378,rg_greaterthan_0.5,ukb-a-172
ukb-b-15378,rg_greaterthan_0.5,ukb-a-156
ukb-b-15378,rg_greaterthan_0.5,ukb-b-6911
ukb-b-15378,rg_greaterthan_0.5,ukb-b-14960
ukb-b-15378,rg_greaterthan_0.5,ukb-a-129
ukb-b-15378,rg_greaterthan_0.5,ukb-a-126
ukb-b-15378,rg_greaterthan_0.5,ukb-b-19156
ukb-b-15378,rg_greaterthan_0.5,ukb-b-6514
ukb-b-15378,rg_greaterthan_0.5,ukb-b-14486
ukb-b-15378,rg_greaterthan_0.5,ukb-a-24
ukb-b-15378,rg_greaterthan_0.5,ukb-b-3656
ukb-b-15378,rg_greaterthan_0.5,ukb-b-4733
ukb-b-15378,rg_greaterthan_0.5,ukb-b-4063
ukb-b-15378,rg_greaterthan_0.5,ukb-a-22
ukb-b-10011,rg_greaterthan_0.5,ukb-d-XVIII_MISCFINDINGS
ukb-b-10011,rg_greaterthan_0.5,ukb-d-XIX_INJURY_POISON
ukb-b-10011,rg_greaterthan_0.5,ukb-d-COPD_EXCL
ukb-b-10011,rg_greaterthan_0.5,ukb-d-PULMONARYDG
ukb-b-10011,rg_greaterthan_0.5,ukb-b-1712
ukb-b-10011,rg_greaterthan_0.5,ukb-a-504
ukb-b-10011,rg_greaterthan_0.5,ukb-d-680_3
ukb-b-10011,rg_greaterthan_0.5,ukb-b-15869
ukb-b-10011,rg_greaterthan_0.5,ukb-a-483
ukb-b-10011,rg_greaterthan_0.5,ukb-a-477
ukb-b-10011,rg_greaterthan_0.5,ukb-b-1867
ukb-b-10011,rg_greaterthan_0.5,ukb-b-20214
ukb-b-10011,rg_greaterthan_0.5,ukb-a-407
ukb-b-10011,rg_greaterthan_0.5,ukb-b-14080
ukb-b-10011,rg_greaterthan_0.5,ukb-b-9667
ukb-b-10011,rg_greaterthan_0.5,ukb-a-386
ukb-b-10011,rg_greaterthan_0.5,ukb-b-2091
ukb-b-10011,rg_greaterthan_0.5,ukb-b-12849
ukb-b-10011,rg_greaterthan_0.5,ukb-a-431
ukb-b-10011,rg_greaterthan_0.5,ukb-b-17729
ukb-b-10011,rg_greaterthan_0.5,ukb-a-398
ukb-b-10011,rg_greaterthan_0.5,ukb-b-2830
ukb-b-10011,rg_greaterthan_0.5,ukb-a-372
ukb-b-10011,rg_greaterthan_0.5,ukb-b-16207
ukb-b-10011,rg_greaterthan_0.5,ukb-b-188
ukb-b-10011,rg_greaterthan_0.5,ukb-a-387
ukb-b-10011,rg_greaterthan_0.5,ukb-b-5436
ukb-b-10011,rg_greaterthan_0.5,ukb-d-22609_2
ukb-b-10011,rg_greaterthan_0.5,ukb-b-1260
ukb-b-10011,rg_greaterthan_0.5,ukb-d-22608_2
ukb-b-10011,rg_greaterthan_0.5,ukb-d-22607_1
ukb-b-10011,rg_greaterthan_0.5,ukb-b-5620
ukb-b-10011,rg_greaterthan_0.5,ukb-b-2618
ukb-b-10011,rg_greaterthan_0.5,ukb-d-22606_2
ukb-b-10011,rg_greaterthan_0.5,ukb-b-10817
ukb-b-10011,rg_greaterthan_0.5,ukb-b-12417
ukb-b-10011,rg_greaterthan_0.5,ukb-b-9942
ukb-b-10011,rg_greaterthan_0.5,ukb-a-225
ukb-b-10011,rg_greaterthan_0.5,ukb-b-12018
ukb-b-10011,rg_greaterthan_0.5,ukb-a-214
ukb-b-10011,rg_greaterthan_0.5,ukb-a-251
ukb-b-10011,rg_greaterthan_0.5,ukb-b-6306
ukb-b-10011,rg_greaterthan_0.5,ukb-b-12026
ukb-b-10011,rg_greaterthan_0.5,ukb-b-5593
ukb-b-10011,rg_greaterthan_0.5,ukb-a-43
ukb-b-10011,rg_greaterthan_0.5,ukb-b-4462
ukb-b-10011,rg_greaterthan_0.5,ukb-a-19
ukb-b-10011,rg_greaterthan_0.5,ukb-b-4256
ukb-b-10011,rg_greaterthan_0.5,ukb-b-4263
ukb-b-10011,rg_greaterthan_0.5,ukb-a-42
ukb-b-10011,rg_greaterthan_0.5,ukb-a-18
ukb-b-10011,rg_greaterthan_0.5,ukb-b-960
ukb-b-10011,rg_greaterthan_0.5,ukb-a-243
ukb-b-10011,rg_greaterthan_0.5,ukb-b-1419
ukb-b-10011,rg_greaterthan_0.5,ukb-b-8301
ukb-b-10011,rg_greaterthan_0.5,ukb-a-172
ukb-b-10011,rg_greaterthan_0.5,ukb-a-16
ukb-b-10011,rg_greaterthan_0.5,ukb-b-223
ukb-b-10011,rg_greaterthan_0.5,ukb-a-227
ukb-b-10011,rg_greaterthan_0.5,ukb-b-17685
ukb-b-10011,rg_greaterthan_0.5,ukb-a-39
ukb-b-10011,rg_greaterthan_0.5,ukb-b-6244
ukb-b-10011,rg_greaterthan_0.5,ukb-a-20
ukb-b-10011,rg_greaterthan_0.5,ukb-d-XVIII_MISCFINDINGS
ukb-b-10011,rg_greaterthan_0.5,ukb-d-XIX_INJURY_POISON
ukb-b-10011,rg_greaterthan_0.5,ukb-d-PULMONARYDG
ukb-b-10011,rg_greaterthan_0.5,ukb-d-COPD_EXCL
ukb-b-10011,rg_greaterthan_0.5,ukb-b-1712
ukb-b-10011,rg_greaterthan_0.5,ukb-a-504
ukb-b-10011,rg_greaterthan_0.5,ukb-d-680_3
ukb-b-10011,rg_greaterthan_0.5,ukb-b-15869
ukb-b-10011,rg_greaterthan_0.5,ukb-a-483
ukb-b-10011,rg_greaterthan_0.5,ukb-a-477
ukb-b-10011,rg_greaterthan_0.5,ukb-b-16207
ukb-b-10011,rg_greaterthan_0.5,ukb-b-12849
ukb-b-10011,rg_greaterthan_0.5,ukb-a-431
ukb-b-10011,rg_greaterthan_0.5,ukb-b-1867
ukb-b-10011,rg_greaterthan_0.5,ukb-b-20214
ukb-b-10011,rg_greaterthan_0.5,ukb-b-9667
ukb-b-10011,rg_greaterthan_0.5,ukb-a-407
ukb-b-10011,rg_greaterthan_0.5,ukb-b-14080
ukb-b-10011,rg_greaterthan_0.5,ukb-b-17729
ukb-b-10011,rg_greaterthan_0.5,ukb-a-398
ukb-b-10011,rg_greaterthan_0.5,ukb-a-387
ukb-b-10011,rg_greaterthan_0.5,ukb-b-5436
ukb-b-10011,rg_greaterthan_0.5,ukb-a-386
ukb-b-10011,rg_greaterthan_0.5,ukb-b-2091
ukb-b-10011,rg_greaterthan_0.5,ukb-b-188
ukb-b-10011,rg_greaterthan_0.5,ukb-b-2830
ukb-b-10011,rg_greaterthan_0.5,ukb-a-372
ukb-b-10011,rg_greaterthan_0.5,ukb-b-1260
ukb-b-10011,rg_greaterthan_0.5,ukb-b-5620
ukb-b-10011,rg_greaterthan_0.5,ukb-b-2618
ukb-b-10011,rg_greaterthan_0.5,ukb-b-10817
ukb-b-10011,rg_greaterthan_0.5,ukb-b-12417
ukb-b-10011,rg_greaterthan_0.5,ukb-b-9942
ukb-b-10011,rg_greaterthan_0.5,ukb-d-22609_2
ukb-b-10011,rg_greaterthan_0.5,ukb-d-22608_2
ukb-b-10011,rg_greaterthan_0.5,ukb-d-22607_1
ukb-b-10011,rg_greaterthan_0.5,ukb-d-22606_2
ukb-b-10011,rg_greaterthan_0.5,ukb-a-251
ukb-b-10011,rg_greaterthan_0.5,ukb-b-6306
ukb-b-10011,rg_greaterthan_0.5,ukb-b-12026
ukb-b-10011,rg_greaterthan_0.5,ukb-b-4256
ukb-b-10011,rg_greaterthan_0.5,ukb-a-243
ukb-b-10011,rg_greaterthan_0.5,ukb-b-1419
ukb-b-10011,rg_greaterthan_0.5,ukb-a-227
ukb-b-10011,rg_greaterthan_0.5,ukb-a-225
ukb-b-10011,rg_greaterthan_0.5,ukb-b-12018
ukb-b-10011,rg_greaterthan_0.5,ukb-a-214
ukb-b-10011,rg_greaterthan_0.5,ukb-b-8301
ukb-b-10011,rg_greaterthan_0.5,ukb-a-172
ukb-b-10011,rg_greaterthan_0.5,ukb-b-5593
ukb-b-10011,rg_greaterthan_0.5,ukb-a-43
ukb-b-10011,rg_greaterthan_0.5,ukb-b-4263
ukb-b-10011,rg_greaterthan_0.5,ukb-a-42
ukb-b-10011,rg_greaterthan_0.5,ukb-b-17685
ukb-b-10011,rg_greaterthan_0.5,ukb-a-39
ukb-b-10011,rg_greaterthan_0.5,ukb-b-6244
ukb-b-10011,rg_greaterthan_0.5,ukb-a-20
ukb-b-10011,rg_greaterthan_0.5,ukb-b-4462
ukb-b-10011,rg_greaterthan_0.5,ukb-a-19
ukb-b-10011,rg_greaterthan_0.5,ukb-a-18
ukb-b-10011,rg_greaterthan_0.5,ukb-b-960
ukb-b-10011,rg_greaterthan_0.5,ukb-a-16
ukb-b-10011,rg_greaterthan_0.5,ukb-b-223
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-XVIII_MISCFINDINGS
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-XI_DIGESTIVE
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-XIX_INJURY_POISON
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-XIV_GENITOURINARY
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-K11_GALLBILPANC
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-XIII_MUSCULOSKELET
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-IX_CIRCULATORY
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-G6_NERPLEX
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-M13_MENISCUSDERANGEMENTS
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-VI_NERVOUS
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-II_NEOPLASM
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-G6_EPIPAROX
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-M13_LOWBACKPAIN
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-ICDMAIN_ANY_ENTRY
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-17885
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-585
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-M13_DORSALGIA
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-I9_IHD
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-582
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-COPD_EXCL
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-581
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-559
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-PULMONARYDG
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-551
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-N39
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-9838
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-473
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-569
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-546
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-18596
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-472
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-680_3
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-545
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-503
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-2002
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-532
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-11461
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-436
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-8468
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-11605
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-4461
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-502
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-401
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-10505
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-477
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-12930
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-433
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-11025
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-409
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-1867
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-476
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-16254
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-20214
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-17805
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-407
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-14080
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-17729
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-398
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-18162
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-11411
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-10387
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-381
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-2053
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-369
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-7926
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-402
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-8196
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-378
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-326
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-15378
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-11749
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-7289
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-475
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-305
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-9937
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-347
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-6445
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-17001
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-296
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-1260
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-41231_1
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-10591
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-295
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-346
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-8463
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-294
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-18335
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-20548_2
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-22606_2
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-20292
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-310
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-309
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-14961
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-20546_3
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-12018
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-214
ukb-d-41215_0,rg_greaterthan_0.5,ukb-d-20544_11
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-13764
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-12841
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-259
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-566
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-251
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-6306
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-223
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-18042
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-6991
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-14486
ukb-d-41215_0,rg_greaterthan_0.5,ukb-a-242
ukb-d-41215_0,rg_greaterthan_0.5,ukb-b-3822
