method,p,q,R2
hadamard,1.0,2.0,0.1971539699184511
hadamard,4.0,2.0,0.1945467148190387
hadamard,2.0,2.0,0.1941763709547149
hadamard,0.25,0.5,0.1922655384568866
hadamard,2.0,0.5,0.1922490705225886
hadamard,0.5,1.0,0.1912272666439423
hadamard,4.0,1.0,0.19072710658685
hadamard,0.5,2.0,0.1905374184008699
hadamard,0.25,1.0,0.1899386587212533
hadamard,1.0,4.0,0.1895393539026857
hadamard,0.25,0.25,0.189454019889273
hadamard,0.25,4.0,0.1893377435768904
hadamard,1.0,1.0,0.1892862119731575
hadamard,0.5,0.5,0.1888164788710646
hadamard,0.25,2.0,0.1888079024284362
hadamard,1.0,0.5,0.1886613894134726
hadamard,2.0,1.0,0.1880017321765174
hadamard,4.0,0.25,0.1878019555090677
hadamard,0.5,4.0,0.1877801283112401
hadamard,4.0,4.0,0.1875836949035551
hadamard,0.5,0.25,0.1873559396088062
hadamard,2.0,4.0,0.1868244811226347
hadamard,2.0,0.25,0.1854934004497952
hadamard,1.0,0.25,0.1836858788426204
hadamard,4.0,0.5,0.1817580074249081
average,1.0,2.0,0.1588395172517345
subtract,1.0,4.0,0.1587334638849004
average,2.0,2.0,0.1577975606466392
average,1.0,0.25,0.1573449550322361
subtract,2.0,0.5,0.1572882150547994
L1,1.0,4.0,0.1572459043580979
subtract,2.0,1.0,0.1566150298508641
average,2.0,0.5,0.1549934567649014
subtract,4.0,0.5,0.1530645013144329
average,1.0,1.0,0.1504007444523564
average,4.0,0.25,0.1496726062477671
L1,2.0,0.5,0.1493474514871294
subtract,1.0,1.0,0.14891795564427
subtract,0.5,2.0,0.1485952200097067
subtract,0.25,0.5,0.1485291095205881
L1,0.5,1.0,0.1482004317801147
subtract,0.5,1.0,0.1473952457041004
L2,2.0,0.5,0.1469963100728522
subtract,2.0,2.0,0.1467636037229075
L2,2.0,1.0,0.1465834833211051
average,0.25,0.5,0.1465638057459802
subtract,4.0,2.0,0.1462485732304815
average,4.0,2.0,0.1462153973153288
L1,2.0,1.0,0.1449842798549451
subtract,0.25,2.0,0.1447818232515518
L1,4.0,2.0,0.144593485073404
L1,2.0,2.0,0.1442206659562805
subtract,2.0,0.25,0.1441830935732611
average,2.0,0.25,0.1440195378136795
L1,0.5,2.0,0.143622006780262
subtract,0.5,0.5,0.1435049433121618
L1,2.0,0.25,0.1435029197994599
L2,1.0,4.0,0.1435021225450815
subtract,0.25,0.25,0.1434549378537304
L2,0.5,1.0,0.1433406343608332
subtract,0.5,0.25,0.1432765929750696
subtract,0.25,4.0,0.1430051826295275
L1,4.0,0.5,0.1429029113866429
average,0.5,0.5,0.1424702546921934
average,1.0,4.0,0.1424680017718805
average,1.0,0.5,0.1422192835069807
average,0.5,1.0,0.1420279527780131
L1,0.5,0.5,0.1414672654971697
L2,4.0,2.0,0.1410087262190783
L1,0.25,2.0,0.1408510110312094
L1,0.25,4.0,0.1406891669300451
subtract,0.25,1.0,0.1404965383034118
L1,0.25,0.25,0.1404537668402424
subtract,2.0,4.0,0.1404386864855931
average,2.0,1.0,0.1404352594137539
L2,0.25,2.0,0.1403879194842078
subtract,0.5,4.0,0.1402162264232701
L1,0.25,1.0,0.14003482782933
subtract,4.0,1.0,0.1398827667333643
L1,0.25,0.5,0.1397629549300156
L2,0.5,2.0,0.1397259284615798
L2,0.25,0.5,0.1396581432915892
L1,4.0,1.0,0.1383059731643465
average,0.5,0.25,0.138168504704412
average,0.25,4.0,0.1378573099397205
L2,4.0,1.0,0.1377613157837429
average,0.5,4.0,0.1377324272980781
L2,0.25,4.0,0.1367261812755371
average,0.25,2.0,0.1365129754496872
L2,0.5,0.5,0.1364944751113692
L2,2.0,0.25,0.1354100420225583
average,0.25,1.0,0.1350259565551526
subtract,4.0,4.0,0.1348428498550071
L2,4.0,0.5,0.1345440395062695
subtract,4.0,0.25,0.1343702664294385
L1,0.5,0.25,0.1343233118023798
average,2.0,4.0,0.1342490122878207
average,4.0,0.5,0.1338783580193824
average,0.25,0.25,0.13366642335172
L1,1.0,0.25,0.1334717351262034
subtract,1.0,0.25,0.1330515822430443
average,0.5,2.0,0.1329993874903926
L2,1.0,0.25,0.1329522058243424
L2,0.25,0.25,0.132301325553151
average,4.0,4.0,0.1321041243509592
L1,1.0,1.0,0.131768524327751
L1,4.0,0.25,0.1316044292583809
L1,4.0,4.0,0.1313853513696842
L2,0.25,1.0,0.1310073534982525
L1,0.5,4.0,0.1308433117247086
L2,2.0,2.0,0.1304548154276481
L2,1.0,1.0,0.128759063553281
L1,2.0,4.0,0.1286048721527273
subtract,1.0,2.0,0.1278797913056125
L2,0.5,0.25,0.1271618754513784
average,4.0,1.0,0.126284692283485
L1,1.0,2.0,0.1259101445430779
L2,0.5,4.0,0.1246539273540391
L2,4.0,0.25,0.1241274658157129
L2,2.0,4.0,0.1223663121007568
L2,4.0,4.0,0.1221660060057778
L2,1.0,2.0,0.1212173056109457
subtract,1.0,0.5,0.1150402752880591
L1,1.0,0.5,0.1051034673072611
L2,1.0,0.5,0.1028344551436934
