method,p,q,R2
subtract,2.0,4.0,0.1749752568736744
subtract,4.0,1.0,0.1696955994552856
average,1.0,0.5,0.1652638840323285
average,2.0,0.25,0.1646121220824157
average,0.25,1.0,0.1640068512905317
average,1.0,1.0,0.1634691790583212
subtract,0.25,0.5,0.1628619054204584
L1,2.0,4.0,0.1623536829152193
average,4.0,0.25,0.1611017622041914
subtract,1.0,2.0,0.1606691677354618
average,0.25,2.0,0.1602067434651918
subtract,0.25,0.25,0.1600604489266148
subtract,4.0,4.0,0.1598771919164782
L1,0.25,0.5,0.1591857998112942
L1,4.0,1.0,0.157428040475999
subtract,4.0,0.5,0.1568423717272831
L1,4.0,0.25,0.1566641046456542
subtract,1.0,0.25,0.1564552765397218
average,0.25,0.5,0.1564518323388093
hadamard,2.0,0.25,0.1562523134615381
L1,0.25,0.25,0.1560479625410462
average,0.25,4.0,0.1560371283354212
subtract,4.0,0.25,0.1557458450259425
subtract,0.5,2.0,0.1556046652064283
L1,1.0,2.0,0.1545369454462229
L1,4.0,0.5,0.1542913220700646
average,4.0,1.0,0.1537226993325715
L2,4.0,0.5,0.153694563826508
L2,2.0,4.0,0.1536882292271829
hadamard,1.0,2.0,0.1535418840541308
average,2.0,4.0,0.1531248527857992
subtract,0.25,1.0,0.1526255356267905
L2,4.0,1.0,0.1520522219835423
average,1.0,2.0,0.1519713006049227
average,4.0,0.5,0.1517881347166144
subtract,2.0,0.25,0.1514246239683108
hadamard,2.0,4.0,0.1513295920900704
L2,0.25,0.5,0.1512695293692556
hadamard,4.0,0.5,0.151118003070226
L2,1.0,2.0,0.1509326287311416
average,0.5,0.5,0.1507061908467581
hadamard,0.25,4.0,0.1507056621623336
subtract,0.5,4.0,0.1503277453020237
subtract,0.25,4.0,0.149889471805794
hadamard,0.25,0.25,0.1495875570107323
hadamard,1.0,0.25,0.1495438688774267
hadamard,1.0,1.0,0.1494860551717794
average,2.0,1.0,0.1494578674501808
average,0.5,2.0,0.1491763990689318
subtract,2.0,1.0,0.1489558088073823
hadamard,0.25,1.0,0.1480235137706326
hadamard,4.0,4.0,0.1477324254621295
hadamard,2.0,2.0,0.1475871589435802
subtract,0.5,0.5,0.1471308733977978
hadamard,4.0,1.0,0.1469795756170071
L1,0.5,2.0,0.1468554219231732
hadamard,2.0,0.5,0.1466824484913301
hadamard,0.5,0.5,0.1466156138160483
hadamard,0.25,0.5,0.1465923674529277
hadamard,0.5,4.0,0.1465908256108035
average,1.0,0.25,0.1460580310176628
L1,0.25,1.0,0.1456339989488309
subtract,1.0,1.0,0.145527313959533
subtract,0.5,1.0,0.1454513547632014
hadamard,4.0,0.25,0.1450842145480227
hadamard,1.0,4.0,0.1448400551752927
hadamard,4.0,2.0,0.1444103897079248
L2,0.5,4.0,0.1443633458767889
L1,0.5,4.0,0.1441353629043998
hadamard,0.5,1.0,0.1439534264938683
average,0.5,4.0,0.1437287210107836
hadamard,2.0,1.0,0.1436300369800948
hadamard,1.0,0.5,0.1435659727582093
L1,0.5,0.5,0.1433851994075127
hadamard,0.25,2.0,0.1432328948223321
average,2.0,2.0,0.1422012232878946
L1,2.0,0.25,0.1421489909188216
hadamard,0.5,2.0,0.1420573305408508
average,4.0,4.0,0.1419698762558918
L1,0.25,4.0,0.1418579664282634
L1,4.0,4.0,0.1413465293809128
L2,4.0,4.0,0.1413214318490288
subtract,1.0,0.5,0.1409684417522825
L2,0.25,4.0,0.1405676623254597
L2,0.25,0.25,0.1404087973529527
L2,1.0,1.0,0.1400964343150152
L2,2.0,0.25,0.1398827733133207
L1,1.0,0.25,0.1398636642088111
L2,4.0,0.25,0.1398123973707024
L1,1.0,1.0,0.139474217660244
average,1.0,4.0,0.1391090605277258
L2,0.25,1.0,0.1367603609513121
L1,2.0,1.0,0.1366401147069592
hadamard,0.5,0.25,0.1363999984685568
L2,1.0,0.25,0.1363270119767089
L2,0.5,0.5,0.1362020956545548
average,0.5,0.25,0.1356110310303047
average,2.0,0.5,0.1343929037109915
subtract,0.25,2.0,0.1331003963324867
subtract,1.0,4.0,0.132524098589328
L1,1.0,0.5,0.1317407059442423
average,4.0,2.0,0.1301363096429889
L2,0.5,2.0,0.1296046285323103
subtract,2.0,2.0,0.1291057815116414
L1,0.5,1.0,0.1286686086143293
L2,1.0,0.5,0.1278315410563237
L2,1.0,4.0,0.1271541596543404
average,0.25,0.25,0.1260079043826766
L1,1.0,4.0,0.1259512811915436
average,0.5,1.0,0.1245973442702569
subtract,0.5,0.25,0.1244462656603651
L1,0.25,2.0,0.1230667614892816
L2,0.5,1.0,0.1222268325568927
L2,2.0,2.0,0.1215530056514899
subtract,2.0,0.5,0.1213327950238305
L1,2.0,2.0,0.1198965515149221
L2,2.0,1.0,0.1195727487066851
L1,0.5,0.25,0.1189868681482123
L1,2.0,0.5,0.1188195030886033
subtract,4.0,2.0,0.1174579374187273
L2,2.0,0.5,0.1174245547970211
L2,0.25,2.0,0.1173013483859863
L1,4.0,2.0,0.113300135942428
L2,4.0,2.0,0.1112077345524139
L2,0.5,0.25,0.109722901947395
