method,p,q,R2
average,0.5,0.5,0.172367666749146
subtract,0.5,0.5,0.168993636661566
average,2.0,0.25,0.1626466930549268
subtract,2.0,0.25,0.162465124590149
L1,2.0,0.25,0.1550250665241969
average,1.0,1.0,0.1549627634683411
subtract,4.0,0.5,0.1533364325700457
L1,4.0,0.5,0.1523666851193434
average,0.5,0.25,0.1514446511614255
subtract,1.0,1.0,0.1501555930716803
L2,2.0,0.25,0.1497967969057927
L1,1.0,1.0,0.1486945245558099
average,0.25,1.0,0.1484664124746114
average,2.0,0.5,0.1484543460340888
average,4.0,0.5,0.1483850287193747
subtract,2.0,1.0,0.1477994345252423
average,2.0,1.0,0.1477409642610484
subtract,2.0,0.5,0.1469530961958323
subtract,0.5,0.25,0.1468545190323135
L1,2.0,1.0,0.1462835031052574
L2,4.0,0.5,0.1453886936556261
average,1.0,0.5,0.1452264197264885
L2,2.0,0.5,0.1446944433458953
average,4.0,0.25,0.1433671360398144
subtract,1.0,0.25,0.1427413294950139
subtract,0.25,1.0,0.1426596352769743
average,1.0,0.25,0.1424378424980972
L1,2.0,0.5,0.1399508669188016
L1,0.5,0.25,0.1381155176948088
subtract,4.0,0.25,0.1371065357417422
L1,0.5,0.5,0.1365485479514481
subtract,1.0,0.5,0.1364578535504601
subtract,0.25,2.0,0.1362119459099644
average,0.25,0.5,0.1357544496834792
L1,1.0,0.25,0.1352801470529342
L2,1.0,1.0,0.1347254698880463
subtract,2.0,2.0,0.1337105377435221
subtract,0.25,0.5,0.1329262420343571
average,0.25,2.0,0.1322567249548898
L1,0.25,1.0,0.1321349993821159
average,2.0,2.0,0.1321349190924599
average,1.0,4.0,0.1310749676379231
L1,4.0,0.25,0.1304251416122471
L1,2.0,2.0,0.1291485261186837
subtract,0.25,4.0,0.1291454801700253
subtract,4.0,2.0,0.128701572281346
average,4.0,2.0,0.1274586068949793
average,0.25,4.0,0.1260553439196039
L2,2.0,1.0,0.1257619073132901
L2,2.0,2.0,0.1254623082014369
L2,0.5,0.5,0.124651971607311
subtract,1.0,4.0,0.123135990073001
L2,0.25,1.0,0.1224986436108508
L2,4.0,0.25,0.1219648306861698
L2,0.5,0.25,0.1208497793401099
average,0.5,2.0,0.1202265746830042
subtract,0.5,2.0,0.1195402479603852
L1,1.0,0.5,0.1195271914786958
L1,4.0,2.0,0.1188152123813113
subtract,0.5,1.0,0.1187108232512264
average,1.0,2.0,0.1186170799062763
L1,0.25,0.5,0.1181993163779101
average,0.5,1.0,0.1179743523753512
L2,1.0,0.25,0.1168901047200117
average,4.0,1.0,0.1167958278660102
L1,0.25,2.0,0.1159498746021205
L1,1.0,4.0,0.115875491176436
subtract,4.0,1.0,0.1153427126731934
L2,1.0,0.5,0.1137795829030571
subtract,1.0,2.0,0.1134237805383256
L1,0.5,1.0,0.1130830952090975
L1,0.5,2.0,0.1126156937265188
L2,0.25,0.5,0.1081288509774507
L2,4.0,2.0,0.1072258596920844
L2,0.5,1.0,0.1062425418655076
L2,4.0,1.0,0.1058826137112344
L2,0.25,2.0,0.1045129982502697
L1,4.0,1.0,0.1043883669040948
L1,0.5,4.0,0.1042754495775954
average,0.5,4.0,0.1040746811704605
subtract,0.5,4.0,0.1033716668178517
L1,1.0,2.0,0.1032481752106755
L1,0.25,4.0,0.1027569515594409
L2,0.5,4.0,0.0969424737673535
L2,1.0,4.0,0.0957388840852457
L2,0.5,2.0,0.0949632613295512
L2,1.0,2.0,0.0944988287911304
L2,0.25,4.0,0.0919680139269742
average,2.0,4.0,0.0713343240567446
subtract,2.0,4.0,0.0646672903328711
L1,2.0,4.0,0.0634669515272452
L2,2.0,4.0,0.0592371421375234
L1,4.0,4.0,0.0532335499259636
L2,4.0,4.0,0.0517367070842738
subtract,4.0,4.0,0.0509212107446177
L2,0.25,0.25,0.0507996274878382
subtract,0.25,0.25,0.0501487930459235
L1,0.25,0.25,0.0497764124556028
average,4.0,4.0,0.0410414670851978
average,0.25,0.25,0.0389729830175032
hadamard,2.0,0.5,0.0323642770296515
hadamard,4.0,0.25,0.0320162055654466
hadamard,1.0,0.25,0.0274300604861522
hadamard,0.5,0.5,0.0268828254033031
hadamard,0.25,1.0,0.0255474309467893
hadamard,1.0,0.5,0.0252496632373856
hadamard,0.5,0.25,0.025029511864212
hadamard,2.0,0.25,0.0242056241789334
hadamard,4.0,4.0,0.0236093125752634
hadamard,4.0,0.5,0.0228826542941823
hadamard,0.5,2.0,0.0223787179292732
hadamard,1.0,1.0,0.0219449931187299
hadamard,2.0,4.0,0.021834451922833
hadamard,4.0,2.0,0.0217163381035968
hadamard,2.0,2.0,0.0208815982688952
hadamard,0.25,0.25,0.0193904268332886
hadamard,2.0,1.0,0.0188231803098029
hadamard,0.25,2.0,0.0185768764368882
hadamard,1.0,4.0,0.0185040453847165
hadamard,4.0,1.0,0.0184243312751113
hadamard,1.0,2.0,0.0182760826281633
hadamard,0.5,4.0,0.0181971776034453
hadamard,0.25,0.5,0.0179506795788283
hadamard,0.5,1.0,0.0167817323790644
hadamard,0.25,4.0,0.0149025956622278
