method,p,q,R2
average,2.0,2.0,0.1946632487063486
subtract,2.0,2.0,0.1767465057014492
subtract,0.25,1.0,0.172357081505739
average,2.0,0.25,0.1682011579839849
average,0.25,1.0,0.1675867394565439
subtract,4.0,1.0,0.1662683217496986
L1,2.0,2.0,0.163032184667856
subtract,0.5,0.25,0.1608842267448272
L1,0.25,1.0,0.1602172806772374
average,0.5,0.25,0.1579427773509621
L1,4.0,1.0,0.154563835186386
average,1.0,0.25,0.1544538660910529
average,4.0,2.0,0.1541030963191954
subtract,0.25,2.0,0.1540331078675059
average,0.25,4.0,0.153804763388899
L1,0.5,0.25,0.1505227964523615
subtract,4.0,4.0,0.1497147885380034
subtract,2.0,0.25,0.1495439425575544
average,0.25,2.0,0.1490448791628903
average,4.0,0.25,0.148862730985554
L2,4.0,1.0,0.1488030435289342
L2,0.5,0.25,0.1474253899680114
L2,0.25,1.0,0.1463067032041601
L1,2.0,0.25,0.1461837827723254
average,4.0,4.0,0.1432891574162617
L2,2.0,2.0,0.1432543840320357
subtract,0.5,1.0,0.1414834651006286
average,4.0,1.0,0.1414764600126763
subtract,4.0,0.25,0.1410098757831333
average,0.5,1.0,0.1387780968123166
average,0.5,0.5,0.1379639720215992
subtract,4.0,2.0,0.137433468742268
L1,4.0,4.0,0.1374236478656028
subtract,2.0,4.0,0.1373942609080181
L2,2.0,0.25,0.1366064989542208
L1,0.25,2.0,0.1356240630890304
subtract,1.0,0.25,0.1345881762007644
subtract,0.5,0.5,0.1343376552888529
average,0.5,2.0,0.1319722278127281
average,1.0,0.5,0.1315137482440558
L2,4.0,4.0,0.1312979882300734
L1,0.5,0.5,0.1296942587495329
subtract,0.25,0.5,0.1284199883524649
L2,0.5,0.5,0.1280899873820338
L1,1.0,0.25,0.1275798906039505
subtract,0.5,2.0,0.126460114087004
L1,0.5,1.0,0.1256959877848146
L1,2.0,4.0,0.1255653532012138
average,0.25,0.5,0.1255601578526221
L1,4.0,0.25,0.1250849262379353
average,1.0,2.0,0.1229124405083097
L1,0.5,2.0,0.122734273173922
L2,0.25,2.0,0.1223862139446232
subtract,4.0,0.5,0.121420556738428
subtract,1.0,0.5,0.1191562699367464
subtract,2.0,0.5,0.1190652046042977
subtract,2.0,1.0,0.119064666481261
L2,0.5,1.0,0.1188367771517066
L2,1.0,0.25,0.1187223844081332
L2,2.0,4.0,0.11811074553297
average,2.0,4.0,0.1177560498903503
subtract,0.25,0.25,0.1175532685384082
L1,2.0,0.5,0.1172938140553472
L1,4.0,0.5,0.1172079665430252
L2,4.0,0.5,0.1164882983831062
L2,0.5,2.0,0.1153484498003162
L2,4.0,0.25,0.1147264717825762
L1,0.25,0.25,0.1142392437115441
L1,1.0,0.5,0.1127922896629345
L1,2.0,1.0,0.1127240001580049
average,4.0,0.5,0.1110162762142537
L2,1.0,0.5,0.1102870772128806
L1,4.0,2.0,0.109410839701909
subtract,1.0,1.0,0.1082875578955311
L2,0.25,0.25,0.1080118864698986
L2,4.0,2.0,0.1078587455051629
L2,2.0,0.5,0.1066309765878237
average,2.0,0.5,0.1061529069481537
subtract,1.0,2.0,0.105419066287615
L2,2.0,1.0,0.1042075871374045
L1,0.25,0.5,0.1028941159663821
subtract,0.25,4.0,0.1004021944486853
average,0.25,0.25,0.1001670699796816
L2,0.25,0.5,0.099771274147033
L1,1.0,1.0,0.0984932785789493
average,2.0,1.0,0.0980923134328193
average,1.0,1.0,0.0973508456518211
L2,1.0,1.0,0.0973210940244404
L2,1.0,2.0,0.092227138789645
L1,1.0,2.0,0.0909166083595802
L1,0.25,4.0,0.0881497612790361
L1,1.0,4.0,0.0819978656670429
subtract,1.0,4.0,0.0809687799128917
L2,1.0,4.0,0.0799128978663036
L2,0.25,4.0,0.0789404215502592
average,1.0,4.0,0.0775025808581804
subtract,0.5,4.0,0.0740330059456869
average,0.5,4.0,0.0734634298266094
L1,0.5,4.0,0.0715084804622691
hadamard,0.25,4.0,0.0714183314941688
L2,0.5,4.0,0.0683684367848208
hadamard,4.0,0.5,0.0683569233511401
hadamard,4.0,4.0,0.0673752188081421
hadamard,1.0,2.0,0.0672278011956393
hadamard,4.0,0.25,0.0670846331868193
hadamard,2.0,4.0,0.0644615660024914
hadamard,0.25,1.0,0.0640387119838842
hadamard,0.5,0.25,0.0639770565648967
hadamard,1.0,1.0,0.0638559200225161
hadamard,0.25,0.5,0.0636941020562705
hadamard,1.0,0.25,0.0636517321565977
hadamard,4.0,2.0,0.0635578682800077
hadamard,0.5,4.0,0.0634822935915717
hadamard,2.0,0.5,0.0631929777431494
hadamard,1.0,4.0,0.0627637325614507
hadamard,0.25,2.0,0.0625683967749338
hadamard,2.0,2.0,0.0613520577915572
hadamard,0.5,0.5,0.0612369879234838
hadamard,4.0,1.0,0.0605555101664145
hadamard,1.0,0.5,0.0600167633876976
hadamard,0.5,2.0,0.0587937333551981
hadamard,0.5,1.0,0.0586616442083491
hadamard,2.0,1.0,0.0583836350604661
hadamard,2.0,0.25,0.0578890942641242
hadamard,0.25,0.25,0.0569720315869172
