method,p,q,R2
hadamard,1.0,1.0,0.1311903328911113
hadamard,1.0,4.0,0.1265813817726941
hadamard,4.0,1.0,0.1246402651421929
subtract,2.0,1.0,0.1232300065588241
hadamard,2.0,1.0,0.1225964256196858
subtract,1.0,4.0,0.1213477754091771
hadamard,0.25,0.25,0.121155892470474
hadamard,4.0,4.0,0.1209439626696994
average,2.0,4.0,0.1208588099896388
hadamard,0.5,0.25,0.1207507775078505
subtract,1.0,2.0,0.1199829663317993
hadamard,2.0,0.25,0.1199687647878545
hadamard,1.0,0.25,0.1198966246643932
hadamard,0.25,4.0,0.1194094199668208
hadamard,4.0,2.0,0.1193413186766682
hadamard,0.5,1.0,0.1192154129637227
hadamard,0.25,1.0,0.119067288044158
L2,0.25,1.0,0.118442467969952
hadamard,1.0,2.0,0.1180698378373438
L2,2.0,1.0,0.1177308844141338
average,4.0,0.25,0.1177109760881583
hadamard,4.0,0.25,0.1173678079929569
average,4.0,1.0,0.1172207351965459
L1,2.0,1.0,0.1169346023305893
L2,1.0,4.0,0.1169265381963845
subtract,0.25,0.5,0.1164186383989233
hadamard,0.5,2.0,0.1162074076364588
L2,1.0,0.25,0.1159472387611465
L1,1.0,4.0,0.1156533116599783
L1,0.25,1.0,0.1149953289784524
hadamard,2.0,2.0,0.1148495687294146
hadamard,0.5,4.0,0.1148467349573004
hadamard,2.0,0.5,0.1146430357999939
hadamard,4.0,0.5,0.1131580964518177
average,1.0,0.25,0.1130486103858193
hadamard,0.25,2.0,0.1124365911911401
L2,4.0,2.0,0.1123685834538098
hadamard,0.25,0.5,0.112290466446371
subtract,0.25,1.0,0.112266651030271
L1,1.0,0.25,0.1117537336003943
subtract,2.0,2.0,0.1117225279189784
L2,0.25,0.5,0.1116647998528113
hadamard,0.5,0.5,0.1116324390668315
L2,1.0,2.0,0.111397238881719
subtract,4.0,2.0,0.1110883629795217
L1,2.0,2.0,0.1110225862893392
subtract,1.0,0.25,0.1104064377019701
subtract,0.25,2.0,0.110395108015103
hadamard,2.0,4.0,0.1096172490359251
L1,1.0,2.0,0.1095855246799248
average,0.25,0.25,0.109303984052012
L1,0.25,2.0,0.1092889577543384
average,4.0,4.0,0.1092459689791852
L1,4.0,2.0,0.1091651884388661
average,0.5,1.0,0.1091514012752937
subtract,1.0,1.0,0.1084018135643234
L2,0.25,2.0,0.1081342129811808
hadamard,1.0,0.5,0.1079723739542002
average,0.5,0.25,0.1075235772189304
subtract,0.5,2.0,0.1070057089504278
L1,1.0,1.0,0.1066823696575929
L2,1.0,1.0,0.1057726263030485
subtract,2.0,0.5,0.1056585889650933
average,1.0,1.0,0.1055896258530562
average,0.5,4.0,0.1053866392784901
average,1.0,0.5,0.1049473911009796
L2,2.0,4.0,0.1049034105139039
average,0.5,0.5,0.1046974008916533
L2,2.0,0.5,0.1046319862919672
L1,0.25,0.5,0.1042505742607857
subtract,0.25,0.25,0.1040673340084651
subtract,2.0,4.0,0.1039692153493446
average,0.5,2.0,0.1039057639514908
L1,2.0,0.5,0.1038628776552269
average,2.0,1.0,0.1031366475509155
L2,0.5,2.0,0.1030498619450948
L2,2.0,2.0,0.1024311650191265
subtract,4.0,1.0,0.10198436461005
average,4.0,2.0,0.1001255165930273
L2,4.0,0.25,0.0998736667520011
average,0.25,4.0,0.0998251237430539
average,0.25,2.0,0.09903473757292
L1,0.5,2.0,0.0988283402502382
average,2.0,0.25,0.0987915133505098
L2,0.5,4.0,0.0984176587583276
L2,0.25,0.25,0.098364694751783
average,0.25,1.0,0.0979736839150112
L1,0.5,4.0,0.0979003195157884
subtract,0.5,4.0,0.0978381577399376
subtract,0.5,0.25,0.0967699488844999
L1,2.0,4.0,0.0967284539726792
L1,4.0,0.25,0.096527316455473
L1,0.5,0.25,0.0963848922686737
L2,0.25,4.0,0.0963763891748844
subtract,4.0,4.0,0.0957662496332489
average,2.0,0.5,0.0950125581407287
L2,0.5,0.25,0.0943034686896174
L1,0.25,0.25,0.0941656725879652
L2,0.5,1.0,0.0939773245029363
average,1.0,4.0,0.0930092462590171
subtract,0.25,4.0,0.0926886638814128
average,4.0,0.5,0.0926144998571403
L2,4.0,4.0,0.0924857649414142
subtract,4.0,0.25,0.0923888963004843
L1,4.0,1.0,0.0918447197253085
average,1.0,2.0,0.0915287857757294
L1,0.25,4.0,0.091341053737216
subtract,4.0,0.5,0.0910956843747211
L2,4.0,0.5,0.0908422326540239
L1,4.0,0.5,0.0900709589724356
L2,4.0,1.0,0.0900545306962391
subtract,1.0,0.5,0.0895667277253687
L1,4.0,4.0,0.0892539285282831
L2,0.5,0.5,0.0886434432666517
average,2.0,2.0,0.0884688157267276
L2,1.0,0.5,0.0865783601914002
L1,0.5,1.0,0.0862555275451533
subtract,2.0,0.25,0.0845452630311537
L1,0.5,0.5,0.0838711268697418
L1,1.0,0.5,0.0834962691287547
subtract,0.5,0.5,0.083348156076901
average,0.25,0.5,0.0825077514244614
subtract,0.5,1.0,0.0818089517635147
L2,2.0,0.25,0.0800860912879953
L1,2.0,0.25,0.0749254836628436
