method,p,q,R2
subtract,2.0,1.0,0.0617918367929321
L2,2.0,1.0,0.0616048879392548
subtract,0.5,2.0,0.0604393714006585
average,4.0,0.5,0.0598809048701606
subtract,4.0,0.5,0.0596835970671939
average,2.0,1.0,0.0596310392727625
subtract,1.0,4.0,0.0592614518110988
average,2.0,4.0,0.0590031165767699
L1,2.0,1.0,0.0583399104322791
subtract,2.0,4.0,0.058262185407989
average,0.5,4.0,0.0580785219902859
average,1.0,0.5,0.0580507209394445
average,4.0,2.0,0.0580277564031505
subtract,2.0,0.5,0.0578602078237656
subtract,1.0,0.25,0.0578455830840375
average,1.0,0.25,0.0576350025186274
average,1.0,1.0,0.0575969593358443
subtract,4.0,1.0,0.0574602156068945
subtract,2.0,0.25,0.0573404049105175
average,4.0,0.25,0.0573263071745061
subtract,1.0,2.0,0.0572788098482364
subtract,4.0,0.25,0.0570010029583849
average,2.0,0.25,0.0568918056490305
average,4.0,1.0,0.0567159044228697
subtract,0.5,4.0,0.0565771266787561
average,0.5,2.0,0.0564222682680904
subtract,0.25,4.0,0.0563831941315299
L1,1.0,4.0,0.0562347697432348
L1,2.0,2.0,0.0560553995494541
L1,1.0,0.25,0.0559811549331092
subtract,2.0,2.0,0.055895929931916
subtract,0.25,2.0,0.0558253577458282
L2,1.0,2.0,0.0554013835981878
L2,2.0,0.5,0.0551191261848483
subtract,4.0,2.0,0.0550206611592225
subtract,1.0,0.5,0.0547742827134174
average,0.25,4.0,0.0545440599203411
L1,2.0,4.0,0.054428511027598
subtract,0.25,1.0,0.0543932768143495
L1,2.0,0.25,0.054346275620583
average,1.0,2.0,0.0542508080372051
subtract,0.5,1.0,0.0541900222081729
average,2.0,2.0,0.0541368428342032
average,0.5,0.25,0.0540532048029731
subtract,4.0,4.0,0.0539463004859654
L1,0.5,2.0,0.0538924690517955
subtract,0.5,0.25,0.053790949642461
subtract,1.0,1.0,0.053618142340328
average,0.5,0.5,0.0535497006956379
L1,2.0,0.5,0.0535463933629976
subtract,0.5,0.5,0.0532439325705
average,1.0,4.0,0.0531789753625421
L2,2.0,4.0,0.0530604153701499
average,2.0,0.5,0.0527790633641335
L1,4.0,0.25,0.052656342628011
L2,4.0,1.0,0.0525571784955916
average,0.5,1.0,0.0521248788255872
L1,4.0,1.0,0.0521014154385964
average,4.0,4.0,0.0518499691520222
L1,0.5,0.5,0.0517870410213496
L1,4.0,4.0,0.0517641139445773
L2,2.0,0.25,0.0514799831051765
L2,4.0,0.5,0.0514748748226725
L1,0.5,0.25,0.051449959526691
subtract,0.25,0.25,0.05142651648896
L1,4.0,0.5,0.0511316817174326
L1,1.0,2.0,0.0509702157620864
L2,0.25,2.0,0.0509327452337675
L2,1.0,0.25,0.0504368485307992
L2,1.0,4.0,0.0502407330995028
L1,4.0,2.0,0.05009194869521
average,0.25,0.25,0.0500149342303098
L2,4.0,2.0,0.0500101517259723
average,0.25,2.0,0.0500057131526088
L2,0.5,0.25,0.0499501035708477
average,0.25,1.0,0.0499251067585136
L2,0.5,0.5,0.0497097101717594
L1,0.5,1.0,0.0496777978822585
L1,0.25,2.0,0.0496448943882764
L2,2.0,2.0,0.0495361935869507
L1,0.25,4.0,0.0495351971708554
L2,4.0,4.0,0.0494466817701099
L2,0.5,2.0,0.0492515879460612
L2,0.5,4.0,0.0492281481913337
L2,4.0,0.25,0.0492107155227353
L1,1.0,1.0,0.0491580216612517
L1,1.0,0.5,0.0487392050917155
L1,0.5,4.0,0.0480230070324674
L2,0.5,1.0,0.047920188823621
L2,0.25,4.0,0.046778726043514
L2,1.0,0.5,0.0457668068759101
subtract,0.25,0.5,0.0455457900296588
L1,0.25,1.0,0.045442141922254
L2,1.0,1.0,0.0447021298864767
L1,0.25,0.25,0.0442363574278515
L2,0.25,0.25,0.0416225991324296
L2,0.25,1.0,0.0411698282267807
average,0.25,0.5,0.041118663997406
L1,0.25,0.5,0.0389813672864135
L2,0.25,0.5,0.0350295691960693
hadamard,0.5,0.5,0.0289870458468496
hadamard,1.0,2.0,0.0284292390745539
hadamard,4.0,0.5,0.0275682014289977
hadamard,1.0,0.5,0.0275138734074236
hadamard,0.5,0.25,0.0271427211333082
hadamard,0.25,0.25,0.0266824789692206
hadamard,4.0,2.0,0.0260831358274353
hadamard,2.0,0.25,0.0260334615274322
hadamard,1.0,1.0,0.0259484680614515
hadamard,0.5,2.0,0.0256718745068547
hadamard,0.25,4.0,0.0255453861745265
hadamard,0.25,2.0,0.0255345552650375
hadamard,0.25,1.0,0.0250302407556796
hadamard,1.0,0.25,0.0249942955037917
hadamard,2.0,0.5,0.0246298982044556
hadamard,4.0,0.25,0.0243161661308496
hadamard,0.5,1.0,0.0243031442861983
hadamard,0.25,0.5,0.0238536504047995
hadamard,4.0,4.0,0.0237056752550709
hadamard,4.0,1.0,0.0234010934210501
hadamard,2.0,4.0,0.0232030788534536
hadamard,1.0,4.0,0.0225906922366539
hadamard,2.0,1.0,0.0223589690201758
hadamard,0.5,4.0,0.0204387973590094
hadamard,2.0,2.0,0.0199217505944073
