method,p,q,R2
L1,0.5,1.0,0.0014608359003410731
L1,0.25,0.5,0.0012520983191629531
L1,0.25,1.0,0.0013632938015580853
average,0.25,1.0,0.0016918398245717725
L1,0.5,4.0,0.0012785377784899632
L1,0.5,2.0,0.0014783960914921401
subtract,0.5,0.25,0.0012539014945182059
L1,0.5,0.25,0.001210317190410315
subtract,0.25,0.5,0.0013891566821182533
L1,0.25,0.25,0.001458660561327818
L1,0.5,0.5,0.0014199010020530256
average,0.25,0.5,0.001451804922707356
subtract,0.5,0.5,0.0014286274610910699
subtract,0.25,4.0,0.001489313748704757
subtract,0.25,0.25,0.0013780726466552373
average,0.25,0.25,0.0013664816464680207
subtract,0.5,2.0,0.0013869876365629752
subtract,0.5,1.0,0.001323267924677074
average,0.5,0.5,0.0013970628002842878
L1,0.25,2.0,0.0012156037989466961
L1,0.25,4.0,0.0016258581209617207
average,0.25,2.0,0.001522478593748322
average,0.5,0.25,0.0012762185619437094
subtract,0.25,2.0,0.0014569162492850118
subtract,0.25,1.0,0.0016089423329542774
average,0.25,4.0,0.0014243729241635306
average,0.5,2.0,0.0013639312499745815
average,0.5,1.0,0.0013029640436947876
average,0.5,4.0,0.0012749480020877169
L2,0.25,0.25,0.0012088493008723944
hadamard,0.25,0.25,0.0028731031772897264
L2,0.5,0.5,0.001386799233585867
L2,0.5,2.0,0.001419460943047901
L2,0.25,2.0,0.0011346676173277226
hadamard,0.5,1.0,0.0036410985419380593
L2,0.5,1.0,0.0013556019779220607
L2,0.25,4.0,0.0014231845292108636
L2,0.25,0.5,0.0012029522231015166
hadamard,0.25,1.0,0.001584634541935026
L2,0.25,1.0,0.0012592163312330484
hadamard,0.25,4.0,0.0034722903546309247
hadamard,0.5,0.25,0.0025613024482201707
hadamard,0.25,0.5,0.0027336129859589775
hadamard,0.5,4.0,0.002386841405938367
L2,0.5,0.25,0.0011455531647370787
hadamard,0.5,0.5,0.0034259736577322286
hadamard,0.5,2.0,0.003263640397977552
hadamard,0.25,2.0,0.002872974973131881
L1,1.0,0.25,0.0013650990411245845
L1,1.0,0.5,0.0016382523498152946
average,1.0,0.25,0.0013313367773810647
subtract,0.5,4.0,0.0012167363279118604
subtract,1.0,0.25,0.0015828075428940824
L1,1.0,1.0,0.0014571676849929327
average,1.0,0.5,0.0013297647605768903
average,1.0,1.0,0.0015162402685989784
subtract,1.0,0.5,0.0014406135412668997
L2,0.5,4.0,0.0012519413657836598
L1,1.0,4.0,0.0009321050131261277
L1,1.0,2.0,0.001238054155680679
subtract,1.0,1.0,0.0014363579197984588
average,1.0,2.0,0.0013434124429765326
hadamard,1.0,0.25,0.003039962897986026
subtract,1.0,2.0,0.001380012791120877
average,2.0,0.25,0.0016235703229273701
average,1.0,4.0,0.0014301513441602465
hadamard,1.0,0.5,0.0024522407679414826
L1,2.0,0.25,0.00160591602049176
subtract,1.0,4.0,0.001181423990818553
L2,1.0,0.25,0.001230451939947197
subtract,2.0,0.25,0.0016676533106718683
L1,2.0,0.5,0.001382331272334003
L2,1.0,0.5,0.0015172081440862906
average,2.0,0.5,0.0014671809800039792
L2,1.0,1.0,0.001316019890516884
subtract,2.0,0.5,0.001356838279932382
hadamard,1.0,1.0,0.0026361518545555684
average,2.0,1.0,0.001242185355852965
L2,1.0,4.0,0.001043702729927376
L1,2.0,1.0,0.001220242340826183
subtract,2.0,1.0,0.0014019445603653535
L2,1.0,2.0,0.0011376132158339436
hadamard,1.0,2.0,0.0030307090213769206
L1,2.0,2.0,0.0011909946890060752
hadamard,1.0,4.0,0.0033488817077488298
subtract,2.0,2.0,0.0014873375349124807
hadamard,2.0,0.25,0.0038301154539088778
L2,2.0,0.25,0.001427311912188478
average,2.0,4.0,0.0011857105898155362
average,2.0,2.0,0.0014604691296755679
L2,2.0,0.5,0.0011533369497308543
hadamard,2.0,0.5,0.002215313949556097
L2,2.0,1.0,0.0011714685198777053
hadamard,2.0,1.0,0.0025642804296701627
L2,2.0,2.0,0.0010630539963920604
subtract,2.0,4.0,0.0013625413386744167
L1,2.0,4.0,0.0012492501872332085
hadamard,2.0,2.0,0.0026940923289716645
average,4.0,0.25,0.0015175599086955094
L1,4.0,0.25,0.0012185425669253291
subtract,4.0,0.25,0.0015616533971488655
average,4.0,0.5,0.001399664631773767
L1,4.0,0.5,0.0010839120353915987
L1,4.0,1.0,0.0014838750019289249
hadamard,2.0,4.0,0.003606249830966357
L2,4.0,0.25,0.0012422626482061494
average,4.0,1.0,0.0015035226440884841
subtract,4.0,0.5,0.0013623393148539664
L2,2.0,4.0,0.001209551341969095
L1,4.0,2.0,0.0015264307990023873
subtract,4.0,1.0,0.0014109141864587782
average,4.0,2.0,0.001321339142949629
hadamard,4.0,0.25,0.0026902748924759745
subtract,4.0,2.0,0.0013068670220025558
L1,4.0,4.0,0.001479501495379676
L2,4.0,0.5,0.001245776754180583
average,4.0,4.0,0.0015160188801255359
hadamard,4.0,0.5,0.0028361280575681658
hadamard,4.0,1.0,0.0022810536329490594
L2,4.0,1.0,0.001429236957192992
subtract,4.0,4.0,0.0015589289613129331
L2,4.0,2.0,0.0014202324455535598
hadamard,4.0,2.0,0.0018988622672669875
L2,4.0,4.0,0.001393348533109684
hadamard,4.0,4.0,0.0032870020079313056
