method,p,q,R2
hadamard,0.5,4.0,0.3223333454328519
hadamard,1.0,0.5,0.3223028091885384
hadamard,2.0,4.0,0.3193044720920287
hadamard,4.0,0.25,0.3190572375385754
hadamard,2.0,0.25,0.3186363392057433
hadamard,0.25,0.25,0.3183215037833151
hadamard,0.5,0.25,0.3174304224592359
hadamard,0.5,2.0,0.3168594347833428
hadamard,1.0,2.0,0.3166092811702209
hadamard,1.0,1.0,0.3158287421254369
hadamard,0.5,1.0,0.3156544931723648
hadamard,1.0,0.25,0.3151816199255575
hadamard,0.25,0.5,0.3146790304090832
hadamard,0.25,1.0,0.3145546446192314
hadamard,4.0,0.5,0.3142545286822549
hadamard,4.0,4.0,0.3140670026926386
hadamard,2.0,2.0,0.3134407772599877
hadamard,2.0,0.5,0.3129010548094102
hadamard,1.0,4.0,0.3125153856403476
hadamard,4.0,1.0,0.3123399178323286
hadamard,0.25,2.0,0.3123076175340414
hadamard,0.5,0.5,0.3122714867427328
hadamard,4.0,2.0,0.3120358669746936
hadamard,2.0,1.0,0.3085338795172864
hadamard,0.25,4.0,0.3073599721477525
subtract,1.0,1.0,0.2676874738590012
average,1.0,4.0,0.2600002158978168
average,0.25,0.5,0.2553861753851448
subtract,4.0,4.0,0.2513404259294937
subtract,0.5,0.25,0.2507035703342836
subtract,4.0,0.25,0.2499932174425467
subtract,0.5,0.5,0.249367479546561
average,0.5,4.0,0.2484361432645131
L1,4.0,0.25,0.2484037646756614
L1,1.0,1.0,0.2469665897318008
L2,4.0,0.25,0.2466945793868126
subtract,4.0,0.5,0.2451736190168426
subtract,0.25,4.0,0.2449320992910302
L1,0.5,0.25,0.2443957310670932
subtract,4.0,2.0,0.2442625603271425
L1,0.5,0.5,0.2433177035672432
average,0.5,1.0,0.2428723901910255
average,2.0,1.0,0.2421621660329583
average,1.0,0.5,0.2415577944749196
L2,2.0,4.0,0.2415137881275486
average,2.0,0.5,0.2413775138199916
subtract,1.0,0.5,0.2406915537304791
L2,4.0,2.0,0.2403686771644481
average,2.0,2.0,0.2400622032718847
L1,4.0,2.0,0.2398048471189798
L1,4.0,0.5,0.2395989958674399
L2,0.5,0.5,0.239351299613072
L2,0.5,0.25,0.2392733943530055
subtract,0.5,2.0,0.238526393209512
average,0.25,1.0,0.2372502762825633
L1,0.5,2.0,0.2370722497323735
average,1.0,2.0,0.2370380797594189
average,4.0,0.5,0.2355883669101265
subtract,2.0,4.0,0.2353802055662731
L2,1.0,0.5,0.2353348795936157
subtract,4.0,1.0,0.2348803459245791
L1,2.0,4.0,0.2348631637085785
L1,0.25,4.0,0.2347859328646514
L2,0.5,4.0,0.2345031479476801
L1,1.0,0.5,0.2337745769493496
average,4.0,1.0,0.2333640418001834
subtract,1.0,2.0,0.2329762636812766
average,0.25,0.25,0.2327990154986206
average,1.0,0.25,0.2323002868602008
subtract,0.5,1.0,0.2320011518457793
average,4.0,2.0,0.2314332739762448
subtract,2.0,0.5,0.2308818868160147
subtract,2.0,0.25,0.2306696852104988
subtract,0.5,4.0,0.2297882807406555
L2,1.0,1.0,0.2296232456091015
L2,0.5,2.0,0.2288839390253872
L1,0.5,4.0,0.228080637246718
subtract,0.25,1.0,0.2279793079619076
average,0.5,0.5,0.2279700305456323
L1,4.0,4.0,0.2267441610508181
subtract,2.0,2.0,0.226650741648377
L1,2.0,0.25,0.2264961467961759
L1,0.25,0.25,0.2262578043767354
average,0.5,2.0,0.2259668181130782
L1,1.0,2.0,0.225665319496142
average,0.25,4.0,0.2254305768292539
average,2.0,0.25,0.2254029995764014
L2,2.0,2.0,0.225180113421095
average,2.0,4.0,0.2251647601325271
subtract,0.25,0.25,0.2246377594519111
L2,1.0,2.0,0.2233482761801624
L1,4.0,1.0,0.222950306954145
L2,4.0,4.0,0.2225140766412081
average,1.0,1.0,0.2221799578441401
L2,4.0,0.5,0.2221409731291426
L1,2.0,2.0,0.2213882691693005
subtract,2.0,1.0,0.2205379316058071
L2,0.25,4.0,0.2197802365014753
average,4.0,0.25,0.2191964953698482
L2,4.0,1.0,0.2188667757099314
L1,1.0,4.0,0.2166770492351067
L2,0.25,0.25,0.2163681794110172
average,0.25,2.0,0.2161480545976056
L2,2.0,0.25,0.2156445506470394
L1,2.0,1.0,0.2127711996241712
subtract,0.25,0.5,0.2115275829593652
subtract,1.0,4.0,0.2110533392015926
subtract,0.25,2.0,0.2108302619617711
average,4.0,4.0,0.2104278363025866
L1,2.0,0.5,0.2101953559419614
L2,1.0,4.0,0.2079702729231506
L1,0.5,1.0,0.2077039736691404
subtract,1.0,0.25,0.2069903364395999
L2,2.0,1.0,0.2060891668932211
L2,0.25,1.0,0.2048128738084221
L1,0.25,1.0,0.2027912451872252
average,0.5,0.25,0.2009490134834586
L1,0.25,2.0,0.1997842032476604
L2,2.0,0.5,0.1981222813367349
L1,1.0,0.25,0.1931888769937062
L2,0.5,1.0,0.1931603165536063
L2,0.25,2.0,0.1928497612725607
L2,0.25,0.5,0.191779803263643
L1,0.25,0.5,0.1908725902213476
L2,1.0,0.25,0.1853486864230226
