method,p,q,R2
hadamard,4.0,1.0,0.2706518491803554
hadamard,0.5,4.0,0.2700259242195822
hadamard,1.0,1.0,0.2699208158483801
hadamard,2.0,2.0,0.2695676227150823
hadamard,0.5,0.25,0.2693574075079959
hadamard,4.0,4.0,0.2693399533857371
hadamard,0.5,0.5,0.2681528926005144
hadamard,4.0,0.25,0.2670717907562386
hadamard,0.5,1.0,0.2660638621371644
hadamard,0.25,4.0,0.2653532061921481
hadamard,4.0,0.5,0.2651422848839496
hadamard,2.0,0.5,0.2649888649546742
hadamard,1.0,0.25,0.2648965846140056
hadamard,2.0,4.0,0.2647699121869061
hadamard,0.25,1.0,0.2616940036755129
hadamard,0.25,0.25,0.2616042948137898
hadamard,1.0,2.0,0.2615715050724835
hadamard,2.0,0.25,0.2614604968545559
hadamard,2.0,1.0,0.2614432690205044
hadamard,0.25,2.0,0.2603269415431739
hadamard,1.0,0.5,0.2595332915196965
hadamard,4.0,2.0,0.257976935002381
hadamard,0.25,0.5,0.2575739872669714
hadamard,0.5,2.0,0.2558241649804434
hadamard,1.0,4.0,0.2505786227361257
average,2.0,2.0,0.2167064146502739
average,4.0,0.25,0.2091442686678131
subtract,4.0,1.0,0.2081062201367101
subtract,2.0,4.0,0.2063360092353492
average,0.25,1.0,0.2052101937328242
subtract,0.25,0.5,0.205178943656109
subtract,2.0,1.0,0.2043687070055265
average,4.0,1.0,0.2042683634573574
average,0.5,0.25,0.202256986850786
subtract,0.5,4.0,0.2017243395871678
L1,0.25,0.5,0.2010356755175186
average,4.0,2.0,0.1996429908108677
L1,2.0,4.0,0.1994003590299334
average,1.0,1.0,0.1986037321591942
L1,4.0,1.0,0.1975961255259651
L1,2.0,1.0,0.1975154874560936
L1,0.5,4.0,0.1958109346873203
subtract,2.0,0.25,0.1949671353468989
L2,0.5,4.0,0.1936722402117278
subtract,0.5,1.0,0.193158810071118
subtract,1.0,4.0,0.1928951706599376
average,2.0,1.0,0.1927748428210421
average,1.0,4.0,0.1925636652766454
average,1.0,0.25,0.19245151943131
subtract,4.0,4.0,0.1915579675233084
L1,4.0,4.0,0.1912328424430618
L2,2.0,1.0,0.1912202971572055
average,4.0,4.0,0.1909080561352789
average,0.5,2.0,0.1905149674384597
subtract,0.5,0.5,0.190432775857515
L2,2.0,2.0,0.1896248134312738
subtract,0.25,1.0,0.1896151509418366
L2,4.0,1.0,0.1891668736647042
L1,1.0,0.25,0.1886547213945508
subtract,2.0,0.5,0.1885991839533278
L1,0.5,0.25,0.1883383711452557
average,0.25,0.25,0.1882348077892824
subtract,1.0,0.25,0.1881716407260599
average,0.5,0.5,0.1881693028245212
average,1.0,0.5,0.188102032128919
L2,0.25,0.5,0.1880974704212502
average,2.0,0.25,0.1878326982289684
subtract,0.5,2.0,0.1871909940772862
L1,2.0,2.0,0.1871640406626419
subtract,2.0,2.0,0.1868096649593541
L1,2.0,0.25,0.1865588867192184
subtract,1.0,1.0,0.1864894761372419
L2,2.0,4.0,0.1864122067670126
L2,4.0,4.0,0.1863528467585277
L2,1.0,0.25,0.1861981601711153
average,0.25,0.5,0.186174372570294
L1,2.0,0.5,0.1860961315060481
L1,1.0,4.0,0.1858321966086177
subtract,0.5,0.25,0.1857305100819857
L1,0.25,1.0,0.1851747472947871
average,0.25,4.0,0.1851638584408047
subtract,0.25,2.0,0.1848452450784723
L2,2.0,0.25,0.1847654609618277
average,4.0,0.5,0.1843443566510993
average,2.0,4.0,0.1839493238970631
subtract,4.0,0.5,0.1835334145898539
average,1.0,2.0,0.1833907823799423
L2,0.5,0.25,0.1826234401295945
L1,0.25,2.0,0.1821853788425405
subtract,0.25,0.25,0.1819793726194982
subtract,0.25,4.0,0.181891979577902
average,2.0,0.5,0.1812032888451314
average,0.5,4.0,0.1808994108782824
L1,0.5,0.5,0.1799567483285626
L2,0.25,1.0,0.1797541708160616
average,0.5,1.0,0.1792320033833409
L2,2.0,0.5,0.1789916851562641
L1,0.5,2.0,0.1788743263087109
subtract,1.0,0.5,0.1783910048872906
L1,0.5,1.0,0.178317477395995
L1,0.25,4.0,0.1761480340854566
L1,1.0,0.5,0.1759446685731573
L1,4.0,0.25,0.1753223887577437
L2,4.0,0.25,0.1746099486899917
L1,0.25,0.25,0.1739893643491963
L2,0.5,1.0,0.1729491345658789
L2,1.0,4.0,0.1725669677827301
L2,0.5,0.5,0.1717640468732735
subtract,4.0,0.25,0.1714159183601267
L2,1.0,0.5,0.1713150507122715
L2,0.25,4.0,0.1708452438381719
subtract,4.0,2.0,0.1706009051207866
L1,4.0,0.5,0.1703355602045575
average,0.25,2.0,0.1687735513557062
L2,0.25,2.0,0.1685041422396258
L2,1.0,2.0,0.1683353056105052
subtract,1.0,2.0,0.167844139876902
L1,1.0,1.0,0.1665923797124366
L1,1.0,2.0,0.166064938895776
L2,0.5,2.0,0.1660277778552862
L1,4.0,2.0,0.1657610102673495
L2,4.0,0.5,0.163678716576208
L2,1.0,1.0,0.1636645360711642
L2,0.25,0.25,0.1611859204141513
L2,4.0,2.0,0.1609642334679883
