method,p,q,R2
average,4.0,0.25,0.17625613665431
subtract,0.25,1.0,0.1678095663023852
average,4.0,2.0,0.1660347649965582
average,0.5,0.5,0.1658762111155551
subtract,2.0,2.0,0.1645597613983747
subtract,1.0,0.25,0.1640413717014873
L2,0.5,4.0,0.1615577696911633
average,2.0,0.5,0.1606050149965395
subtract,0.5,4.0,0.1593760802756558
L1,0.5,4.0,0.1583952000738019
average,0.25,1.0,0.157913467668055
L1,0.25,1.0,0.1553886244335361
subtract,2.0,4.0,0.1547867684511875
subtract,4.0,0.25,0.1544845458044715
average,4.0,0.5,0.1543900586143727
subtract,0.5,2.0,0.1541334370429298
average,0.25,2.0,0.1536482044120608
average,0.25,0.25,0.1518794925286603
L1,0.5,2.0,0.1515770094620593
L2,0.5,2.0,0.1512436931238194
subtract,0.5,0.5,0.1511310424245258
L1,2.0,2.0,0.1511122961150676
subtract,4.0,0.5,0.1509285739294286
L1,1.0,0.25,0.1504261199159087
average,1.0,2.0,0.150300961543386
subtract,2.0,0.5,0.1496569900614753
average,0.25,0.5,0.1476983810855962
average,0.5,1.0,0.1476340005916894
L2,0.25,1.0,0.1475550128216093
average,1.0,0.25,0.1469736836443353
L1,4.0,0.5,0.1465079385006913
subtract,1.0,4.0,0.1456573366633164
subtract,0.25,0.25,0.1452560705509524
subtract,0.5,1.0,0.1452286959103031
L2,2.0,2.0,0.1449528902844241
L1,1.0,4.0,0.1435512808000362
subtract,1.0,1.0,0.1434467536603451
L1,1.0,1.0,0.1432498784479426
L1,4.0,0.25,0.1429704377248896
average,2.0,4.0,0.142903875470746
L2,4.0,0.5,0.1428834515025263
subtract,2.0,0.25,0.1425102465600989
L2,2.0,0.5,0.142385496732883
L1,2.0,0.5,0.1423517322131775
L2,1.0,0.25,0.1422131740954001
L2,1.0,4.0,0.1418270655707745
L1,0.5,0.5,0.1410577813620441
L1,2.0,4.0,0.1409902875597825
average,2.0,0.25,0.1403984746705591
average,0.5,4.0,0.1396790042034763
L2,2.0,0.25,0.1395891591478505
average,0.25,4.0,0.1390079363442474
L1,0.5,1.0,0.1389003247528611
average,1.0,0.5,0.1381957397537979
L1,0.25,0.5,0.1371237537806502
subtract,4.0,4.0,0.1371130462842115
L2,2.0,4.0,0.1363325169506519
subtract,0.25,0.5,0.1361383546397652
L1,2.0,0.25,0.1359608140148799
L2,1.0,1.0,0.1359196776796356
L2,0.25,0.5,0.1356630118083049
L2,4.0,0.25,0.1353154871708582
hadamard,1.0,1.0,0.1345918535131125
average,4.0,4.0,0.1340943820867771
L1,4.0,4.0,0.1325481673911018
L1,0.25,0.25,0.1322496074328458
subtract,0.5,0.25,0.1320428686512675
hadamard,0.25,4.0,0.1319739376701644
hadamard,1.0,0.25,0.1303848589978038
L2,0.5,0.5,0.1300555123289518
hadamard,0.5,4.0,0.1296505764418477
L2,0.5,1.0,0.1289580318803547
hadamard,0.25,0.5,0.1286783425787996
hadamard,0.25,1.0,0.1285309970402376
average,0.5,2.0,0.1283529782745732
hadamard,4.0,2.0,0.1282694218779425
hadamard,0.5,2.0,0.1282120438503894
average,0.5,0.25,0.1280143504375789
hadamard,0.5,0.25,0.1276782829189024
hadamard,2.0,1.0,0.1274166115634049
hadamard,2.0,2.0,0.1257290484013052
L2,0.25,0.25,0.1252753392903398
average,2.0,1.0,0.1248358206643426
L2,4.0,4.0,0.1244116472159444
average,1.0,1.0,0.1243751342686332
hadamard,2.0,0.25,0.124159321733679
subtract,0.25,2.0,0.1233992066879461
hadamard,0.5,0.5,0.1232617105741011
hadamard,4.0,1.0,0.1231692102008217
hadamard,0.5,1.0,0.1231374077962833
L1,4.0,1.0,0.1230585247477782
hadamard,4.0,0.25,0.1226951546164262
hadamard,0.25,2.0,0.1226595968156893
hadamard,0.25,0.25,0.1223257223493725
L2,4.0,1.0,0.1222972860653521
subtract,4.0,1.0,0.121547290058888
hadamard,4.0,0.5,0.1214231679348549
subtract,0.25,4.0,0.1210109214540816
hadamard,2.0,0.5,0.1209593844769106
L1,0.5,0.25,0.1200306597029271
subtract,2.0,1.0,0.1199568896027837
hadamard,1.0,0.5,0.1196236297999465
average,1.0,4.0,0.119318121951532
hadamard,2.0,4.0,0.118557390858522
hadamard,1.0,4.0,0.1175285102994793
L2,0.25,4.0,0.1166559349788113
L1,0.25,4.0,0.1157982872052209
hadamard,4.0,4.0,0.1155215678058079
L2,2.0,1.0,0.1133076567838551
L2,0.5,0.25,0.1130088338592902
L1,2.0,1.0,0.112958994857211
hadamard,1.0,2.0,0.1124485873124648
average,2.0,2.0,0.1085825352367572
L1,0.25,2.0,0.1068494441589722
average,4.0,1.0,0.1067863800970426
L2,0.25,2.0,0.1064883560433924
subtract,1.0,0.5,0.1042170562201559
L1,1.0,0.5,0.1036159599120156
L2,1.0,0.5,0.1013406724250204
L2,4.0,2.0,0.0966281662952283
subtract,4.0,2.0,0.0963401671167489
L1,4.0,2.0,0.0961153289600422
subtract,1.0,2.0,0.0844157152758759
L1,1.0,2.0,0.0807441513390595
L2,1.0,2.0,0.0785255359434132
