method,p,q,R2
hadamard,4.0,0.5,0.078818141323001
hadamard,0.5,4.0,0.0713992983019656
hadamard,0.5,2.0,0.0713505946700036
hadamard,0.5,0.25,0.070873915467845
hadamard,4.0,2.0,0.0707818589833141
hadamard,0.25,0.25,0.0704574288310304
hadamard,0.25,1.0,0.0698343548613769
hadamard,0.25,0.5,0.0697438723076691
hadamard,2.0,0.25,0.0691824564573714
hadamard,0.25,2.0,0.0682488342240218
hadamard,1.0,0.25,0.0680578156056244
hadamard,0.5,0.5,0.0671822325988608
hadamard,2.0,0.5,0.067156725561029
hadamard,1.0,2.0,0.0670168256164872
L2,0.25,0.5,0.0669781931130859
hadamard,0.25,4.0,0.0661137734554352
hadamard,4.0,4.0,0.0659164384520027
hadamard,2.0,2.0,0.0656859070990095
hadamard,4.0,0.25,0.0654910853432407
hadamard,1.0,1.0,0.0651851836178235
hadamard,1.0,0.5,0.0644526114724722
hadamard,4.0,1.0,0.0633990388854388
hadamard,0.5,1.0,0.0632047085678946
hadamard,2.0,1.0,0.0627599072455279
L2,0.25,0.25,0.060821935252083
hadamard,2.0,4.0,0.0608147934779738
subtract,0.25,0.5,0.0600692172529935
average,0.25,0.25,0.0600377038837252
hadamard,1.0,4.0,0.0595394780048584
average,2.0,2.0,0.0593674536579579
L1,0.25,0.5,0.0588554578584112
L2,4.0,0.5,0.0579228254341164
average,1.0,0.5,0.0577182764903552
L2,0.25,1.0,0.0568379779097373
subtract,0.25,0.25,0.0568008070973433
L2,1.0,4.0,0.0567714815934029
average,1.0,1.0,0.0567671521589614
average,4.0,4.0,0.0567625031092018
L2,4.0,2.0,0.0565496943547965
subtract,0.5,4.0,0.0564456548346991
L2,0.5,0.25,0.0562125746560018
average,2.0,0.5,0.0559512135617287
L2,0.5,4.0,0.0557044127763581
subtract,4.0,0.25,0.0556237347151614
subtract,4.0,2.0,0.055446723651803
subtract,4.0,0.5,0.0553172735264128
subtract,0.5,0.25,0.0551627253963381
average,4.0,0.5,0.0551573778451852
L2,4.0,1.0,0.054892345042701
average,0.5,4.0,0.0547416532819746
average,4.0,2.0,0.0546487722821183
L1,0.25,1.0,0.0546236522980442
subtract,2.0,0.5,0.0541950408721699
L1,0.5,4.0,0.0541372354311857
subtract,1.0,4.0,0.0536964352161969
L1,0.5,0.25,0.0536303329412202
subtract,1.0,0.25,0.0533844345972371
subtract,0.25,1.0,0.0532633691972319
L1,4.0,1.0,0.0525848100481514
L1,0.5,2.0,0.0525666135411417
L1,0.25,0.25,0.0525550155937556
L2,0.25,4.0,0.0525487112623443
L1,1.0,4.0,0.0522734856829378
subtract,4.0,1.0,0.0521536482696429
L1,4.0,0.5,0.0520247096285708
L1,4.0,2.0,0.0519847250547756
L2,1.0,0.25,0.0518617418465739
subtract,2.0,2.0,0.0517603704151815
L2,2.0,0.25,0.0517473016966076
average,0.5,0.5,0.051568464441146
L2,1.0,2.0,0.051565870615807
L1,1.0,0.25,0.0514978753668948
average,1.0,0.25,0.051431224387253
L1,0.5,0.5,0.0514159727941854
average,0.5,0.25,0.0513062731049231
subtract,1.0,2.0,0.0511477402548692
L1,1.0,2.0,0.0511267615162572
L2,4.0,0.25,0.0510604608978603
subtract,0.5,2.0,0.0510028590886695
L1,2.0,0.5,0.0509318617818312
L1,0.25,4.0,0.0507724450591817
L2,0.5,2.0,0.0506425569910736
average,0.25,2.0,0.05048702298254
average,0.25,1.0,0.0502322446167123
subtract,0.25,4.0,0.0499686472735366
L2,2.0,0.5,0.0498623602299155
average,0.25,4.0,0.0497852680816994
L2,4.0,4.0,0.049715997699148
L1,2.0,2.0,0.0493293345601891
L2,2.0,2.0,0.0492663364628136
subtract,1.0,1.0,0.0492314489368433
L1,0.5,1.0,0.0491408258880731
subtract,0.25,2.0,0.0490002714002106
L1,2.0,0.25,0.0486858985181258
L1,4.0,0.25,0.0483683922456797
average,1.0,4.0,0.0483090121315161
average,0.25,0.5,0.048284737670194
subtract,0.5,0.5,0.0478976523336389
L2,0.5,1.0,0.0476147731806713
average,1.0,2.0,0.0474731267476068
L1,4.0,4.0,0.0471993668836695
subtract,1.0,0.5,0.0470022642620238
subtract,4.0,4.0,0.046755443971964
L1,1.0,0.5,0.0465851285133085
L2,1.0,1.0,0.045759017106592
L2,0.5,0.5,0.0457078409827781
average,0.5,1.0,0.0453535836296612
L1,2.0,4.0,0.0451205669541737
L2,1.0,0.5,0.0450222422060972
subtract,2.0,4.0,0.0443740154761292
subtract,2.0,0.25,0.0443075695448823
subtract,0.5,1.0,0.0436487326518719
L2,0.25,2.0,0.0436235618108452
average,2.0,1.0,0.0434515272942207
L1,1.0,1.0,0.0434046926682091
L1,0.25,2.0,0.0433804093096868
L2,2.0,4.0,0.0430337099027531
average,2.0,4.0,0.0426505889440315
average,0.5,2.0,0.0418308417162538
average,4.0,1.0,0.0418154493565083
average,4.0,0.25,0.0415636354047248
subtract,2.0,1.0,0.0402996923316884
L2,2.0,1.0,0.0401846449448966
average,2.0,0.25,0.0386274468181316
L1,2.0,1.0,0.0348595216799366
