method,p,q,R2
hadamard,0.25,4.0,0.29948945066787613
hadamard,2.0,1.0,0.29478699858528856
hadamard,0.25,2.0,0.2937774135269856
average,0.25,1.0,0.292941937017139
hadamard,0.5,4.0,0.2925384265942872
hadamard,2.0,2.0,0.2918812322795382
hadamard,0.5,0.25,0.2913196857404662
hadamard,4.0,0.5,0.29098823399973195
hadamard,4.0,4.0,0.2904870511916079
hadamard,2.0,0.25,0.2904571757939315
hadamard,0.25,1.0,0.2888165095160339
hadamard,1.0,4.0,0.2874574571616294
average,2.0,1.0,0.2869224971262543
hadamard,4.0,0.25,0.28607149081744243
hadamard,0.25,0.25,0.2850812547553858
L2,0.25,4.0,0.28456662477795247
hadamard,4.0,1.0,0.2839628002078117
subtract,0.25,4.0,0.2836701266321404
hadamard,0.5,1.0,0.2830463457020781
hadamard,1.0,0.5,0.28184960066172393
hadamard,1.0,0.25,0.2817211390051534
average,1.0,4.0,0.28159833756335806
hadamard,2.0,4.0,0.2813862523996081
hadamard,0.5,2.0,0.28008228350201336
subtract,0.25,0.25,0.2799304067897709
hadamard,0.5,0.5,0.2798730378780506
subtract,0.5,4.0,0.2792214804024562
hadamard,4.0,2.0,0.2792039012694332
L1,0.25,4.0,0.27851106406335036
L1,0.25,0.25,0.27742844835142777
subtract,0.25,2.0,0.2773314918189512
subtract,0.5,1.0,0.2773248588138181
hadamard,0.25,0.5,0.27727989303414424
average,0.5,0.25,0.27723613786013823
L1,0.5,4.0,0.27714754214792303
hadamard,2.0,0.5,0.27693840007580495
subtract,2.0,0.25,0.27576353780675034
subtract,0.5,2.0,0.27427346678401554
hadamard,1.0,1.0,0.273592828894766
subtract,4.0,1.0,0.2734847123164801
hadamard,1.0,2.0,0.2719283811312938
L2,0.5,4.0,0.2714723637589376
average,4.0,2.0,0.2708180274227734
L1,0.5,2.0,0.27056589340057124
subtract,4.0,0.5,0.27022745268860515
average,4.0,0.25,0.26969514439535525
subtract,2.0,2.0,0.26847391466905657
L2,0.25,0.25,0.2680275547017138
average,4.0,4.0,0.2674768367172933
L2,0.25,2.0,0.26713096346099074
subtract,4.0,0.25,0.26644321526136416
subtract,4.0,2.0,0.2663621157046815
subtract,1.0,0.5,0.2663495752308628
L1,0.5,1.0,0.26545262673611747
L2,2.0,2.0,0.2653277220848572
L1,1.0,0.5,0.26515142955560744
L1,4.0,0.25,0.2650496186179916
average,1.0,0.25,0.2646316043274035
L2,0.5,1.0,0.2644179369327706
L2,1.0,0.5,0.26416526232185833
L1,4.0,0.5,0.2641498722543345
L1,4.0,1.0,0.26363300758695996
L1,2.0,2.0,0.26356108298680336
subtract,0.25,0.5,0.26345501027375795
L1,0.25,2.0,0.262865289535938
average,1.0,2.0,0.2616714212285993
average,0.5,0.5,0.26158851454786025
L2,0.5,2.0,0.2608600427919393
subtract,2.0,4.0,0.2607660873156885
subtract,2.0,0.5,0.2604549819277223
L2,4.0,2.0,0.2603479296097969
L1,4.0,2.0,0.2597857444755509
L1,2.0,0.25,0.25934672754650956
average,2.0,0.5,0.25914129950601994
average,0.5,4.0,0.2588919211780235
L1,2.0,0.5,0.25864442188714676
subtract,1.0,1.0,0.25837238338260393
subtract,4.0,4.0,0.25813569447465856
average,0.25,2.0,0.2574962009059212
average,2.0,4.0,0.25711015682617
average,4.0,1.0,0.2568417729105741
average,0.5,2.0,0.25683513598376106
L2,2.0,0.25,0.25678874455901424
average,1.0,1.0,0.2565392752504395
L2,4.0,1.0,0.2556794323078361
subtract,1.0,4.0,0.2556602293038902
L1,0.25,0.5,0.25565247335518926
L2,4.0,0.5,0.2546370003342463
average,4.0,0.5,0.2544568173024907
average,0.5,1.0,0.2536003513895224
average,2.0,2.0,0.25224978273043064
average,1.0,0.5,0.2521308503957621
L1,1.0,4.0,0.2510225336360794
subtract,1.0,0.25,0.2506843295558224
L2,4.0,0.25,0.2506388535794284
average,0.25,0.5,0.2500850899106847
L1,2.0,4.0,0.2494185214804251
L2,2.0,0.5,0.2492963871585765
subtract,0.25,1.0,0.24862389478274638
L1,4.0,4.0,0.24852964231165176
L1,0.25,1.0,0.247764118454604
L2,0.25,1.0,0.24665599475292765
L1,1.0,0.25,0.246624165210643
L2,0.25,0.5,0.24580421956248444
L2,1.0,0.25,0.24564998567221785
L1,1.0,1.0,0.2439530005057038
L2,1.0,4.0,0.24390705787178935
subtract,0.5,0.25,0.2427857171329294
average,0.25,0.25,0.24260653224377182
L2,2.0,1.0,0.2425312194953788
L1,2.0,1.0,0.24220138852530382
subtract,2.0,1.0,0.24219239059312192
L2,1.0,1.0,0.24043938157663358
L2,2.0,4.0,0.23996356162460986
average,2.0,0.25,0.237305675627141
L1,0.5,0.25,0.2363927913964916
subtract,0.5,0.5,0.23385077637724572
subtract,1.0,2.0,0.23362853733872158
L2,0.5,0.5,0.23331835823060398
L2,4.0,4.0,0.233266415810076
L1,0.5,0.5,0.23187169443718725
average,0.25,4.0,0.22996613971703384
L2,0.5,0.25,0.22747530205101973
L1,1.0,2.0,0.22476671781866675
L2,1.0,2.0,0.2199373976471375
