method,p,q,R2
hadamard,4.0,4.0,0.1456894475850429
hadamard,2.0,4.0,0.1430224836118435
hadamard,1.0,0.25,0.1304295450400154
hadamard,0.5,0.25,0.1287027771492285
hadamard,0.25,2.0,0.1228025795962374
hadamard,4.0,1.0,0.1225741155704677
hadamard,0.25,0.5,0.121456991362375
hadamard,0.25,0.25,0.1208792057348209
subtract,1.0,0.25,0.1199243325103128
hadamard,1.0,1.0,0.1198917503030293
subtract,4.0,0.5,0.1196528275064927
L2,1.0,0.25,0.1180912320076423
average,4.0,2.0,0.1179316712536046
hadamard,0.5,1.0,0.1177695945502406
L2,0.25,0.25,0.1174492111368441
average,0.25,4.0,0.1168202835622339
hadamard,1.0,0.5,0.1165415442860345
L1,1.0,0.25,0.1157172783843554
hadamard,0.5,2.0,0.1151357295764704
average,4.0,0.5,0.1143971843637159
hadamard,0.5,4.0,0.113735466684774
L2,4.0,0.5,0.1133173809330433
subtract,2.0,1.0,0.112700845801855
L1,4.0,0.5,0.1125165418413047
hadamard,0.5,0.5,0.1124841225418675
average,0.5,1.0,0.1124011084540198
hadamard,2.0,2.0,0.1123024395481876
hadamard,2.0,0.5,0.1122596377241085
hadamard,4.0,0.25,0.1122028107165449
subtract,1.0,0.5,0.111970955291209
L2,1.0,0.5,0.1117795887510392
hadamard,2.0,1.0,0.1116831247890569
subtract,4.0,4.0,0.1116620217465907
hadamard,0.25,4.0,0.1114674179668634
hadamard,2.0,0.25,0.111222244434443
L2,0.5,4.0,0.1106372568818631
average,2.0,0.5,0.1105203504509555
L2,4.0,4.0,0.1104380116942846
L2,4.0,1.0,0.1101816880953596
average,1.0,0.5,0.1101486584698731
average,0.5,2.0,0.1098004848366649
L2,0.5,0.25,0.1091935503762793
L2,1.0,2.0,0.1090533042032326
hadamard,4.0,0.5,0.1088044570814209
subtract,4.0,1.0,0.1087830149212845
L1,4.0,4.0,0.108672695203509
L2,1.0,1.0,0.1086067224513616
average,0.25,0.25,0.108231547213368
average,1.0,4.0,0.1079241650450159
subtract,0.5,4.0,0.1079112098300157
hadamard,0.25,1.0,0.107705189870487
average,0.5,4.0,0.1074670656149713
L2,0.5,1.0,0.1073489583063476
hadamard,4.0,2.0,0.1072460982425127
average,4.0,4.0,0.107141428705879
hadamard,1.0,2.0,0.1067031669307887
average,0.25,1.0,0.1066620080530459
subtract,0.25,2.0,0.1065577598026603
average,0.5,0.5,0.1062219226892411
average,1.0,0.25,0.1059223840608626
L1,0.5,4.0,0.105897661508459
L2,2.0,0.5,0.1057979385406076
L2,0.25,2.0,0.1057884975984035
L1,1.0,2.0,0.1054332637793078
L2,1.0,4.0,0.1051625571408508
L1,1.0,0.5,0.105149920683266
L1,4.0,1.0,0.1048125276451298
L2,2.0,1.0,0.1044088093159658
subtract,1.0,2.0,0.104352149140568
L1,2.0,1.0,0.1042467622854258
L1,0.25,0.5,0.104191496952218
subtract,0.5,1.0,0.1039986849330887
L1,0.5,1.0,0.103939155803125
hadamard,1.0,4.0,0.1037331958922713
subtract,0.25,0.25,0.1036985276389744
L2,2.0,2.0,0.1033881935485514
subtract,2.0,0.5,0.1033378579750681
subtract,0.5,0.25,0.1030721476869741
L2,0.25,0.5,0.1026715198183539
L1,0.25,0.25,0.1016522023868553
subtract,0.25,0.5,0.1012419365286942
subtract,1.0,1.0,0.1007860113764027
L1,0.5,0.25,0.1007574882691778
average,1.0,2.0,0.1006070762998352
L1,0.25,2.0,0.1001905916673727
average,2.0,4.0,0.0999715057603116
subtract,0.25,4.0,0.0996055837310908
average,0.25,2.0,0.0993818680143121
L2,0.25,4.0,0.0993239583468487
subtract,2.0,4.0,0.0985499182032818
L1,1.0,1.0,0.0983739399380045
average,2.0,1.0,0.097660647887672
L1,2.0,2.0,0.0976529586985538
L2,2.0,0.25,0.0970319477921944
L1,1.0,4.0,0.0959071317416471
subtract,1.0,4.0,0.0957435346583199
L1,0.25,4.0,0.0953747714458341
average,4.0,1.0,0.0945760650650131
subtract,2.0,2.0,0.0935408834471539
L1,2.0,0.5,0.0925680882320914
L2,0.5,0.5,0.092489065167865
L1,0.5,2.0,0.0924541882040377
subtract,0.5,2.0,0.0922147215481553
average,1.0,1.0,0.0916851814391912
L2,4.0,0.25,0.0916286902675541
subtract,4.0,0.25,0.0915576876512769
L2,4.0,2.0,0.0911761936482904
average,4.0,0.25,0.0904055524890482
subtract,4.0,2.0,0.0901330837692386
subtract,2.0,0.25,0.0887876153979038
L2,0.5,2.0,0.0887358820807826
L1,4.0,2.0,0.0886045273324869
L1,4.0,0.25,0.0885720179677206
L1,0.5,0.5,0.0885556785022655
average,0.5,0.25,0.0883620129301763
subtract,0.5,0.5,0.0870190092756475
L1,2.0,0.25,0.0868984515875537
average,0.25,0.5,0.0864812690859258
L2,2.0,4.0,0.0843734735600413
average,2.0,0.25,0.0841634754330109
L2,0.25,1.0,0.0838933583438766
average,2.0,2.0,0.083471964640685
subtract,0.25,1.0,0.0831619898943698
L1,2.0,4.0,0.081692371405861
L1,0.25,1.0,0.0810538611095912
