method,p,q,R2
L1,2.0,2.0,0.1600099198429085
subtract,2.0,2.0,0.1584181975828145
L2,2.0,2.0,0.1573264510719331
average,1.0,4.0,0.1559635663982623
average,4.0,0.25,0.1530074664168992
L2,4.0,0.5,0.1504931413754676
L2,4.0,2.0,0.1495234847100288
L2,0.25,4.0,0.149132752836382
subtract,4.0,2.0,0.1491270995504623
L2,4.0,4.0,0.1487559798986583
L1,4.0,2.0,0.147651347951729
subtract,4.0,4.0,0.1472422279812325
average,1.0,2.0,0.1470277841501999
subtract,1.0,0.5,0.1466793152925248
L1,4.0,4.0,0.1460676153953609
average,0.25,1.0,0.1455172337065103
average,0.25,0.25,0.1451669254476493
subtract,1.0,2.0,0.1449774058562604
subtract,4.0,0.5,0.144407926020078
L2,1.0,0.5,0.1435090527698427
L1,0.5,1.0,0.1432112272274984
L1,1.0,0.5,0.1424201916904468
L2,0.5,1.0,0.1421065592127239
subtract,0.25,0.25,0.141832727139362
average,0.5,2.0,0.1415838198835872
average,2.0,0.5,0.1411292291879065
subtract,0.5,1.0,0.1409608304584754
L2,0.25,0.25,0.1406080503302723
subtract,0.25,1.0,0.1405980941097556
subtract,0.5,0.5,0.1404723390225065
L1,4.0,0.5,0.1397139923574333
subtract,0.25,4.0,0.1394655908633244
L2,1.0,2.0,0.1393383008810464
L1,0.25,0.25,0.1392619902593099
L1,1.0,2.0,0.1390467211207259
hadamard,0.25,2.0,0.1389110624271894
average,0.25,4.0,0.1387793229523672
subtract,0.25,0.5,0.1385539286234032
L1,0.25,4.0,0.1382373671388815
average,0.25,2.0,0.1378465416068044
average,1.0,0.5,0.1377957272588231
average,0.5,1.0,0.1374441392113792
L2,0.25,2.0,0.1371260025170824
subtract,1.0,0.25,0.1369916874300184
L2,1.0,1.0,0.1356289890505563
hadamard,0.5,4.0,0.1353043661621749
average,2.0,4.0,0.1351403982883116
subtract,0.25,2.0,0.1350782789313813
average,2.0,0.25,0.1349154336899845
L2,0.25,1.0,0.1349003509670715
L1,1.0,0.25,0.1341121518948321
subtract,2.0,4.0,0.1336820458532042
hadamard,4.0,0.25,0.1336562286396028
hadamard,0.5,0.25,0.1333000672410662
hadamard,4.0,0.5,0.1332177564438394
L2,0.5,0.5,0.1325971370495972
L1,0.25,2.0,0.132593035089848
L1,0.25,1.0,0.1324304710477285
L1,1.0,1.0,0.1320130538402275
hadamard,1.0,0.5,0.1318293248647125
hadamard,0.5,1.0,0.1309191607438398
hadamard,2.0,2.0,0.130732030813897
subtract,1.0,1.0,0.1306637955081568
hadamard,1.0,2.0,0.1302272241181216
hadamard,4.0,2.0,0.1301410635330374
subtract,0.5,4.0,0.1301174652697724
hadamard,4.0,1.0,0.1294658000963666
hadamard,0.25,0.5,0.1294164603108485
average,4.0,0.5,0.1293316625300944
hadamard,0.25,4.0,0.1289761377058711
L2,1.0,0.25,0.1286669039195968
hadamard,0.25,1.0,0.1286538148294765
subtract,2.0,1.0,0.1286191012846763
hadamard,2.0,1.0,0.128557217824935
average,4.0,1.0,0.1282509500793384
L1,0.5,4.0,0.1274238752132144
average,4.0,2.0,0.1273840518558862
L1,0.5,0.5,0.1272299255436391
L1,0.25,0.5,0.1271606825363065
average,2.0,1.0,0.1271043085673778
average,2.0,2.0,0.1270783188500389
hadamard,2.0,0.25,0.1267685354030253
hadamard,1.0,4.0,0.1267010186502509
average,1.0,1.0,0.1266635909873223
subtract,4.0,1.0,0.1264646771805826
L2,2.0,0.5,0.1258520931558164
hadamard,0.5,0.5,0.1255175294706715
hadamard,0.5,2.0,0.125303459920085
subtract,0.5,2.0,0.1252277203623446
hadamard,1.0,0.25,0.1250800527096137
hadamard,0.25,0.25,0.1249922079315687
L2,0.5,4.0,0.124351743563386
hadamard,4.0,4.0,0.1239907904751939
L2,2.0,4.0,0.1239525220651199
average,1.0,0.25,0.1239041864504704
hadamard,1.0,1.0,0.1231897446218535
hadamard,2.0,4.0,0.123036645700123
L2,0.25,0.5,0.1228858924491923
hadamard,2.0,0.5,0.122803391897728
L1,2.0,0.25,0.1224201003258352
L1,2.0,4.0,0.1223619509951812
subtract,2.0,0.5,0.1208404736457442
average,0.5,0.25,0.1207973872458665
L2,2.0,1.0,0.1206373475940243
average,0.25,0.5,0.1198490385332912
subtract,0.5,0.25,0.1193915109394641
L1,2.0,1.0,0.1178570422775264
average,0.5,0.5,0.1173566489588584
L1,2.0,0.5,0.1172395631548489
L1,1.0,4.0,0.1169916326563814
subtract,2.0,0.25,0.1162761828787369
subtract,4.0,0.25,0.1157331233968304
L2,1.0,4.0,0.1147331091152411
subtract,1.0,4.0,0.1146662254101864
average,4.0,4.0,0.1145751716645461
average,0.5,4.0,0.1144653588043259
L1,0.5,0.25,0.1133824198947448
L2,2.0,0.25,0.1133107768241969
L2,4.0,1.0,0.1127228473922707
L1,4.0,1.0,0.1111697575055117
L2,0.5,0.25,0.1105576093600042
L2,0.5,2.0,0.1084336163671662
L1,4.0,0.25,0.1061046662876742
L1,0.5,2.0,0.1058080523182101
L2,4.0,0.25,0.1048463861292103
