method,p,q,R2
average,4.0,2.0,0.0927030292117395
subtract,1.0,4.0,0.0894771278281488
subtract,2.0,4.0,0.0892595017799463
subtract,4.0,2.0,0.0885710434585503
average,0.25,1.0,0.0874519507760789
subtract,2.0,1.0,0.0872998689472872
average,4.0,1.0,0.0862682927257852
average,0.5,4.0,0.0861503968413596
average,2.0,2.0,0.0848209550180684
subtract,4.0,1.0,0.0843360729229832
average,0.25,0.25,0.084190992656703
subtract,0.25,1.0,0.0837259409185146
average,0.25,4.0,0.0835044055762359
average,0.5,1.0,0.0834804688393542
average,0.5,0.25,0.0828112896881974
subtract,0.5,0.5,0.0820982039336329
subtract,0.5,4.0,0.0819824728580617
average,1.0,4.0,0.0817043494554526
average,2.0,1.0,0.0810108140252408
L1,2.0,4.0,0.0799658913366575
subtract,0.5,1.0,0.0796142972093401
L2,4.0,1.0,0.079121712069357
average,0.5,0.5,0.0791146116434541
L1,2.0,1.0,0.0790704796267343
subtract,1.0,0.25,0.0783652874590875
subtract,0.25,4.0,0.0778019640269324
average,0.25,2.0,0.0769341640396596
subtract,2.0,2.0,0.076919805377482
average,0.25,0.5,0.0763273348561875
average,1.0,0.5,0.0753915119876702
L1,4.0,1.0,0.0752094044613298
subtract,0.25,0.25,0.0750600290261808
average,0.5,2.0,0.0748382781641721
subtract,0.25,2.0,0.0747366294496958
subtract,1.0,0.5,0.073868890447778
subtract,0.25,0.5,0.0738073074177866
L1,4.0,2.0,0.0737077077464354
subtract,4.0,0.25,0.0733038084178527
average,2.0,4.0,0.0732209358793913
subtract,0.5,0.25,0.0727061876182235
L2,4.0,2.0,0.0719787461752328
L1,1.0,4.0,0.0719196199599399
L1,2.0,2.0,0.0712261347599101
L1,1.0,0.25,0.0711266114951003
L2,2.0,4.0,0.0704757950957795
average,1.0,0.25,0.0704405348341493
L1,0.5,0.5,0.0699381881811052
average,2.0,0.5,0.0697996963434056
L1,0.5,4.0,0.0697480418950525
L1,0.5,1.0,0.0692946519971698
subtract,0.5,2.0,0.0684817109802463
L1,0.25,2.0,0.0681706910248552
L1,0.25,1.0,0.0677634588904044
L2,2.0,1.0,0.0675289200094021
L2,0.25,2.0,0.065994077513703
L1,4.0,0.25,0.0657226602748963
L2,0.25,1.0,0.0657044678440216
L1,0.25,4.0,0.0649923334436295
average,4.0,0.25,0.0645510064974651
L2,1.0,0.5,0.064478675677348
L1,1.0,0.5,0.0642952896250116
L2,0.25,4.0,0.0642259816554537
L1,0.25,0.25,0.0642056769799434
L2,2.0,2.0,0.0639826667881384
subtract,2.0,0.5,0.0637880721982417
L1,0.25,0.5,0.0633627704703323
L2,0.5,0.5,0.0633553619514797
L1,0.5,0.25,0.0628766958239267
L2,1.0,0.25,0.0626803420690612
L2,0.5,0.25,0.0626151102365939
L2,1.0,4.0,0.0616833038447076
L1,0.5,2.0,0.0611188790895235
L2,0.5,4.0,0.0599315765001906
L2,0.5,1.0,0.0583260113782735
L2,4.0,0.25,0.0568714366618844
L2,0.25,0.5,0.0560180616043182
L2,0.25,0.25,0.054944947302889
L2,0.5,2.0,0.0545991815487015
L1,2.0,0.5,0.0511526424567864
L1,4.0,0.5,0.0488482484594248
L2,4.0,0.5,0.0481444997646979
L2,2.0,0.5,0.0480908831974574
subtract,4.0,0.5,0.0456290348793376
L1,1.0,1.0,0.043290487009077
subtract,4.0,4.0,0.0406050112126599
L1,1.0,2.0,0.0406049451554559
average,4.0,0.5,0.0404713731079249
L2,1.0,2.0,0.0402123539895903
subtract,1.0,2.0,0.0399251669755533
L2,1.0,1.0,0.0392080131897888
L2,4.0,4.0,0.0373305915479419
L1,4.0,4.0,0.0363477888052432
subtract,1.0,1.0,0.0362870592617582
L1,2.0,0.25,0.0357193584734513
subtract,2.0,0.25,0.0349335579970209
average,1.0,2.0,0.0340672346532264
average,4.0,4.0,0.0331244750204846
hadamard,0.5,0.25,0.0329064841422133
hadamard,4.0,0.5,0.0313905598920349
hadamard,0.25,4.0,0.031022295600406
average,1.0,1.0,0.0304938598094609
L2,2.0,0.25,0.0292650717137524
hadamard,0.5,2.0,0.0285358239562605
hadamard,1.0,0.25,0.0284479514180064
hadamard,0.25,2.0,0.0281082756019367
hadamard,2.0,4.0,0.027619653314079
hadamard,4.0,2.0,0.0273745045390417
hadamard,1.0,0.5,0.0273349955936879
hadamard,4.0,1.0,0.0272565932465649
hadamard,0.5,4.0,0.026839899417827
hadamard,1.0,1.0,0.026630436189672
hadamard,0.25,0.5,0.0264895505808667
hadamard,2.0,1.0,0.0254699870747205
hadamard,4.0,0.25,0.025120554017788
hadamard,1.0,2.0,0.0250200055551597
hadamard,0.25,1.0,0.0250161868120224
hadamard,0.25,0.25,0.0248629763933125
hadamard,0.5,0.5,0.0248396082944933
hadamard,0.5,1.0,0.0244471605279967
average,2.0,0.25,0.023855841810061
hadamard,2.0,0.25,0.0237922244375018
hadamard,1.0,4.0,0.0235579500531686
hadamard,2.0,2.0,0.0234599626309055
hadamard,2.0,0.5,0.0234474863173891
hadamard,4.0,4.0,0.0228621402191349
