method,p,q,R2
hadamard,0.25,1.0,0.1864060494650437
hadamard,4.0,2.0,0.1835426845679634
hadamard,0.25,4.0,0.1829097146830592
hadamard,0.5,0.25,0.1824920980404615
hadamard,0.5,1.0,0.1816482308069424
hadamard,0.5,2.0,0.1812086428057471
hadamard,0.25,0.25,0.1805011772086654
hadamard,0.5,4.0,0.1804003647906213
hadamard,2.0,1.0,0.1799797411356517
subtract,4.0,1.0,0.1797804235675142
hadamard,1.0,4.0,0.1796757517616389
hadamard,0.25,2.0,0.1788404665830977
hadamard,4.0,0.25,0.1786172298120399
hadamard,2.0,0.5,0.1786000159942771
hadamard,2.0,0.25,0.1784609748416831
hadamard,1.0,0.5,0.1770721618008173
hadamard,4.0,0.5,0.1766115040930833
hadamard,0.5,0.5,0.1763604564690668
hadamard,1.0,2.0,0.1763548570913485
hadamard,1.0,0.25,0.1761976621977062
hadamard,4.0,4.0,0.1756693021917017
average,0.5,0.5,0.175652040318607
hadamard,2.0,4.0,0.1755606506242399
hadamard,0.25,0.5,0.1755301066214833
hadamard,4.0,1.0,0.1752152228532649
subtract,2.0,2.0,0.1738690437398833
hadamard,2.0,2.0,0.1727586051575947
hadamard,1.0,1.0,0.1722588038827295
L1,4.0,1.0,0.16258815631148
average,0.5,4.0,0.161487994443094
average,4.0,4.0,0.1591005113157295
average,0.25,4.0,0.1589948771945381
L1,1.0,1.0,0.158416125141965
subtract,1.0,4.0,0.1579422566399556
average,4.0,2.0,0.1575025043820022
average,1.0,0.25,0.1567925707925901
subtract,2.0,0.5,0.1566631332088406
L2,4.0,1.0,0.1563437759993967
subtract,1.0,1.0,0.1558137244190467
subtract,0.5,0.25,0.1552370507382681
subtract,0.25,1.0,0.1552189343405082
average,2.0,2.0,0.1552067004526868
average,0.25,0.25,0.1548507481667734
subtract,2.0,1.0,0.153541569807176
L1,0.5,0.25,0.1531982918431715
average,0.25,0.5,0.1531877922010478
L1,0.25,1.0,0.1531338522935642
L1,2.0,2.0,0.1530846376805996
subtract,1.0,0.5,0.1528318571957619
average,0.5,1.0,0.1512326892191141
L2,2.0,2.0,0.1508639742429933
L1,0.25,4.0,0.1504397561574211
subtract,4.0,2.0,0.150003939186885
L2,1.0,1.0,0.1498394536750046
average,0.5,2.0,0.1489092186709898
L1,2.0,0.5,0.148818935355403
L1,2.0,1.0,0.1485338121529598
L1,1.0,0.5,0.1481853340031171
subtract,0.25,4.0,0.148003532860529
average,2.0,4.0,0.1474397001296929
L1,2.0,0.25,0.1470620309478104
L2,0.25,1.0,0.1469567044347141
average,1.0,1.0,0.1458182287076829
average,2.0,1.0,0.1454020336269724
L2,2.0,0.5,0.1453340890259004
L2,0.5,0.25,0.1437997271527001
L2,2.0,1.0,0.1434184359165297
subtract,0.25,0.25,0.1432974328664232
average,4.0,0.5,0.1432903784735506
subtract,1.0,2.0,0.1432183193128215
average,0.5,0.25,0.1428594303173875
L1,0.5,1.0,0.1423289708518351
average,0.25,2.0,0.1420749404067935
L2,4.0,2.0,0.1419517956699194
L1,0.25,0.25,0.1419474172833855
L1,4.0,2.0,0.141654621409084
L2,1.0,0.5,0.141623642931626
subtract,2.0,0.25,0.1415803503016304
subtract,4.0,4.0,0.1414778969508222
subtract,0.5,1.0,0.1412937961840417
average,2.0,0.25,0.1400545797658593
subtract,2.0,4.0,0.1393809556143678
L2,0.25,0.25,0.1383083596085271
L1,0.25,0.5,0.1381725454057132
average,4.0,0.25,0.1379724926056305
L1,1.0,4.0,0.1372252219924119
subtract,0.25,0.5,0.1371998591597535
average,1.0,0.5,0.1369841570168858
average,0.25,1.0,0.1368422266371255
L2,0.5,1.0,0.13639897427667
L2,0.25,4.0,0.1362383307787067
L1,4.0,4.0,0.1356112226104029
L2,0.25,0.5,0.135524493596863
L2,2.0,0.25,0.1351313279479548
subtract,0.5,4.0,0.1348703870879178
L1,0.5,4.0,0.1330834639993395
subtract,1.0,0.25,0.1316092040528595
average,1.0,4.0,0.1315461525757958
L2,1.0,4.0,0.1313403660683277
L2,1.0,2.0,0.1308276073140005
L2,0.5,4.0,0.130755801153634
L1,2.0,4.0,0.1299532706516466
subtract,4.0,0.5,0.129825333859318
subtract,0.5,0.5,0.1291851279848336
average,4.0,1.0,0.1289697697816342
L1,1.0,2.0,0.1279179240343041
average,2.0,0.5,0.1278303415930392
average,1.0,2.0,0.1274621726281972
L2,1.0,0.25,0.1265424227699411
L2,0.5,0.5,0.1260546757762287
L1,1.0,0.25,0.1256397079224576
subtract,4.0,0.25,0.1252447269452078
subtract,0.5,2.0,0.1249320839697194
L1,4.0,0.5,0.1246035339740849
L1,0.5,0.5,0.1234570235993534
L2,4.0,0.5,0.1215064266325198
L2,2.0,4.0,0.1209769310359522
L2,4.0,4.0,0.1197318207728861
L1,0.5,2.0,0.1191448775632839
L1,4.0,0.25,0.1168681722471772
L2,0.5,2.0,0.1122618783204434
L2,4.0,0.25,0.1114726232736772
subtract,0.25,2.0,0.108771013875778
L1,0.25,2.0,0.1071870686221426
L2,0.25,2.0,0.1026470617092389
