method,p,q,R2
hadamard,1.0,1.0,0.2186844000197368
hadamard,0.25,0.5,0.2172939994682348
hadamard,2.0,1.0,0.2157486415896984
hadamard,4.0,2.0,0.2152601538439293
hadamard,1.0,0.5,0.2152225864555713
hadamard,4.0,0.25,0.2148346733921091
hadamard,2.0,4.0,0.2145126880552188
hadamard,0.5,2.0,0.2134509724315938
hadamard,0.5,0.5,0.2125947201267695
hadamard,4.0,4.0,0.2123383435618906
hadamard,0.5,1.0,0.2117170809700798
hadamard,2.0,0.25,0.2116789442524904
hadamard,0.25,0.25,0.2110550300457635
hadamard,4.0,0.5,0.2105955015942846
hadamard,1.0,0.25,0.2099900281502652
hadamard,1.0,4.0,0.2094604521222672
hadamard,0.5,4.0,0.2084283565788983
hadamard,0.5,0.25,0.2084110150014524
hadamard,2.0,0.5,0.2079764251065096
hadamard,0.25,1.0,0.2078963565598481
hadamard,0.25,2.0,0.2077166487697989
hadamard,1.0,2.0,0.2066471146139565
hadamard,2.0,2.0,0.2062040240550839
hadamard,0.25,4.0,0.2052988118873919
hadamard,4.0,1.0,0.2050130916020446
average,1.0,1.0,0.1779118967845648
average,0.25,4.0,0.169871884301642
average,1.0,0.5,0.1694626328714781
subtract,2.0,4.0,0.1684994790370044
average,0.25,0.25,0.168473258895251
subtract,4.0,1.0,0.1653742027387436
subtract,0.5,2.0,0.1652692367982389
L2,0.5,2.0,0.1648915052140472
average,2.0,1.0,0.1647149765147173
L1,0.5,2.0,0.1638710200827203
average,0.25,1.0,0.1637953004813784
L2,2.0,4.0,0.1636610413698049
subtract,2.0,2.0,0.1628720547140295
subtract,1.0,0.5,0.1628414760154236
L1,4.0,4.0,0.1621022669853458
average,0.5,4.0,0.1620598939759393
L1,0.5,1.0,0.1619880881685919
L1,2.0,4.0,0.1616964343634893
L2,4.0,4.0,0.1609850453903979
subtract,0.25,0.5,0.1608395896809618
subtract,0.5,1.0,0.1600243974605104
subtract,4.0,4.0,0.1599481324240409
average,4.0,0.25,0.1596023179562377
average,0.25,2.0,0.157647669267824
L2,0.25,0.25,0.1570985748156642
L1,0.25,0.5,0.1569473892202769
L1,0.5,4.0,0.1567101871760823
L2,0.5,1.0,0.1563912321765235
L1,4.0,1.0,0.1562319766078712
average,4.0,0.5,0.1559330820145806
subtract,0.5,4.0,0.1557292122552578
average,0.5,2.0,0.1554073441152629
subtract,0.25,2.0,0.1552996017321705
L1,0.25,2.0,0.1549941510943466
L2,0.25,2.0,0.1549894425563768
subtract,0.25,1.0,0.1548898846931606
subtract,0.25,0.25,0.1545627127208364
average,2.0,4.0,0.1545033758448974
L2,1.0,0.5,0.1542023081632979
subtract,2.0,0.5,0.1541206745435542
subtract,1.0,2.0,0.1540724578304091
subtract,1.0,1.0,0.1537073857741042
L1,2.0,2.0,0.1532629660979291
L1,1.0,0.5,0.1526126258738426
average,0.5,1.0,0.1525499284026704
L1,1.0,2.0,0.1524432591432319
L2,4.0,1.0,0.1524126309037106
average,0.25,0.5,0.1523833698084294
subtract,0.5,0.25,0.1518891940994517
L1,1.0,1.0,0.1517992266903679
L1,0.25,0.25,0.1513802227057114
subtract,0.5,0.5,0.150687793637958
average,4.0,4.0,0.1506591846473332
L2,0.5,0.25,0.1504789658514468
L2,1.0,1.0,0.1502551287613454
L2,1.0,2.0,0.1502042677170788
L1,0.5,0.25,0.1499417887288977
L2,2.0,2.0,0.1487038506580523
average,0.5,0.5,0.1482998705147912
average,4.0,2.0,0.1482055011719508
average,0.5,0.25,0.1477815504545239
L2,0.5,4.0,0.1474883503423696
L2,0.25,1.0,0.1469460398338949
subtract,4.0,2.0,0.1469309382132715
L1,0.25,1.0,0.146782595406512
L2,0.25,0.5,0.1465633071407092
L1,0.5,0.5,0.1463962813293281
subtract,1.0,0.25,0.145581736808166
L2,1.0,4.0,0.1448857271764243
L1,2.0,0.5,0.1444845708331085
subtract,2.0,0.25,0.1440339909590819
L2,2.0,0.5,0.1431340725792417
L1,4.0,2.0,0.1426490227101062
L2,0.5,0.5,0.1417548231787311
L2,4.0,2.0,0.1415412569618985
subtract,4.0,0.5,0.1404207627091539
average,1.0,2.0,0.1400718091536673
subtract,1.0,4.0,0.1399763338275014
L1,1.0,4.0,0.1398887785208519
average,1.0,0.25,0.1395287798300375
average,2.0,0.5,0.139125252319232
L1,2.0,0.25,0.1391056473963449
average,1.0,4.0,0.1389853575195131
subtract,0.25,4.0,0.1385238040006109
average,4.0,1.0,0.1375306670115912
L1,0.25,4.0,0.1373684517176232
L2,2.0,0.25,0.135618102907121
L2,0.25,4.0,0.1331854707905736
L1,4.0,0.5,0.1325859285023242
subtract,2.0,1.0,0.1322234450016515
average,2.0,0.25,0.1316259609142371
average,2.0,2.0,0.1291536088485871
L1,4.0,0.25,0.1285442401446931
L2,4.0,0.5,0.1273000009165169
L2,4.0,0.25,0.127254140310697
subtract,4.0,0.25,0.1270098371231977
L1,1.0,0.25,0.1238886712745891
L2,1.0,0.25,0.123717451012337
L1,2.0,1.0,0.1212068064196388
L2,2.0,1.0,0.1139070522911651
