method,p,q,R2
hadamard,0.5,0.5,0.1752892037861987
hadamard,1.0,1.0,0.1743655392118747
hadamard,2.0,4.0,0.1743080922312568
hadamard,0.5,2.0,0.1742744552189338
hadamard,0.25,1.0,0.1735848604401311
hadamard,4.0,2.0,0.1727458680337323
hadamard,4.0,0.5,0.1705103701893972
hadamard,1.0,0.5,0.1700431090617125
hadamard,0.5,1.0,0.1686983366283821
hadamard,0.25,4.0,0.1681737425793427
hadamard,1.0,4.0,0.1681361126330448
hadamard,2.0,0.25,0.1678307927522642
hadamard,0.25,0.5,0.1667519643047063
hadamard,2.0,2.0,0.1661601221248545
hadamard,4.0,4.0,0.1661433461892784
hadamard,2.0,1.0,0.1648008177356483
hadamard,4.0,0.25,0.1636235093593792
hadamard,0.25,2.0,0.1635339941661771
hadamard,0.5,0.25,0.1635163883561207
hadamard,1.0,0.25,0.1625884919392934
average,1.0,2.0,0.1621990837700495
hadamard,0.5,4.0,0.1615621827740224
hadamard,1.0,2.0,0.1614256092623194
L2,0.5,2.0,0.1608380420676687
average,2.0,0.25,0.1607670916437795
hadamard,0.25,0.25,0.1606572269710324
hadamard,4.0,1.0,0.1600705516533384
hadamard,2.0,0.5,0.1595515357636083
subtract,0.5,2.0,0.1587158530658636
L1,0.5,2.0,0.1586850129193134
L1,1.0,1.0,0.1581743990697642
L2,1.0,1.0,0.154931740842391
average,1.0,0.25,0.1541828673749538
L2,0.5,0.5,0.1540834583337563
subtract,4.0,2.0,0.1532172330703975
L1,0.5,0.5,0.1524268399693974
subtract,0.5,0.5,0.1522475084335123
subtract,1.0,1.0,0.1520565610278165
average,4.0,0.25,0.1517698228553532
subtract,2.0,2.0,0.1480756056255782
L2,2.0,2.0,0.1478611601287636
subtract,1.0,4.0,0.1472395723445472
average,0.25,1.0,0.1468074295626596
average,0.25,0.25,0.1460415681094098
L1,4.0,2.0,0.1457387701643977
L2,1.0,4.0,0.1456940021809263
subtract,0.5,1.0,0.1456422743614229
L2,0.5,0.25,0.1452145702691135
average,1.0,1.0,0.1443932809586628
average,4.0,1.0,0.1441572410120665
subtract,0.5,0.25,0.1439768643222535
average,0.5,1.0,0.1439065364724426
average,2.0,0.5,0.1436872969297709
L1,2.0,2.0,0.1436281675132941
average,1.0,4.0,0.1435905094525409
subtract,4.0,0.25,0.1432360060753975
L2,0.25,4.0,0.1426100429852944
subtract,4.0,0.5,0.142571110063104
subtract,2.0,4.0,0.1419544929104023
L1,4.0,0.5,0.1416744782666593
average,0.5,0.25,0.1414141063799029
average,4.0,0.5,0.1404172962981649
L1,1.0,4.0,0.1402843980613183
L2,4.0,2.0,0.1392520076560468
L2,0.5,4.0,0.1387464419504706
L2,2.0,4.0,0.1386543620781332
L2,4.0,0.5,0.1385691260307583
L1,2.0,4.0,0.1382827160014822
average,4.0,2.0,0.1378975035883739
L1,0.5,4.0,0.1377547463958327
subtract,0.25,0.5,0.137630398406518
L1,0.5,0.25,0.137508358523707
subtract,0.25,2.0,0.1373528914441204
L1,0.25,0.5,0.1371950450690291
average,2.0,2.0,0.1370803568531837
L1,0.5,1.0,0.1370482783849174
average,2.0,1.0,0.1365197303882502
L2,0.25,0.5,0.1364084568774572
subtract,1.0,2.0,0.1360815042825954
subtract,4.0,1.0,0.1359251057913676
L2,4.0,0.25,0.1354616068963269
L2,1.0,0.5,0.1352902069825357
subtract,2.0,1.0,0.1352596301639765
L1,1.0,0.5,0.1351337560728889
average,0.5,0.5,0.1349551544114404
subtract,0.5,4.0,0.1349154037176189
L1,4.0,0.25,0.1348634300081891
L1,0.25,4.0,0.1341981156847516
L1,2.0,1.0,0.1331357739249026
average,0.25,0.5,0.1330792638476206
L2,0.5,1.0,0.1330785291741367
subtract,1.0,0.25,0.1330432110040489
average,0.25,2.0,0.1328425762858552
subtract,4.0,4.0,0.1327604903524001
average,2.0,4.0,0.1327123579846061
subtract,1.0,0.5,0.1323192473602948
L2,4.0,1.0,0.1307244907519492
L1,4.0,1.0,0.1298557912172111
average,4.0,4.0,0.1296663021895873
L1,0.25,2.0,0.1295937194998607
subtract,0.25,4.0,0.1292320056128173
L1,4.0,4.0,0.1290628270502706
average,0.5,4.0,0.1290569040435096
L2,2.0,1.0,0.1289276582987469
L1,1.0,2.0,0.1277420224889767
subtract,0.25,1.0,0.1274279972448685
L1,0.25,0.25,0.1269894032754808
average,0.25,4.0,0.1246463507123608
L2,4.0,4.0,0.1243580125981398
L2,1.0,2.0,0.1237953290791976
average,0.5,2.0,0.1221542155587802
L2,0.25,2.0,0.1219028494796884
average,1.0,0.5,0.1218820678890332
subtract,0.25,0.25,0.1205914655740056
L2,0.25,0.25,0.1199890828518844
L1,0.25,1.0,0.1193284320229124
subtract,2.0,0.5,0.1191699546477803
L2,0.25,1.0,0.1187473995904039
L2,1.0,0.25,0.1152099190100991
L1,1.0,0.25,0.1151010060138548
L1,2.0,0.5,0.1144524151713425
subtract,2.0,0.25,0.1123804122483403
L2,2.0,0.5,0.1112429266180783
L1,2.0,0.25,0.1089341266171944
L2,2.0,0.25,0.1071402630015124
