method,p,q,R2
hadamard,4.0,1.0,0.0934311153070173
hadamard,0.25,0.5,0.0877537343415477
hadamard,1.0,1.0,0.0876697933532513
hadamard,2.0,2.0,0.0873413451915657
hadamard,1.0,0.25,0.0863202359142739
hadamard,2.0,0.25,0.0861789097272395
hadamard,0.25,0.25,0.086095705400041
hadamard,2.0,1.0,0.0860181650667243
hadamard,0.25,2.0,0.0853874806245111
hadamard,4.0,0.25,0.0851949837863758
hadamard,1.0,2.0,0.0850279305914187
hadamard,2.0,0.5,0.0845225722273489
hadamard,1.0,0.5,0.0836626922792753
hadamard,4.0,4.0,0.0831882836999987
hadamard,0.5,2.0,0.0828834264795536
hadamard,0.25,1.0,0.0824302164050391
hadamard,0.5,4.0,0.0823474880833963
hadamard,4.0,0.5,0.0822235562685245
hadamard,0.5,0.25,0.08203905517709
hadamard,1.0,4.0,0.0810332736905001
hadamard,4.0,2.0,0.0801646273629832
hadamard,0.5,1.0,0.0799488872226314
hadamard,0.25,4.0,0.0797608054414726
hadamard,0.5,0.5,0.0795740646245207
hadamard,2.0,4.0,0.0795488406494209
L2,0.25,0.5,0.0773399500478255
subtract,2.0,2.0,0.0751901060060666
subtract,0.5,4.0,0.0731527639100629
average,1.0,2.0,0.0731476529412881
L1,2.0,2.0,0.0717028843139041
L2,2.0,2.0,0.0711879664062491
subtract,0.25,4.0,0.0710162074926906
L1,0.25,0.5,0.070689746783778
subtract,1.0,4.0,0.0703641973521113
L2,1.0,4.0,0.0703118706423121
L2,0.5,4.0,0.0698459020035037
subtract,1.0,2.0,0.0695402427443011
subtract,0.25,2.0,0.0694855348431147
L2,4.0,4.0,0.0690352020088044
subtract,0.25,0.5,0.0690110312675932
L1,1.0,4.0,0.0689330349778714
L2,0.25,2.0,0.0682772180657186
L1,0.5,4.0,0.0680783699662205
average,0.25,1.0,0.0663772830575335
L1,0.25,4.0,0.0660808666566223
L2,1.0,0.5,0.0659773399098326
L2,0.25,4.0,0.065270547399274
L1,1.0,2.0,0.0652576493602228
subtract,0.5,0.5,0.0649982920971942
subtract,2.0,0.5,0.0644628557867075
L1,0.25,0.25,0.064369520607598
subtract,1.0,0.5,0.0642230204769338
subtract,0.25,0.25,0.0640104210691213
subtract,2.0,1.0,0.0639029132438627
subtract,4.0,4.0,0.0638524779254056
L2,0.25,0.25,0.0636379088619728
L1,0.25,2.0,0.0636036670097944
average,4.0,0.25,0.0634549439788222
L2,1.0,2.0,0.0633971696842168
subtract,0.5,1.0,0.0633058074638323
average,1.0,0.25,0.0632462550671983
subtract,1.0,1.0,0.0628847957832136
L1,1.0,0.5,0.0628669756814157
average,2.0,0.25,0.0627959905577336
subtract,4.0,0.25,0.0626791932996525
average,1.0,1.0,0.06247774466332
L2,2.0,0.5,0.0623712178725442
subtract,0.25,1.0,0.0622566253764137
L1,4.0,4.0,0.0622256808729374
L2,2.0,1.0,0.062166789533783
average,0.5,0.25,0.0620736845920388
average,1.0,4.0,0.0613728875713655
average,4.0,4.0,0.0612745094119008
L1,2.0,1.0,0.0612312581329818
L2,0.5,0.5,0.0608481966925739
L1,0.5,1.0,0.0608036642929032
L1,2.0,0.5,0.0605209595821091
L1,0.25,1.0,0.0605048646349531
average,2.0,2.0,0.0602756154533461
L1,4.0,1.0,0.0597008858454809
L2,4.0,1.0,0.0596926753712105
average,0.25,4.0,0.0595770965267014
L1,1.0,0.25,0.0595086267058067
L1,4.0,0.25,0.0595005443114345
L2,0.5,1.0,0.0592236500780003
L1,0.5,0.5,0.0592131762580148
L2,4.0,0.25,0.0591184454155213
average,2.0,1.0,0.0590973960812113
subtract,4.0,1.0,0.058751407049009
L2,0.5,2.0,0.0585967363366335
L1,0.5,2.0,0.0580185381423739
L1,1.0,1.0,0.0578291768924287
subtract,0.5,2.0,0.0577288435584787
subtract,1.0,0.25,0.0577184960583834
L2,1.0,0.25,0.0574737971872217
subtract,0.5,0.25,0.057352585978905
L2,0.25,1.0,0.0570250931740716
subtract,2.0,4.0,0.0569121562315904
L2,1.0,1.0,0.056889888204078
average,2.0,4.0,0.0566746530511507
average,0.5,2.0,0.0564780360351668
average,1.0,0.5,0.0562943049906574
average,0.25,0.25,0.0562787965970437
average,4.0,2.0,0.055714557821341
L1,0.5,0.25,0.0555842152436253
average,0.25,2.0,0.0552192745086754
L2,0.5,0.25,0.0547442604669026
subtract,4.0,2.0,0.0543963299780672
subtract,4.0,0.5,0.0539340745096871
L1,4.0,2.0,0.0537361356231348
L2,4.0,2.0,0.0533463282339998
L2,2.0,0.25,0.0531100450497153
average,0.5,0.5,0.052658794477522
average,2.0,0.5,0.0523982846110708
L1,2.0,4.0,0.0520083590033312
average,4.0,1.0,0.0515748736855896
average,0.25,0.5,0.0514773885627948
average,0.5,1.0,0.0514005055129881
L2,4.0,0.5,0.0512203664990205
L2,2.0,4.0,0.0496798993189473
L1,4.0,0.5,0.0496214649148555
L1,2.0,0.25,0.0495696226080515
average,4.0,0.5,0.048690131022396
average,0.5,4.0,0.0484857464455265
subtract,2.0,0.25,0.0479660744212395
