method,p,q,R2
subtract,0.5,0.5,0.2001843100423086
L2,0.5,0.5,0.1946544947673848
L1,0.5,0.5,0.1926313368694192
average,0.5,4.0,0.1885146301313429
average,0.25,4.0,0.183455714405103
average,0.5,2.0,0.1743258303408201
average,0.5,1.0,0.1730589324635293
average,1.0,4.0,0.1720629324593887
average,4.0,1.0,0.1720155253169442
average,4.0,4.0,0.1707205095589306
subtract,0.25,2.0,0.1693849132436614
subtract,2.0,4.0,0.1683083000449798
L1,0.5,1.0,0.1680162731651293
L2,0.5,1.0,0.1677248525541541
average,0.25,2.0,0.1666223575431802
subtract,1.0,0.25,0.1660704445366001
subtract,0.5,1.0,0.1658885823161553
subtract,0.25,1.0,0.1649367088131534
average,1.0,2.0,0.1646769066166615
average,4.0,2.0,0.1638474544704158
subtract,1.0,2.0,0.163357786570186
average,1.0,0.5,0.162897166138384
average,2.0,4.0,0.1626549610769022
average,0.5,0.25,0.1625253644491012
average,2.0,2.0,0.1621384981424607
subtract,1.0,0.5,0.1619655631099911
average,0.25,0.25,0.1614604899680316
L2,2.0,4.0,0.1610309070487484
average,2.0,0.25,0.1609874243208454
subtract,4.0,2.0,0.1603630983730966
L2,4.0,2.0,0.160106598468023
subtract,2.0,2.0,0.159030221404842
subtract,4.0,0.25,0.1588120437099859
subtract,4.0,1.0,0.1583850042156719
L1,4.0,2.0,0.1581935730937705
L2,1.0,0.5,0.1580835406361306
average,4.0,0.25,0.1578859844841813
subtract,0.5,2.0,0.1576845281002865
L1,2.0,4.0,0.1573361615887799
subtract,0.25,0.5,0.1573233999709061
subtract,0.25,4.0,0.1564121574134711
L1,2.0,2.0,0.1562274862414827
subtract,4.0,4.0,0.1548786702555532
L2,1.0,2.0,0.1529935907299253
average,0.25,0.5,0.1529865003930677
L1,0.25,1.0,0.1526468916165706
L2,0.5,2.0,0.1519627399842655
L2,2.0,2.0,0.1513862541918867
L1,0.25,4.0,0.1512960559243785
L1,1.0,0.25,0.1503330952041525
subtract,1.0,4.0,0.1503215847097039
subtract,0.5,0.25,0.1494214700696167
L1,0.5,2.0,0.1483497411842836
L1,1.0,0.5,0.1481729970471864
L2,4.0,0.25,0.1481692745796848
L2,0.25,0.5,0.1469140601663802
L2,4.0,1.0,0.1468782046562654
L1,1.0,2.0,0.146616291426179
L2,1.0,0.25,0.1460715089919361
subtract,2.0,0.25,0.145412444426502
subtract,0.5,4.0,0.1454021309677061
L1,0.25,0.5,0.1451429135874519
L2,0.25,4.0,0.144612813564575
L1,4.0,0.25,0.1441791668473281
L2,1.0,4.0,0.1436883455925928
average,1.0,0.25,0.1436328346038838
average,0.5,0.5,0.1426457343645844
L2,0.25,1.0,0.1416318617413741
L2,0.5,4.0,0.1413051545748281
L2,0.25,2.0,0.1400277730106373
L1,0.5,4.0,0.1383124497644394
L1,1.0,4.0,0.1381562359933406
L2,4.0,4.0,0.1371435809874982
L1,0.25,2.0,0.1357313860976499
subtract,2.0,0.5,0.1351081840622926
L1,4.0,1.0,0.1346499559357434
L1,2.0,0.25,0.1333129835896348
L1,0.5,0.25,0.1327219512472414
L2,2.0,0.25,0.1327048538365948
L1,4.0,4.0,0.1319451550226832
L2,0.5,0.25,0.1317846106851787
L2,2.0,0.5,0.1310780022560744
L2,0.25,0.25,0.1302074999927959
average,0.25,1.0,0.1294198219231307
subtract,0.25,0.25,0.1291945507046881
subtract,1.0,1.0,0.1271222649555645
subtract,2.0,1.0,0.126850960469587
L1,2.0,0.5,0.1267849424117907
hadamard,0.5,2.0,0.1267248905804655
hadamard,2.0,0.5,0.1267060751313228
hadamard,0.5,4.0,0.1264475633235092
hadamard,0.5,0.5,0.1263740962432383
L1,2.0,1.0,0.1261191007986316
hadamard,0.25,4.0,0.1260512031282178
hadamard,2.0,2.0,0.1251819984156388
L1,0.25,0.25,0.1248307258171486
L1,1.0,1.0,0.1242235950494426
hadamard,4.0,4.0,0.1236903403639524
L2,1.0,1.0,0.1236584452933015
hadamard,0.25,0.5,0.1232666241880638
L2,2.0,1.0,0.1223975871435498
hadamard,1.0,2.0,0.1223091836875386
hadamard,1.0,0.5,0.120464303053873
hadamard,2.0,4.0,0.119314022610131
hadamard,4.0,1.0,0.1182799484594955
hadamard,0.25,0.25,0.1173427978669369
hadamard,1.0,4.0,0.1170341288195558
hadamard,4.0,0.25,0.1164627642596277
hadamard,4.0,0.5,0.116240266212318
hadamard,0.5,1.0,0.1161896445907102
subtract,4.0,0.5,0.1161166128407061
hadamard,0.25,2.0,0.1160199335394592
hadamard,0.5,0.25,0.1151366041553779
hadamard,0.25,1.0,0.1149401432105189
hadamard,1.0,1.0,0.114768132616823
hadamard,2.0,0.25,0.1137747753931572
hadamard,2.0,1.0,0.1136235023822755
hadamard,4.0,2.0,0.1135174938874536
hadamard,1.0,0.25,0.1132709254507832
average,4.0,0.5,0.1080810833474675
average,2.0,0.5,0.106377462449927
L2,4.0,0.5,0.1060783279199713
average,1.0,1.0,0.1052905838722881
average,2.0,1.0,0.1036748102102691
L1,4.0,0.5,0.1024341449865986
